====================================================================================================
Training started at: 2026-03-30 00:43:26
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.4
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.4/fedcda_fl_cifar10_20260330-004326-983918_pid1057002.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.4/fedcda_fl_cifar10_20260330-004326-983918_pid1057002.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 48
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.1
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.4
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=24.95s | TotalTime=24.95s | Method=fedcda
[Round 002/100] Acc=10.000 | RoundTime=24.37s | TotalTime=49.32s | Method=fedcda
[Round 003/100] Acc=17.810 | RoundTime=24.22s | TotalTime=73.54s | Method=fedcda
[Round 004/100] Acc=17.500 | RoundTime=24.97s | TotalTime=98.51s | Method=fedcda
[Round 005/100] Acc=16.650 | RoundTime=23.87s | TotalTime=122.38s | Method=fedcda
[Round 006/100] Acc=28.920 | RoundTime=24.82s | TotalTime=147.20s | Method=fedcda
[Round 007/100] Acc=19.760 | RoundTime=24.30s | TotalTime=171.50s | Method=fedcda
[Round 008/100] Acc=25.560 | RoundTime=24.27s | TotalTime=195.78s | Method=fedcda
[Round 009/100] Acc=29.370 | RoundTime=24.88s | TotalTime=220.66s | Method=fedcda
[Round 010/100] Acc=27.250 | RoundTime=24.85s | TotalTime=245.51s | Method=fedcda
[Round 011/100] Acc=30.520 | RoundTime=26.52s | TotalTime=272.03s | Method=fedcda
[Round 012/100] Acc=30.330 | RoundTime=24.52s | TotalTime=296.54s | Method=fedcda
[Round 013/100] Acc=26.930 | RoundTime=24.59s | TotalTime=321.13s | Method=fedcda
[Round 014/100] Acc=24.020 | RoundTime=21.82s | TotalTime=342.96s | Method=fedcda
[Round 015/100] Acc=31.420 | RoundTime=22.06s | TotalTime=365.01s | Method=fedcda
[Round 016/100] Acc=22.960 | RoundTime=21.98s | TotalTime=386.99s | Method=fedcda
[Round 017/100] Acc=34.110 | RoundTime=23.20s | TotalTime=410.20s | Method=fedcda
[Round 018/100] Acc=23.880 | RoundTime=22.57s | TotalTime=432.76s | Method=fedcda
[Round 019/100] Acc=29.240 | RoundTime=22.15s | TotalTime=454.92s | Method=fedcda
[Round 020/100] Acc=35.790 | RoundTime=22.15s | TotalTime=477.07s | Method=fedcda
[Round 021/100] Acc=29.360 | RoundTime=22.88s | TotalTime=499.94s | Method=fedcda
[Round 022/100] Acc=28.800 | RoundTime=22.70s | TotalTime=522.64s | Method=fedcda
[Round 023/100] Acc=38.760 | RoundTime=22.68s | TotalTime=545.32s | Method=fedcda
[Round 024/100] Acc=34.280 | RoundTime=24.61s | TotalTime=569.93s | Method=fedcda
[Round 025/100] Acc=20.300 | RoundTime=23.08s | TotalTime=593.01s | Method=fedcda
[Round 026/100] Acc=35.880 | RoundTime=22.94s | TotalTime=615.95s | Method=fedcda
[Round 027/100] Acc=32.600 | RoundTime=22.86s | TotalTime=638.80s | Method=fedcda
[Round 028/100] Acc=34.780 | RoundTime=23.35s | TotalTime=662.16s | Method=fedcda
[Round 029/100] Acc=31.870 | RoundTime=22.97s | TotalTime=685.13s | Method=fedcda
[Round 030/100] Acc=40.440 | RoundTime=22.91s | TotalTime=708.04s | Method=fedcda
[Round 031/100] Acc=24.970 | RoundTime=23.31s | TotalTime=731.35s | Method=fedcda
[Round 032/100] Acc=40.650 | RoundTime=22.67s | TotalTime=754.02s | Method=fedcda
[Round 033/100] Acc=33.520 | RoundTime=22.96s | TotalTime=776.99s | Method=fedcda
