========================================================================================================================
Training started at: 2026-04-07 08:12:02
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.001
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260407-081202-139047_pid150162.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260407-081202-139047_pid150162.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.001
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=37.44s | TotalTime=37.45s | Method=fedprox
[Round 002/210] Phase=standard | Stage=warmup | Acc=1.930 | RoundTime=33.75s | TotalTime=71.21s | Method=fedprox
[Round 003/210] Phase=standard | Stage=warmup | Acc=4.120 | RoundTime=35.92s | TotalTime=107.13s | Method=fedprox
[Round 004/210] Phase=standard | Stage=warmup | Acc=6.880 | RoundTime=36.44s | TotalTime=143.58s | Method=fedprox
[Round 005/210] Phase=standard | Stage=warmup | Acc=9.300 | RoundTime=35.90s | TotalTime=179.48s | Method=fedprox
[Round 006/210] Phase=standard | Stage=warmup | Acc=9.790 | RoundTime=36.15s | TotalTime=215.64s | Method=fedprox
[Round 007/210] Phase=standard | Stage=warmup | Acc=11.740 | RoundTime=36.43s | TotalTime=252.08s | Method=fedprox
[Round 008/210] Phase=standard | Stage=warmup | Acc=12.770 | RoundTime=36.90s | TotalTime=288.99s | Method=fedprox
[Round 009/210] Phase=standard | Stage=warmup | Acc=13.210 | RoundTime=36.25s | TotalTime=325.24s | Method=fedprox
[Round 010/210] Phase=standard | Stage=warmup | Acc=14.190 | RoundTime=34.11s | TotalTime=359.37s | Method=fedprox
[Round 011/210] Phase=standard | Stage=warmup | Acc=15.300 | RoundTime=36.15s | TotalTime=395.52s | Method=fedprox
[Round 012/210] Phase=standard | Stage=warmup | Acc=16.050 | RoundTime=36.21s | TotalTime=431.75s | Method=fedprox
[Round 013/210] Phase=standard | Stage=warmup | Acc=16.900 | RoundTime=35.96s | TotalTime=467.74s | Method=fedprox
[Round 014/210] Phase=standard | Stage=warmup | Acc=17.990 | RoundTime=35.88s | TotalTime=503.63s | Method=fedprox
[Round 015/210] Phase=standard | Stage=warmup | Acc=18.780 | RoundTime=36.21s | TotalTime=539.86s | Method=fedprox
[Round 016/210] Phase=standard | Stage=warmup | Acc=20.510 | RoundTime=36.05s | TotalTime=575.92s | Method=fedprox
[Round 017/210] Phase=standard | Stage=warmup | Acc=21.050 | RoundTime=36.13s | TotalTime=612.06s | Method=fedprox
[Round 018/210] Phase=standard | Stage=warmup | Acc=22.510 | RoundTime=34.89s | TotalTime=646.96s | Method=fedprox
[Round 019/210] Phase=standard | Stage=warmup | Acc=22.750 | RoundTime=35.60s | TotalTime=682.58s | Method=fedprox
[Round 020/210] Phase=standard | Stage=warmup | Acc=23.380 | RoundTime=36.28s | TotalTime=718.87s | Method=fedprox
[Round 021/210] Phase=standard | Stage=warmup | Acc=23.900 | RoundTime=35.96s | TotalTime=754.84s | Method=fedprox
[Round 022/210] Phase=standard | Stage=warmup | Acc=24.260 | RoundTime=36.45s | TotalTime=791.31s | Method=fedprox
[Round 023/210] Phase=standard | Stage=warmup | Acc=25.500 | RoundTime=36.64s | TotalTime=827.96s | Method=fedprox
[Round 024/210] Phase=standard | Stage=warmup | Acc=26.130 | RoundTime=36.09s | TotalTime=864.05s | Method=fedprox
[Round 025/210] Phase=standard | Stage=warmup | Acc=26.340 | RoundTime=36.18s | TotalTime=900.25s | Method=fedprox
[Round 026/210] Phase=standard | Stage=warmup | Acc=27.400 | RoundTime=35.94s | TotalTime=936.21s | Method=fedprox
[Round 027/210] Phase=standard | Stage=warmup | Acc=27.910 | RoundTime=34.29s | TotalTime=970.51s | Method=fedprox
[Round 028/210] Phase=standard | Stage=warmup | Acc=28.720 | RoundTime=38.44s | TotalTime=1008.97s | Method=fedprox
[Round 029/210] Phase=standard | Stage=warmup | Acc=28.710 | RoundTime=36.67s | TotalTime=1045.64s | Method=fedprox
[Round 030/210] Phase=standard | Stage=warmup | Acc=28.990 | RoundTime=36.99s | TotalTime=1082.64s | Method=fedprox
[Round 031/210] Phase=standard | Stage=warmup | Acc=30.070 | RoundTime=36.45s | TotalTime=1119.10s | Method=fedprox
[Round 032/210] Phase=standard | Stage=warmup | Acc=30.580 | RoundTime=36.36s | TotalTime=1155.47s | Method=fedprox
[Round 033/210] Phase=standard | Stage=warmup | Acc=31.190 | RoundTime=36.31s | TotalTime=1191.79s | Method=fedprox
[Round 034/210] Phase=standard | Stage=warmup | Acc=31.500 | RoundTime=37.32s | TotalTime=1229.12s | Method=fedprox
[Round 035/210] Phase=standard | Stage=warmup | Acc=32.350 | RoundTime=36.28s | TotalTime=1265.41s | Method=fedprox
[Round 036/210] Phase=standard | Stage=warmup | Acc=33.020 | RoundTime=35.62s | TotalTime=1301.04s | Method=fedprox
[Round 037/210] Phase=standard | Stage=warmup | Acc=33.390 | RoundTime=36.29s | TotalTime=1337.34s | Method=fedprox
[Round 038/210] Phase=standard | Stage=warmup | Acc=33.720 | RoundTime=36.05s | TotalTime=1373.39s | Method=fedprox
[Round 039/210] Phase=standard | Stage=warmup | Acc=34.400 | RoundTime=36.09s | TotalTime=1409.50s | Method=fedprox
[Round 040/210] Phase=standard | Stage=warmup | Acc=34.660 | RoundTime=36.21s | TotalTime=1445.72s | Method=fedprox
[Round 041/210] Phase=standard | Stage=warmup | Acc=34.930 | RoundTime=36.23s | TotalTime=1481.95s | Method=fedprox
[Round 042/210] Phase=standard | Stage=warmup | Acc=35.500 | RoundTime=36.76s | TotalTime=1518.73s | Method=fedprox
[Round 043/210] Phase=standard | Stage=warmup | Acc=36.130 | RoundTime=33.88s | TotalTime=1552.62s | Method=fedprox
[Round 044/210] Phase=standard | Stage=warmup | Acc=37.070 | RoundTime=36.23s | TotalTime=1588.86s | Method=fedprox
[Round 045/210] Phase=standard | Stage=warmup | Acc=36.680 | RoundTime=37.15s | TotalTime=1626.03s | Method=fedprox
[Round 046/210] Phase=standard | Stage=warmup | Acc=36.890 | RoundTime=36.40s | TotalTime=1662.43s | Method=fedprox
[Round 047/210] Phase=standard | Stage=warmup | Acc=37.680 | RoundTime=36.20s | TotalTime=1698.64s | Method=fedprox
[Round 048/210] Phase=standard | Stage=warmup | Acc=38.330 | RoundTime=37.89s | TotalTime=1736.54s | Method=fedprox
[Round 049/210] Phase=standard | Stage=warmup | Acc=38.370 | RoundTime=36.25s | TotalTime=1772.81s | Method=fedprox
[Round 050/210] Phase=standard | Stage=warmup | Acc=39.050 | RoundTime=34.12s | TotalTime=1806.94s | Method=fedprox
[Round 051/210] Phase=standard | Stage=warmup | Acc=39.720 | RoundTime=35.96s | TotalTime=1842.91s | Method=fedprox
[Round 052/210] Phase=standard | Stage=warmup | Acc=39.760 | RoundTime=36.21s | TotalTime=1879.13s | Method=fedprox
[Round 053/210] Phase=standard | Stage=warmup | Acc=41.110 | RoundTime=37.10s | TotalTime=1916.24s | Method=fedprox
[Round 054/210] Phase=standard | Stage=warmup | Acc=41.210 | RoundTime=34.51s | TotalTime=1950.76s | Method=fedprox
[Round 055/210] Phase=standard | Stage=warmup | Acc=41.070 | RoundTime=37.07s | TotalTime=1987.84s | Method=fedprox
