========================================================================================================================
Training started at: 2026-04-07 23:43:42
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.001
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260407-234341-994853_pid4177120.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260407-234341-994853_pid4177120.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 110
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.001
========================================================================================================================
[Round 001/110] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=42.43s | TotalTime=42.43s | Method=fedprox
[Round 002/110] Phase=standard | Stage=warmup | Acc=2.150 | RoundTime=41.63s | TotalTime=84.07s | Method=fedprox
[Round 003/110] Phase=standard | Stage=warmup | Acc=4.490 | RoundTime=41.74s | TotalTime=125.82s | Method=fedprox
[Round 004/110] Phase=standard | Stage=warmup | Acc=7.420 | RoundTime=42.26s | TotalTime=168.09s | Method=fedprox
[Round 005/110] Phase=standard | Stage=warmup | Acc=9.410 | RoundTime=42.00s | TotalTime=210.10s | Method=fedprox
[Round 006/110] Phase=standard | Stage=warmup | Acc=10.580 | RoundTime=41.79s | TotalTime=251.89s | Method=fedprox
[Round 007/110] Phase=standard | Stage=warmup | Acc=11.940 | RoundTime=41.80s | TotalTime=293.70s | Method=fedprox
[Round 008/110] Phase=standard | Stage=warmup | Acc=12.970 | RoundTime=41.63s | TotalTime=335.35s | Method=fedprox
[Round 009/110] Phase=standard | Stage=warmup | Acc=13.440 | RoundTime=42.10s | TotalTime=377.45s | Method=fedprox
[Round 010/110] Phase=standard | Stage=warmup | Acc=14.750 | RoundTime=42.10s | TotalTime=419.56s | Method=fedprox
[Round 011/110] Phase=standard | Stage=warmup | Acc=15.630 | RoundTime=44.57s | TotalTime=464.14s | Method=fedprox
[Round 012/110] Phase=standard | Stage=warmup | Acc=16.130 | RoundTime=41.75s | TotalTime=505.90s | Method=fedprox
[Round 013/110] Phase=standard | Stage=warmup | Acc=17.450 | RoundTime=42.31s | TotalTime=548.22s | Method=fedprox
[Round 014/110] Phase=standard | Stage=warmup | Acc=17.970 | RoundTime=41.15s | TotalTime=589.38s | Method=fedprox
[Round 015/110] Phase=standard | Stage=warmup | Acc=18.860 | RoundTime=42.05s | TotalTime=631.44s | Method=fedprox
[Round 016/110] Phase=standard | Stage=warmup | Acc=20.350 | RoundTime=41.70s | TotalTime=673.15s | Method=fedprox
[Round 017/110] Phase=standard | Stage=warmup | Acc=20.970 | RoundTime=41.83s | TotalTime=714.99s | Method=fedprox
[Round 018/110] Phase=standard | Stage=warmup | Acc=22.340 | RoundTime=41.74s | TotalTime=756.74s | Method=fedprox
[Round 019/110] Phase=standard | Stage=warmup | Acc=22.730 | RoundTime=42.10s | TotalTime=798.85s | Method=fedprox
[Round 020/110] Phase=standard | Stage=warmup | Acc=23.990 | RoundTime=41.82s | TotalTime=840.68s | Method=fedprox
[Round 021/110] Phase=standard | Stage=warmup | Acc=24.080 | RoundTime=41.99s | TotalTime=882.68s | Method=fedprox
[Round 022/110] Phase=standard | Stage=warmup | Acc=24.860 | RoundTime=42.51s | TotalTime=925.20s | Method=fedprox
[Round 023/110] Phase=standard | Stage=warmup | Acc=25.720 | RoundTime=42.22s | TotalTime=967.43s | Method=fedprox
[Round 024/110] Phase=standard | Stage=warmup | Acc=26.970 | RoundTime=41.80s | TotalTime=1009.24s | Method=fedprox
[Round 025/110] Phase=standard | Stage=warmup | Acc=27.090 | RoundTime=41.88s | TotalTime=1051.12s | Method=fedprox
[Round 026/110] Phase=standard | Stage=warmup | Acc=27.990 | RoundTime=42.45s | TotalTime=1093.58s | Method=fedprox
[Round 027/110] Phase=standard | Stage=warmup | Acc=28.700 | RoundTime=42.37s | TotalTime=1135.96s | Method=fedprox
[Round 028/110] Phase=standard | Stage=warmup | Acc=29.230 | RoundTime=41.85s | TotalTime=1177.82s | Method=fedprox
[Round 029/110] Phase=standard | Stage=warmup | Acc=28.990 | RoundTime=40.98s | TotalTime=1218.81s | Method=fedprox
[Round 030/110] Phase=standard | Stage=warmup | Acc=30.330 | RoundTime=41.52s | TotalTime=1260.34s | Method=fedprox
[Round 031/110] Phase=standard | Stage=warmup | Acc=31.110 | RoundTime=41.33s | TotalTime=1301.68s | Method=fedprox
[Round 032/110] Phase=standard | Stage=warmup | Acc=31.080 | RoundTime=41.46s | TotalTime=1343.15s | Method=fedprox
[Round 033/110] Phase=standard | Stage=warmup | Acc=31.900 | RoundTime=41.43s | TotalTime=1384.58s | Method=fedprox
[Round 034/110] Phase=standard | Stage=warmup | Acc=32.720 | RoundTime=41.82s | TotalTime=1426.41s | Method=fedprox
[Round 035/110] Phase=standard | Stage=warmup | Acc=32.820 | RoundTime=41.96s | TotalTime=1468.39s | Method=fedprox
[Round 036/110] Phase=standard | Stage=warmup | Acc=33.830 | RoundTime=40.82s | TotalTime=1509.22s | Method=fedprox
[Round 037/110] Phase=standard | Stage=warmup | Acc=34.180 | RoundTime=40.49s | TotalTime=1549.73s | Method=fedprox
