========================================================================================================================
Training started at: 2026-04-08 10:07:18
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.001
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260408-100718-723975_pid3061950.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260408-100718-723975_pid3061950.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.001
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=47.47s | TotalTime=47.48s | Method=fedprox
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.910 | RoundTime=43.74s | TotalTime=91.22s | Method=fedprox
[Round 003/100] Phase=standard | Stage=warmup | Acc=4.130 | RoundTime=45.55s | TotalTime=136.78s | Method=fedprox
[Round 004/100] Phase=standard | Stage=warmup | Acc=6.620 | RoundTime=44.51s | TotalTime=181.29s | Method=fedprox
[Round 005/100] Phase=standard | Stage=warmup | Acc=9.350 | RoundTime=44.70s | TotalTime=226.00s | Method=fedprox
[Round 006/100] Phase=standard | Stage=warmup | Acc=9.890 | RoundTime=43.40s | TotalTime=269.40s | Method=fedprox
[Round 007/100] Phase=standard | Stage=warmup | Acc=11.640 | RoundTime=44.56s | TotalTime=313.96s | Method=fedprox
[Round 008/100] Phase=standard | Stage=warmup | Acc=13.010 | RoundTime=44.24s | TotalTime=358.21s | Method=fedprox
[Round 009/100] Phase=standard | Stage=warmup | Acc=13.530 | RoundTime=45.11s | TotalTime=403.34s | Method=fedprox
[Round 010/100] Phase=standard | Stage=warmup | Acc=14.030 | RoundTime=42.76s | TotalTime=446.11s | Method=fedprox
[Round 011/100] Phase=standard | Stage=warmup | Acc=15.800 | RoundTime=44.51s | TotalTime=490.62s | Method=fedprox
[Round 012/100] Phase=standard | Stage=warmup | Acc=16.290 | RoundTime=43.02s | TotalTime=533.65s | Method=fedprox
[Round 013/100] Phase=standard | Stage=warmup | Acc=17.400 | RoundTime=44.06s | TotalTime=577.72s | Method=fedprox
[Round 014/100] Phase=standard | Stage=warmup | Acc=17.890 | RoundTime=44.78s | TotalTime=622.50s | Method=fedprox
[Round 015/100] Phase=standard | Stage=warmup | Acc=18.780 | RoundTime=44.33s | TotalTime=667.02s | Method=fedprox
[Round 016/100] Phase=standard | Stage=warmup | Acc=20.400 | RoundTime=44.23s | TotalTime=711.25s | Method=fedprox
[Round 017/100] Phase=standard | Stage=warmup | Acc=20.710 | RoundTime=44.83s | TotalTime=756.09s | Method=fedprox
[Round 018/100] Phase=standard | Stage=warmup | Acc=22.310 | RoundTime=44.57s | TotalTime=800.67s | Method=fedprox
[Round 019/100] Phase=standard | Stage=warmup | Acc=22.910 | RoundTime=44.51s | TotalTime=845.19s | Method=fedprox
[Round 020/100] Phase=standard | Stage=warmup | Acc=23.740 | RoundTime=43.81s | TotalTime=889.03s | Method=fedprox
[Round 021/100] Phase=standard | Stage=warmup | Acc=23.840 | RoundTime=37.32s | TotalTime=926.37s | Method=fedprox
[Round 022/100] Phase=standard | Stage=warmup | Acc=24.810 | RoundTime=43.66s | TotalTime=970.04s | Method=fedprox
