[Launch] model=fedavg | dataset=fl_mnist | clients=10 | rounds=100 | local_epoch=5 | batch_size=64 | noise_mode=uniform | noise_value=0.5
mean: 6000.0
std: 0.0
Data statistics: {0: {0: 320, 1: 273, 2: 215, 3: 2062, 4: 1859, 5: 379, 6: 359, 7: 112, 8: 263, 9: 158}, 1: {0: 427, 1: 941, 2: 2523, 3: 2109, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0}, 2: {0: 380, 1: 836, 2: 641, 3: 239, 4: 722, 5: 677, 6: 105, 7: 1212, 8: 1188, 9: 0}, 3: {0: 360, 1: 112, 2: 73, 3: 762, 4: 739, 5: 215, 6: 1103, 7: 963, 8: 678, 9: 995}, 4: {0: 61, 1: 538, 2: 863, 3: 757, 4: 400, 5: 998, 6: 939, 7: 3, 8: 723, 9: 718}, 5: {0: 14, 1: 24, 2: 12, 3: 41, 4: 1780, 5: 1876, 6: 83, 7: 1075, 8: 1049, 9: 46}, 6: {0: 905, 1: 1753, 2: 968, 3: 76, 4: 96, 5: 108, 6: 70, 7: 516, 8: 1053, 9: 455}, 7: {0: 2490, 1: 243, 2: 5, 3: 4, 4: 314, 5: 408, 6: 91, 7: 40, 8: 113, 9: 2292}, 8: {0: 487, 1: 423, 2: 316, 3: 1, 4: 22, 5: 148, 6: 1922, 7: 1944, 8: 183, 9: 554}, 9: {0: 510, 1: 1205, 2: 681, 3: 11, 4: 12, 5: 842, 6: 988, 7: 215, 8: 779, 9: 757}}
========================================================================================================================
Training started at: 2026-04-11 19:26:38
Result directory: results/fl_mnist/fedavg/pm-dir_a-0.3_nm-uni_nr-0.5_nt-asymmetric
Result txt file : results/fl_mnist/fedavg/pm-dir_a-0.3_nm-uni_nr-0.5_nt-asymmetric/fedavg_fl_mnist_20260411-192638-633949_pid3356646.txt
Result log file : results/fl_mnist/fedavg/pm-dir_a-0.3_nm-uni_nr-0.5_nt-asymmetric/fedavg_fl_mnist_20260411-192638-633949_pid3356646.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_mnist
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: asymmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=19.360 | RoundTime=187.69s | TotalTime=187.70s | Method=fedavg
[Round 002/100] Phase=standard | Stage=warmup | Acc=54.460 | RoundTime=184.87s | TotalTime=372.58s | Method=fedavg
[Round 003/100] Phase=standard | Stage=warmup | Acc=73.860 | RoundTime=183.95s | TotalTime=556.53s | Method=fedavg
[Round 004/100] Phase=standard | Stage=warmup | Acc=74.010 | RoundTime=184.42s | TotalTime=740.96s | Method=fedavg
[Round 005/100] Phase=standard | Stage=warmup | Acc=73.850 | RoundTime=184.07s | TotalTime=925.04s | Method=fedavg
[Round 006/100] Phase=standard | Stage=warmup | Acc=73.980 | RoundTime=185.61s | TotalTime=1110.66s | Method=fedavg
[Round 007/100] Phase=standard | Stage=warmup | Acc=76.090 | RoundTime=185.44s | TotalTime=1296.11s | Method=fedavg
[Round 008/100] Phase=standard | Stage=warmup | Acc=64.230 | RoundTime=185.00s | TotalTime=1481.12s | Method=fedavg
[Round 009/100] Phase=standard | Stage=warmup | Acc=62.720 | RoundTime=185.55s | TotalTime=1666.68s | Method=fedavg
[Round 010/100] Phase=standard | Stage=warmup | Acc=57.650 | RoundTime=184.97s | TotalTime=1851.65s | Method=fedavg
[Round 011/100] Phase=standard | Stage=warmup | Acc=59.270 | RoundTime=184.79s | TotalTime=2036.45s | Method=fedavg
[Round 012/100] Phase=standard | Stage=warmup | Acc=58.680 | RoundTime=185.88s | TotalTime=2222.33s | Method=fedavg
[Round 013/100] Phase=standard | Stage=warmup | Acc=59.780 | RoundTime=185.71s | TotalTime=2408.06s | Method=fedavg
[Round 014/100] Phase=standard | Stage=warmup | Acc=57.570 | RoundTime=185.19s | TotalTime=2593.26s | Method=fedavg
[Round 015/100] Phase=standard | Stage=warmup | Acc=61.530 | RoundTime=184.92s | TotalTime=2778.19s | Method=fedavg
[Round 016/100] Phase=standard | Stage=warmup | Acc=56.270 | RoundTime=185.70s | TotalTime=2963.89s | Method=fedavg
[Round 017/100] Phase=standard | Stage=warmup | Acc=52.780 | RoundTime=184.82s | TotalTime=3148.72s | Method=fedavg
[Round 018/100] Phase=standard | Stage=warmup | Acc=52.510 | RoundTime=183.81s | TotalTime=3332.54s | Method=fedavg
[Round 019/100] Phase=standard | Stage=warmup | Acc=54.900 | RoundTime=185.03s | TotalTime=3517.58s | Method=fedavg
[Round 020/100] Phase=standard | Stage=warmup | Acc=53.740 | RoundTime=183.91s | TotalTime=3701.50s | Method=fedavg
[Round 021/100] Phase=standard | Stage=warmup | Acc=52.680 | RoundTime=184.72s | TotalTime=3886.23s | Method=fedavg
