========================================================================================================================
Training started at: 2026-04-08 11:58:00
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-115800-919115_pid3609811.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-115800-919115_pid3609811.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=44.40s | TotalTime=44.42s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.060 | RoundTime=25.86s | TotalTime=70.35s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=3.740 | RoundTime=25.59s | TotalTime=95.96s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=5.580 | RoundTime=27.91s | TotalTime=123.90s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=7.000 | RoundTime=25.77s | TotalTime=149.71s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=8.080 | RoundTime=25.88s | TotalTime=175.62s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=8.520 | RoundTime=27.41s | TotalTime=203.03s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=9.660 | RoundTime=25.07s | TotalTime=228.14s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=10.470 | RoundTime=27.29s | TotalTime=255.45s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=11.440 | RoundTime=24.58s | TotalTime=280.03s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=12.700 | RoundTime=27.43s | TotalTime=307.51s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=13.160 | RoundTime=25.80s | TotalTime=333.33s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=13.980 | RoundTime=26.28s | TotalTime=359.62s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=13.300 | RoundTime=24.89s | TotalTime=384.53s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=14.790 | RoundTime=23.44s | TotalTime=407.97s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=15.180 | RoundTime=22.98s | TotalTime=430.99s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=16.340 | RoundTime=25.60s | TotalTime=456.61s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=17.210 | RoundTime=23.83s | TotalTime=480.45s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=17.700 | RoundTime=25.06s | TotalTime=505.51s | Method=fedrdn
[Round 020/100] Phase=standard | Stage=warmup | Acc=17.830 | RoundTime=25.60s | TotalTime=531.12s | Method=fedrdn
[Round 021/100] Phase=standard | Stage=warmup | Acc=19.050 | RoundTime=25.30s | TotalTime=556.45s | Method=fedrdn
[Round 022/100] Phase=standard | Stage=warmup | Acc=19.510 | RoundTime=25.30s | TotalTime=581.79s | Method=fedrdn
[Round 023/100] Phase=standard | Stage=warmup | Acc=20.310 | RoundTime=26.80s | TotalTime=608.63s | Method=fedrdn
