========================================================================================================================
Training started at: 2026-04-08 13:42:04
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-134204-085915_pid4131263.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-134204-085915_pid4131263.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=57.38s | TotalTime=57.38s | Method=fedrdn
[Round 002/210] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=40.78s | TotalTime=98.18s | Method=fedrdn
[Round 003/210] Phase=standard | Stage=warmup | Acc=3.360 | RoundTime=41.81s | TotalTime=140.00s | Method=fedrdn
[Round 004/210] Phase=standard | Stage=warmup | Acc=5.160 | RoundTime=38.59s | TotalTime=178.59s | Method=fedrdn
[Round 005/210] Phase=standard | Stage=warmup | Acc=7.190 | RoundTime=41.19s | TotalTime=219.78s | Method=fedrdn
[Round 006/210] Phase=standard | Stage=warmup | Acc=8.610 | RoundTime=40.95s | TotalTime=260.74s | Method=fedrdn
[Round 007/210] Phase=standard | Stage=warmup | Acc=9.120 | RoundTime=39.68s | TotalTime=300.42s | Method=fedrdn
[Round 008/210] Phase=standard | Stage=warmup | Acc=9.310 | RoundTime=40.02s | TotalTime=340.45s | Method=fedrdn
[Round 009/210] Phase=standard | Stage=warmup | Acc=10.910 | RoundTime=38.08s | TotalTime=378.54s | Method=fedrdn
[Round 010/210] Phase=standard | Stage=warmup | Acc=11.330 | RoundTime=40.34s | TotalTime=418.89s | Method=fedrdn
[Round 011/210] Phase=standard | Stage=warmup | Acc=12.620 | RoundTime=39.83s | TotalTime=458.72s | Method=fedrdn
[Round 012/210] Phase=standard | Stage=warmup | Acc=13.390 | RoundTime=39.66s | TotalTime=498.40s | Method=fedrdn
[Round 013/210] Phase=standard | Stage=warmup | Acc=14.080 | RoundTime=41.45s | TotalTime=539.86s | Method=fedrdn
[Round 014/210] Phase=standard | Stage=warmup | Acc=13.810 | RoundTime=39.87s | TotalTime=579.74s | Method=fedrdn
[Round 015/210] Phase=standard | Stage=warmup | Acc=15.130 | RoundTime=40.74s | TotalTime=620.49s | Method=fedrdn
[Round 016/210] Phase=standard | Stage=warmup | Acc=15.870 | RoundTime=39.67s | TotalTime=660.17s | Method=fedrdn
[Round 017/210] Phase=standard | Stage=warmup | Acc=16.770 | RoundTime=39.51s | TotalTime=699.68s | Method=fedrdn
[Round 018/210] Phase=standard | Stage=warmup | Acc=17.190 | RoundTime=40.29s | TotalTime=739.98s | Method=fedrdn
[Round 019/210] Phase=standard | Stage=warmup | Acc=18.100 | RoundTime=39.44s | TotalTime=779.42s | Method=fedrdn
[Round 020/210] Phase=standard | Stage=warmup | Acc=18.860 | RoundTime=40.11s | TotalTime=819.54s | Method=fedrdn
[Round 021/210] Phase=standard | Stage=warmup | Acc=19.110 | RoundTime=40.93s | TotalTime=860.48s | Method=fedrdn
[Round 022/210] Phase=standard | Stage=warmup | Acc=20.060 | RoundTime=40.44s | TotalTime=900.92s | Method=fedrdn
[Round 023/210] Phase=standard | Stage=warmup | Acc=20.370 | RoundTime=40.93s | TotalTime=941.86s | Method=fedrdn
[Round 024/210] Phase=standard | Stage=warmup | Acc=21.310 | RoundTime=40.96s | TotalTime=982.83s | Method=fedrdn
[Round 025/210] Phase=standard | Stage=warmup | Acc=21.600 | RoundTime=40.50s | TotalTime=1023.34s | Method=fedrdn
[Round 026/210] Phase=standard | Stage=warmup | Acc=22.030 | RoundTime=40.60s | TotalTime=1063.96s | Method=fedrdn
[Round 027/210] Phase=standard | Stage=warmup | Acc=22.780 | RoundTime=41.58s | TotalTime=1105.55s | Method=fedrdn
[Round 028/210] Phase=standard | Stage=warmup | Acc=23.210 | RoundTime=41.37s | TotalTime=1146.96s | Method=fedrdn
[Round 029/210] Phase=standard | Stage=warmup | Acc=23.570 | RoundTime=39.78s | TotalTime=1186.76s | Method=fedrdn
[Round 030/210] Phase=standard | Stage=warmup | Acc=24.010 | RoundTime=39.90s | TotalTime=1226.66s | Method=fedrdn
[Round 031/210] Phase=standard | Stage=warmup | Acc=24.600 | RoundTime=38.84s | TotalTime=1265.51s | Method=fedrdn
[Round 032/210] Phase=standard | Stage=warmup | Acc=24.600 | RoundTime=39.85s | TotalTime=1305.37s | Method=fedrdn
[Round 033/210] Phase=standard | Stage=warmup | Acc=25.710 | RoundTime=38.84s | TotalTime=1344.22s | Method=fedrdn
[Round 034/210] Phase=standard | Stage=warmup | Acc=26.000 | RoundTime=39.35s | TotalTime=1383.58s | Method=fedrdn
[Round 035/210] Phase=standard | Stage=warmup | Acc=26.320 | RoundTime=38.76s | TotalTime=1422.34s | Method=fedrdn
