====================================================================================================
Training started at: 2026-03-14 08:47:23
Result directory: results/fl_cifar100/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3
Result txt file : results/fl_cifar100/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3/fedcda_fl_cifar100_20260314-084723.txt
Result log file : results/fl_cifar100/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3/fedcda_fl_cifar100_20260314-084723.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=41.92s | TotalTime=41.92s | Method=fedcda
[Round 002/100] Acc=1.300 | RoundTime=43.11s | TotalTime=85.03s | Method=fedcda
[Round 003/100] Acc=2.480 | RoundTime=41.64s | TotalTime=126.68s | Method=fedcda
[Round 004/100] Acc=4.850 | RoundTime=41.74s | TotalTime=168.41s | Method=fedcda
[Round 005/100] Acc=7.910 | RoundTime=40.48s | TotalTime=208.89s | Method=fedcda
[Round 006/100] Acc=8.770 | RoundTime=41.53s | TotalTime=250.42s | Method=fedcda
[Round 007/100] Acc=5.930 | RoundTime=41.19s | TotalTime=291.61s | Method=fedcda
[Round 008/100] Acc=7.330 | RoundTime=42.79s | TotalTime=334.40s | Method=fedcda
[Round 009/100] Acc=6.290 | RoundTime=42.73s | TotalTime=377.13s | Method=fedcda
[Round 010/100] Acc=8.410 | RoundTime=43.55s | TotalTime=420.68s | Method=fedcda
[Round 011/100] Acc=8.700 | RoundTime=43.14s | TotalTime=463.83s | Method=fedcda
[Round 012/100] Acc=8.700 | RoundTime=43.92s | TotalTime=507.75s | Method=fedcda
[Round 013/100] Acc=12.070 | RoundTime=44.05s | TotalTime=551.80s | Method=fedcda
[Round 014/100] Acc=10.550 | RoundTime=44.54s | TotalTime=596.34s | Method=fedcda
[Round 015/100] Acc=11.760 | RoundTime=42.76s | TotalTime=639.10s | Method=fedcda
[Round 016/100] Acc=11.680 | RoundTime=43.48s | TotalTime=682.59s | Method=fedcda
[Round 017/100] Acc=14.010 | RoundTime=42.76s | TotalTime=725.35s | Method=fedcda
[Round 018/100] Acc=13.120 | RoundTime=43.20s | TotalTime=768.55s | Method=fedcda
[Round 019/100] Acc=11.320 | RoundTime=44.28s | TotalTime=812.83s | Method=fedcda
[Round 020/100] Acc=11.430 | RoundTime=44.42s | TotalTime=857.26s | Method=fedcda
[Round 021/100] Acc=9.430 | RoundTime=44.02s | TotalTime=901.28s | Method=fedcda
[Round 022/100] Acc=12.780 | RoundTime=44.51s | TotalTime=945.79s | Method=fedcda
[Round 023/100] Acc=10.360 | RoundTime=43.28s | TotalTime=989.07s | Method=fedcda
[Round 024/100] Acc=11.020 | RoundTime=42.89s | TotalTime=1031.96s | Method=fedcda
[Round 025/100] Acc=5.840 | RoundTime=43.53s | TotalTime=1075.49s | Method=fedcda
[Round 026/100] Acc=14.150 | RoundTime=44.56s | TotalTime=1120.05s | Method=fedcda
[Round 027/100] Acc=12.740 | RoundTime=43.92s | TotalTime=1163.97s | Method=fedcda
[Round 028/100] Acc=9.060 | RoundTime=44.57s | TotalTime=1208.54s | Method=fedcda
[Round 029/100] Acc=13.940 | RoundTime=43.03s | TotalTime=1251.57s | Method=fedcda
[Round 030/100] Acc=12.430 | RoundTime=43.80s | TotalTime=1295.37s | Method=fedcda
[Round 031/100] Acc=10.960 | RoundTime=43.21s | TotalTime=1338.58s | Method=fedcda
[Round 032/100] Acc=14.300 | RoundTime=44.30s | TotalTime=1382.89s | Method=fedcda
[Round 033/100] Acc=12.760 | RoundTime=43.82s | TotalTime=1426.71s | Method=fedcda
[Round 034/100] Acc=11.430 | RoundTime=43.45s | TotalTime=1470.16s | Method=fedcda
