====================================================================================================
Training started at: 2026-03-31 16:17:12
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.4
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.4/fedcda_fl_cifar10_20260331-161712-318123_pid3555833.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.4/fedcda_fl_cifar10_20260331-161712-318123_pid3555833.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 54
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.4
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.4
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=26.65s | TotalTime=26.65s | Method=fedcda
[Round 002/100] Acc=10.000 | RoundTime=26.95s | TotalTime=53.60s | Method=fedcda
[Round 003/100] Acc=21.390 | RoundTime=27.70s | TotalTime=81.30s | Method=fedcda
[Round 004/100] Acc=24.560 | RoundTime=27.54s | TotalTime=108.84s | Method=fedcda
[Round 005/100] Acc=37.500 | RoundTime=26.19s | TotalTime=135.03s | Method=fedcda
[Round 006/100] Acc=33.470 | RoundTime=27.23s | TotalTime=162.25s | Method=fedcda
[Round 007/100] Acc=30.920 | RoundTime=26.81s | TotalTime=189.07s | Method=fedcda
[Round 008/100] Acc=35.620 | RoundTime=27.31s | TotalTime=216.38s | Method=fedcda
[Round 009/100] Acc=29.910 | RoundTime=27.93s | TotalTime=244.31s | Method=fedcda
[Round 010/100] Acc=11.590 | RoundTime=26.75s | TotalTime=271.06s | Method=fedcda
[Round 011/100] Acc=35.440 | RoundTime=29.15s | TotalTime=300.21s | Method=fedcda
[Round 012/100] Acc=35.940 | RoundTime=21.01s | TotalTime=321.22s | Method=fedcda
[Round 013/100] Acc=33.040 | RoundTime=20.42s | TotalTime=341.64s | Method=fedcda
[Round 014/100] Acc=33.410 | RoundTime=20.55s | TotalTime=362.19s | Method=fedcda
[Round 015/100] Acc=39.270 | RoundTime=20.89s | TotalTime=383.08s | Method=fedcda
[Round 016/100] Acc=37.690 | RoundTime=21.43s | TotalTime=404.51s | Method=fedcda
[Round 017/100] Acc=30.620 | RoundTime=20.73s | TotalTime=425.24s | Method=fedcda
[Round 018/100] Acc=35.500 | RoundTime=20.40s | TotalTime=445.64s | Method=fedcda
[Round 019/100] Acc=31.670 | RoundTime=20.60s | TotalTime=466.24s | Method=fedcda
[Round 020/100] Acc=38.490 | RoundTime=20.25s | TotalTime=486.49s | Method=fedcda
[Round 021/100] Acc=41.640 | RoundTime=20.19s | TotalTime=506.68s | Method=fedcda
[Round 022/100] Acc=34.270 | RoundTime=20.06s | TotalTime=526.74s | Method=fedcda
[Round 023/100] Acc=36.190 | RoundTime=22.39s | TotalTime=549.14s | Method=fedcda
[Round 024/100] Acc=30.150 | RoundTime=20.51s | TotalTime=569.64s | Method=fedcda
