====================================================================================================
Training started at: 2026-03-30 17:11:09
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.55
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.55/fedcda_fl_cifar10_20260330-171109-741886_pid930593.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.55/fedcda_fl_cifar10_20260330-171109-741886_pid930593.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 32
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.1
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.55
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=27.35s | TotalTime=27.35s | Method=fedcda
[Round 002/100] Acc=10.050 | RoundTime=26.42s | TotalTime=53.77s | Method=fedcda
[Round 003/100] Acc=17.560 | RoundTime=27.17s | TotalTime=80.95s | Method=fedcda
[Round 004/100] Acc=27.840 | RoundTime=27.78s | TotalTime=108.73s | Method=fedcda
[Round 005/100] Acc=36.240 | RoundTime=27.87s | TotalTime=136.60s | Method=fedcda
[Round 006/100] Acc=33.610 | RoundTime=27.99s | TotalTime=164.59s | Method=fedcda
[Round 007/100] Acc=38.190 | RoundTime=27.77s | TotalTime=192.36s | Method=fedcda
[Round 008/100] Acc=43.650 | RoundTime=28.12s | TotalTime=220.48s | Method=fedcda
[Round 009/100] Acc=47.120 | RoundTime=27.48s | TotalTime=247.96s | Method=fedcda
[Round 010/100] Acc=33.170 | RoundTime=26.28s | TotalTime=274.24s | Method=fedcda
[Round 011/100] Acc=41.000 | RoundTime=28.90s | TotalTime=303.14s | Method=fedcda
[Round 012/100] Acc=41.250 | RoundTime=23.10s | TotalTime=326.24s | Method=fedcda
[Round 013/100] Acc=36.790 | RoundTime=21.25s | TotalTime=347.49s | Method=fedcda
[Round 014/100] Acc=32.380 | RoundTime=21.62s | TotalTime=369.11s | Method=fedcda
[Round 015/100] Acc=41.820 | RoundTime=21.85s | TotalTime=390.96s | Method=fedcda
[Round 016/100] Acc=45.140 | RoundTime=22.20s | TotalTime=413.16s | Method=fedcda
[Round 017/100] Acc=50.410 | RoundTime=21.88s | TotalTime=435.04s | Method=fedcda
[Round 018/100] Acc=41.210 | RoundTime=21.99s | TotalTime=457.03s | Method=fedcda
[Round 019/100] Acc=29.070 | RoundTime=21.84s | TotalTime=478.87s | Method=fedcda
[Round 020/100] Acc=44.780 | RoundTime=22.05s | TotalTime=500.91s | Method=fedcda
[Round 021/100] Acc=54.980 | RoundTime=22.19s | TotalTime=523.10s | Method=fedcda
[Round 022/100] Acc=41.630 | RoundTime=22.25s | TotalTime=545.35s | Method=fedcda
[Round 023/100] Acc=48.330 | RoundTime=24.33s | TotalTime=569.69s | Method=fedcda
[Round 024/100] Acc=42.970 | RoundTime=22.34s | TotalTime=592.03s | Method=fedcda
[Round 025/100] Acc=50.080 | RoundTime=22.82s | TotalTime=614.85s | Method=fedcda
[Round 026/100] Acc=55.350 | RoundTime=22.66s | TotalTime=637.51s | Method=fedcda
[Round 027/100] Acc=44.130 | RoundTime=21.99s | TotalTime=659.50s | Method=fedcda
[Round 028/100] Acc=59.230 | RoundTime=22.42s | TotalTime=681.92s | Method=fedcda
[Round 029/100] Acc=58.050 | RoundTime=22.34s | TotalTime=704.26s | Method=fedcda
[Round 030/100] Acc=53.600 | RoundTime=22.52s | TotalTime=726.78s | Method=fedcda
[Round 031/100] Acc=48.760 | RoundTime=22.56s | TotalTime=749.34s | Method=fedcda
[Round 032/100] Acc=51.620 | RoundTime=22.45s | TotalTime=771.80s | Method=fedcda
[Round 033/100] Acc=62.540 | RoundTime=22.38s | TotalTime=794.17s | Method=fedcda
[Round 034/100] Acc=62.070 | RoundTime=22.84s | TotalTime=817.01s | Method=fedcda
[Round 035/100] Acc=50.860 | RoundTime=23.30s | TotalTime=840.32s | Method=fedcda
[Round 036/100] Acc=40.390 | RoundTime=24.65s | TotalTime=864.97s | Method=fedcda
[Round 037/100] Acc=51.670 | RoundTime=22.79s | TotalTime=887.75s | Method=fedcda
[Round 038/100] Acc=59.560 | RoundTime=22.76s | TotalTime=910.52s | Method=fedcda
[Round 039/100] Acc=41.040 | RoundTime=22.86s | TotalTime=933.38s | Method=fedcda
[Round 040/100] Acc=55.240 | RoundTime=23.02s | TotalTime=956.39s | Method=fedcda
[Round 041/100] Acc=61.070 | RoundTime=22.88s | TotalTime=979.27s | Method=fedcda
[Round 042/100] Acc=47.700 | RoundTime=22.87s | TotalTime=1002.14s | Method=fedcda
[Round 043/100] Acc=57.440 | RoundTime=23.04s | TotalTime=1025.18s | Method=fedcda
[Round 044/100] Acc=63.050 | RoundTime=22.79s | TotalTime=1047.97s | Method=fedcda
[Round 045/100] Acc=49.000 | RoundTime=22.89s | TotalTime=1070.86s | Method=fedcda
[Round 046/100] Acc=62.320 | RoundTime=23.25s | TotalTime=1094.11s | Method=fedcda
[Round 047/100] Acc=58.000 | RoundTime=23.22s | TotalTime=1117.33s | Method=fedcda
[Round 048/100] Acc=63.760 | RoundTime=23.04s | TotalTime=1140.37s | Method=fedcda
[Round 049/100] Acc=62.550 | RoundTime=23.15s | TotalTime=1163.52s | Method=fedcda
[Round 050/100] Acc=52.650 | RoundTime=25.45s | TotalTime=1188.97s | Method=fedcda
[Round 051/100] Acc=52.620 | RoundTime=34.34s | TotalTime=1223.31s | Method=fedcda
[Round 052/100] Acc=53.210 | RoundTime=34.24s | TotalTime=1257.54s | Method=fedcda
[Round 053/100] Acc=53.510 | RoundTime=34.01s | TotalTime=1291.55s | Method=fedcda
[Round 054/100] Acc=53.090 | RoundTime=36.13s | TotalTime=1327.68s | Method=fedcda
[Round 055/100] Acc=53.330 | RoundTime=33.96s | TotalTime=1361.64s | Method=fedcda
[Round 056/100] Acc=54.130 | RoundTime=34.17s | TotalTime=1395.81s | Method=fedcda
[Round 057/100] Acc=54.570 | RoundTime=33.99s | TotalTime=1429.80s | Method=fedcda
[Round 058/100] Acc=68.050 | RoundTime=34.25s | TotalTime=1464.05s | Method=fedcda
[Round 059/100] Acc=68.490 | RoundTime=34.39s | TotalTime=1498.44s | Method=fedcda
[Round 060/100] Acc=68.820 | RoundTime=34.04s | TotalTime=1532.48s | Method=fedcda
[Round 061/100] Acc=69.070 | RoundTime=33.92s | TotalTime=1566.40s | Method=fedcda
[Round 062/100] Acc=69.480 | RoundTime=33.51s | TotalTime=1599.91s | Method=fedcda
[Round 063/100] Acc=69.660 | RoundTime=33.62s | TotalTime=1633.53s | Method=fedcda
[Round 064/100] Acc=70.000 | RoundTime=33.13s | TotalTime=1666.66s | Method=fedcda
[Round 065/100] Acc=69.980 | RoundTime=34.23s | TotalTime=1700.88s | Method=fedcda
[Round 066/100] Acc=70.100 | RoundTime=34.03s | TotalTime=1734.91s | Method=fedcda
[Round 067/100] Acc=70.140 | RoundTime=33.87s | TotalTime=1768.78s | Method=fedcda
[Round 068/100] Acc=70.190 | RoundTime=33.76s | TotalTime=1802.54s | Method=fedcda
[Round 069/100] Acc=70.060 | RoundTime=33.00s | TotalTime=1835.54s | Method=fedcda
[Round 070/100] Acc=70.160 | RoundTime=34.36s | TotalTime=1869.90s | Method=fedcda
[Round 071/100] Acc=70.190 | RoundTime=35.66s | TotalTime=1905.55s | Method=fedcda
[Round 072/100] Acc=70.140 | RoundTime=34.44s | TotalTime=1940.00s | Method=fedcda
[Round 073/100] Acc=70.190 | RoundTime=34.13s | TotalTime=1974.12s | Method=fedcda
[Round 074/100] Acc=70.200 | RoundTime=33.97s | TotalTime=2008.09s | Method=fedcda
[Round 075/100] Acc=70.150 | RoundTime=34.07s | TotalTime=2042.16s | Method=fedcda
[Round 076/100] Acc=70.250 | RoundTime=34.29s | TotalTime=2076.45s | Method=fedcda
[Round 077/100] Acc=70.390 | RoundTime=34.00s | TotalTime=2110.45s | Method=fedcda
[Round 078/100] Acc=70.520 | RoundTime=33.87s | TotalTime=2144.32s | Method=fedcda
[Round 079/100] Acc=70.400 | RoundTime=33.51s | TotalTime=2177.83s | Method=fedcda
[Round 080/100] Acc=70.460 | RoundTime=33.67s | TotalTime=2211.50s | Method=fedcda
[Round 081/100] Acc=70.540 | RoundTime=33.85s | TotalTime=2245.36s | Method=fedcda
[Round 082/100] Acc=70.440 | RoundTime=34.03s | TotalTime=2279.38s | Method=fedcda
[Round 083/100] Acc=70.450 | RoundTime=34.12s | TotalTime=2313.50s | Method=fedcda
[Round 084/100] Acc=70.330 | RoundTime=34.16s | TotalTime=2347.67s | Method=fedcda
[Round 085/100] Acc=70.360 | RoundTime=33.85s | TotalTime=2381.51s | Method=fedcda
[Round 086/100] Acc=70.400 | RoundTime=36.40s | TotalTime=2417.91s | Method=fedcda
[Round 087/100] Acc=70.440 | RoundTime=34.11s | TotalTime=2452.02s | Method=fedcda
[Round 088/100] Acc=70.340 | RoundTime=34.45s | TotalTime=2486.47s | Method=fedcda
[Round 089/100] Acc=70.310 | RoundTime=34.22s | TotalTime=2520.69s | Method=fedcda
[Round 090/100] Acc=70.410 | RoundTime=34.50s | TotalTime=2555.19s | Method=fedcda
[Round 091/100] Acc=70.530 | RoundTime=33.95s | TotalTime=2589.14s | Method=fedcda
[Round 092/100] Acc=70.520 | RoundTime=34.37s | TotalTime=2623.51s | Method=fedcda
[Round 093/100] Acc=70.660 | RoundTime=34.21s | TotalTime=2657.72s | Method=fedcda
[Round 094/100] Acc=70.820 | RoundTime=36.45s | TotalTime=2694.17s | Method=fedcda
[Round 095/100] Acc=70.780 | RoundTime=34.12s | TotalTime=2728.29s | Method=fedcda
[Round 096/100] Acc=70.900 | RoundTime=33.80s | TotalTime=2762.09s | Method=fedcda
[Round 097/100] Acc=70.790 | RoundTime=35.08s | TotalTime=2797.17s | Method=fedcda
[Round 098/100] Acc=70.670 | RoundTime=34.04s | TotalTime=2831.21s | Method=fedcda
[Round 099/100] Acc=70.790 | RoundTime=33.70s | TotalTime=2864.91s | Method=fedcda
[Round 100/100] Acc=70.770 | RoundTime=33.81s | TotalTime=2898.72s | Method=fedcda
====================================================================================================
Training finished at: 2026-03-30 17:59:28
Total elapsed time: 2898.72s
Final Acc: 70.770
Best Acc : 70.900
====================================================================================================
