====================================================================================================
Training started at: 2026-03-27 13:28:55
Result directory: results/fl_svhn/fedcda/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15
Result txt file : results/fl_svhn/fedcda/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_svhn_20260327-132855-203664_pid2006908.txt
Result log file : results/fl_svhn/fedcda/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_svhn_20260327-132855-203664_pid2006908.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=7.590 | RoundTime=28.02s | TotalTime=28.02s | Method=fedcda
[Round 002/100] Acc=7.780 | RoundTime=27.14s | TotalTime=55.16s | Method=fedcda
[Round 003/100] Acc=24.400 | RoundTime=26.06s | TotalTime=81.22s | Method=fedcda
[Round 004/100] Acc=20.850 | RoundTime=29.05s | TotalTime=110.27s | Method=fedcda
[Round 005/100] Acc=11.110 | RoundTime=28.59s | TotalTime=138.86s | Method=fedcda
[Round 006/100] Acc=35.240 | RoundTime=27.58s | TotalTime=166.44s | Method=fedcda
[Round 007/100] Acc=46.800 | RoundTime=29.57s | TotalTime=196.00s | Method=fedcda
[Round 008/100] Acc=33.890 | RoundTime=29.72s | TotalTime=225.73s | Method=fedcda
[Round 009/100] Acc=37.930 | RoundTime=26.85s | TotalTime=252.58s | Method=fedcda
[Round 010/100] Acc=40.380 | RoundTime=28.17s | TotalTime=280.75s | Method=fedcda
[Round 011/100] Acc=39.700 | RoundTime=28.96s | TotalTime=309.71s | Method=fedcda
[Round 012/100] Acc=31.890 | RoundTime=29.89s | TotalTime=339.60s | Method=fedcda
[Round 013/100] Acc=19.060 | RoundTime=29.56s | TotalTime=369.17s | Method=fedcda
[Round 014/100] Acc=40.860 | RoundTime=28.14s | TotalTime=397.30s | Method=fedcda
[Round 015/100] Acc=35.210 | RoundTime=29.92s | TotalTime=427.22s | Method=fedcda
[Round 016/100] Acc=31.080 | RoundTime=30.46s | TotalTime=457.67s | Method=fedcda
[Round 017/100] Acc=43.000 | RoundTime=28.46s | TotalTime=486.14s | Method=fedcda
[Round 018/100] Acc=56.070 | RoundTime=29.51s | TotalTime=515.65s | Method=fedcda
[Round 019/100] Acc=30.370 | RoundTime=29.95s | TotalTime=545.59s | Method=fedcda
[Round 020/100] Acc=38.370 | RoundTime=29.95s | TotalTime=575.55s | Method=fedcda
[Round 021/100] Acc=26.570 | RoundTime=30.73s | TotalTime=606.27s | Method=fedcda
[Round 022/100] Acc=52.070 | RoundTime=29.30s | TotalTime=635.57s | Method=fedcda
[Round 023/100] Acc=43.050 | RoundTime=29.96s | TotalTime=665.53s | Method=fedcda
[Round 024/100] Acc=47.540 | RoundTime=29.57s | TotalTime=695.10s | Method=fedcda
[Round 025/100] Acc=51.840 | RoundTime=30.09s | TotalTime=725.20s | Method=fedcda
[Round 026/100] Acc=45.380 | RoundTime=27.66s | TotalTime=752.85s | Method=fedcda
[Round 027/100] Acc=43.920 | RoundTime=29.34s | TotalTime=782.19s | Method=fedcda
[Round 028/100] Acc=36.290 | RoundTime=29.44s | TotalTime=811.64s | Method=fedcda
[Round 029/100] Acc=35.400 | RoundTime=29.90s | TotalTime=841.54s | Method=fedcda
[Round 030/100] Acc=32.190 | RoundTime=27.47s | TotalTime=869.01s | Method=fedcda
[Round 031/100] Acc=49.750 | RoundTime=28.30s | TotalTime=897.31s | Method=fedcda
[Round 032/100] Acc=35.600 | RoundTime=29.58s | TotalTime=926.88s | Method=fedcda
