====================================================================================================
Training started at: 2026-03-14 11:47:45
Result directory: results/fl_mnist/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3
Result txt file : results/fl_mnist/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3/fedprox_fl_mnist_20260314-114745.txt
Result log file : results/fl_mnist/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3/fedprox_fl_mnist_20260314-114745.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.350 | RoundTime=100.07s | TotalTime=100.07s | Method=fedprox
[Round 002/100] Acc=68.090 | RoundTime=96.90s | TotalTime=196.97s | Method=fedprox
[Round 003/100] Acc=96.040 | RoundTime=97.75s | TotalTime=294.73s | Method=fedprox
[Round 004/100] Acc=89.850 | RoundTime=96.71s | TotalTime=391.44s | Method=fedprox
[Round 005/100] Acc=96.000 | RoundTime=97.40s | TotalTime=488.84s | Method=fedprox
[Round 006/100] Acc=93.700 | RoundTime=97.65s | TotalTime=586.49s | Method=fedprox
[Round 007/100] Acc=95.200 | RoundTime=97.34s | TotalTime=683.83s | Method=fedprox
[Round 008/100] Acc=95.160 | RoundTime=97.68s | TotalTime=781.51s | Method=fedprox
[Round 009/100] Acc=95.210 | RoundTime=96.42s | TotalTime=877.93s | Method=fedprox
[Round 010/100] Acc=95.710 | RoundTime=98.47s | TotalTime=976.40s | Method=fedprox
[Round 011/100] Acc=96.150 | RoundTime=97.40s | TotalTime=1073.80s | Method=fedprox
[Round 012/100] Acc=96.740 | RoundTime=96.64s | TotalTime=1170.43s | Method=fedprox
[Round 013/100] Acc=94.270 | RoundTime=96.40s | TotalTime=1266.84s | Method=fedprox
[Round 014/100] Acc=94.800 | RoundTime=97.68s | TotalTime=1364.52s | Method=fedprox
[Round 015/100] Acc=96.630 | RoundTime=98.61s | TotalTime=1463.12s | Method=fedprox
[Round 016/100] Acc=96.260 | RoundTime=97.79s | TotalTime=1560.92s | Method=fedprox
[Round 017/100] Acc=96.190 | RoundTime=96.38s | TotalTime=1657.29s | Method=fedprox
[Round 018/100] Acc=95.720 | RoundTime=97.23s | TotalTime=1754.52s | Method=fedprox
[Round 019/100] Acc=93.720 | RoundTime=97.31s | TotalTime=1851.83s | Method=fedprox
[Round 020/100] Acc=95.200 | RoundTime=99.05s | TotalTime=1950.89s | Method=fedprox
[Round 021/100] Acc=96.610 | RoundTime=97.28s | TotalTime=2048.17s | Method=fedprox
[Round 022/100] Acc=95.690 | RoundTime=97.71s | TotalTime=2145.88s | Method=fedprox
[Round 023/100] Acc=95.600 | RoundTime=97.37s | TotalTime=2243.25s | Method=fedprox
[Round 024/100] Acc=95.810 | RoundTime=97.45s | TotalTime=2340.70s | Method=fedprox
