[Launch] model=fedcda | dataset=fl_cifar10 | clients=10 | rounds=100 | local_epoch=5 | batch_size=64 | noise_mode=uniform | noise_value=0.5
Files already downloaded and verified
Files already downloaded and verified
mean: 5000.0
std: 0.0
Data statistics: {0: {0: 715, 1: 1146, 2: 475, 3: 264, 4: 285, 5: 284, 6: 996, 7: 269, 8: 286, 9: 280}, 1: {0: 248, 1: 470, 2: 289, 3: 279, 4: 332, 5: 281, 6: 264, 7: 290, 8: 284, 9: 2263}, 2: {0: 270, 1: 845, 2: 1696, 3: 412, 4: 424, 5: 266, 6: 259, 7: 260, 8: 269, 9: 299}, 3: {0: 303, 1: 266, 2: 261, 3: 310, 4: 262, 5: 2402, 6: 339, 7: 273, 8: 303, 9: 281}, 4: {0: 349, 1: 263, 2: 264, 3: 1160, 4: 275, 5: 398, 6: 290, 7: 283, 8: 1430, 9: 288}, 5: {0: 1139, 1: 271, 2: 294, 3: 763, 4: 260, 5: 274, 6: 287, 7: 666, 8: 538, 9: 508}, 6: {0: 296, 1: 282, 2: 293, 3: 498, 4: 1143, 5: 256, 6: 783, 7: 911, 8: 265, 9: 273}, 7: {0: 278, 1: 414, 2: 876, 3: 780, 4: 302, 5: 293, 6: 1249, 7: 281, 8: 259, 9: 268}, 8: {0: 482, 1: 295, 2: 271, 3: 287, 4: 286, 5: 254, 6: 254, 7: 1554, 8: 1041, 9: 276}, 9: {0: 914, 1: 735, 2: 294, 3: 284, 4: 1364, 5: 254, 6: 311, 7: 267, 8: 298, 9: 279}}
========================================================================================================================
Training started at: 2026-04-10 14:52:25
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric_hs-3_bn-3_wr-30_L-1.0
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric_hs-3_bn-3_wr-30_L-1.0/fedcda_fl_cifar10_20260410-145225-545722_pid300069.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric_hs-3_bn-3_wr-30_L-1.0/fedcda_fl_cifar10_20260410-145225-545722_pid300069.log
------------------------------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedCDA history size: 3
FedCDA batch num: 3
FedCDA warmup round: 30
FedCDA L: 1.0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=110.22s | TotalTime=110.23s | Method=fedcda
[Round 002/100] Phase=standard | Stage=warmup | Acc=10.140 | RoundTime=110.27s | TotalTime=220.51s | Method=fedcda
[Round 003/100] Phase=standard | Stage=warmup | Acc=22.560 | RoundTime=127.08s | TotalTime=347.60s | Method=fedcda
[Round 004/100] Phase=standard | Stage=warmup | Acc=28.700 | RoundTime=125.27s | TotalTime=472.88s | Method=fedcda
[Round 005/100] Phase=standard | Stage=warmup | Acc=37.200 | RoundTime=127.97s | TotalTime=600.85s | Method=fedcda
[Round 006/100] Phase=standard | Stage=warmup | Acc=35.160 | RoundTime=126.68s | TotalTime=727.54s | Method=fedcda
[Round 007/100] Phase=standard | Stage=warmup | Acc=37.840 | RoundTime=127.52s | TotalTime=855.07s | Method=fedcda
[Round 008/100] Phase=standard | Stage=warmup | Acc=40.080 | RoundTime=128.37s | TotalTime=983.45s | Method=fedcda
[Round 009/100] Phase=standard | Stage=warmup | Acc=30.960 | RoundTime=126.51s | TotalTime=1109.97s | Method=fedcda
[Round 010/100] Phase=standard | Stage=warmup | Acc=40.110 | RoundTime=125.82s | TotalTime=1235.80s | Method=fedcda
[Round 011/100] Phase=standard | Stage=warmup | Acc=40.100 | RoundTime=127.26s | TotalTime=1363.07s | Method=fedcda
[Round 012/100] Phase=standard | Stage=warmup | Acc=44.780 | RoundTime=126.76s | TotalTime=1489.84s | Method=fedcda
[Round 013/100] Phase=standard | Stage=warmup | Acc=44.740 | RoundTime=128.67s | TotalTime=1618.52s | Method=fedcda
[Round 014/100] Phase=standard | Stage=warmup | Acc=48.880 | RoundTime=126.37s | TotalTime=1744.91s | Method=fedcda
[Round 015/100] Phase=standard | Stage=warmup | Acc=47.210 | RoundTime=127.32s | TotalTime=1872.24s | Method=fedcda
[Round 016/100] Phase=standard | Stage=warmup | Acc=43.710 | RoundTime=125.87s | TotalTime=1998.12s | Method=fedcda
[Round 017/100] Phase=standard | Stage=warmup | Acc=48.120 | RoundTime=124.89s | TotalTime=2123.02s | Method=fedcda
[Round 018/100] Phase=standard | Stage=warmup | Acc=44.940 | RoundTime=125.17s | TotalTime=2248.21s | Method=fedcda
[Round 019/100] Phase=standard | Stage=warmup | Acc=39.820 | RoundTime=124.77s | TotalTime=2372.99s | Method=fedcda
[Round 020/100] Phase=standard | Stage=warmup | Acc=52.000 | RoundTime=125.17s | TotalTime=2498.17s | Method=fedcda
[Round 021/100] Phase=standard | Stage=warmup | Acc=46.000 | RoundTime=125.95s | TotalTime=2624.13s | Method=fedcda
[Round 022/100] Phase=standard | Stage=warmup | Acc=44.440 | RoundTime=125.23s | TotalTime=2749.37s | Method=fedcda
[Round 023/100] Phase=standard | Stage=warmup | Acc=49.440 | RoundTime=125.71s | TotalTime=2875.09s | Method=fedcda
