[Launch] model=fedrdn | dataset=fl_svhn | clients=10 | rounds=100 | local_epoch=1 | batch_size=64 | noise_mode=uniform | noise_value=0.3
Using downloaded and verified file: /mnt/workspace/shiyl/CodeScout/test/kiwi/DenoiseFL/data/train_32x32.mat
Using downloaded and verified file: /mnt/workspace/shiyl/CodeScout/test/kiwi/DenoiseFL/data/test_32x32.mat
mean: 7325.7
std: 0.45825756949558405
Data statistics: {0: {0: 369, 1: 2018, 2: 1794, 3: 837, 4: 1079, 5: 222, 6: 271, 7: 248, 8: 227, 9: 261}, 1: {0: 275, 1: 253, 2: 667, 3: 2745, 4: 258, 5: 508, 6: 644, 7: 479, 8: 1252, 9: 245}, 2: {0: 257, 1: 261, 2: 321, 3: 292, 4: 250, 5: 1117, 6: 491, 7: 711, 8: 562, 9: 3064}, 3: {0: 291, 1: 811, 2: 247, 3: 311, 4: 549, 5: 2963, 6: 278, 7: 1344, 8: 257, 9: 275}, 4: {0: 2772, 1: 269, 2: 1413, 3: 1441, 4: 241, 5: 230, 6: 250, 7: 212, 8: 242, 9: 256}, 5: {0: 230, 1: 919, 2: 570, 3: 279, 4: 1200, 5: 918, 6: 2461, 7: 240, 8: 252, 9: 257}, 6: {0: 254, 1: 2618, 2: 396, 3: 876, 4: 1975, 5: 243, 6: 261, 7: 233, 8: 250, 9: 220}, 7: {0: 268, 1: 3845, 2: 1485, 3: 239, 4: 243, 5: 256, 6: 228, 7: 259, 8: 267, 9: 235}, 8: {0: 780, 1: 261, 2: 2369, 3: 240, 4: 417, 5: 332, 6: 356, 7: 1988, 8: 312, 9: 270}, 9: {0: 232, 1: 403, 2: 255, 3: 798, 4: 1198, 5: 247, 6: 1050, 7: 349, 8: 2250, 9: 543}}
========================================================================================================================
Training started at: 2026-04-08 15:16:26
Result directory: results/fl_svhn/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_svhn/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_svhn_20260408-151626-907956_pid422864.txt
Result log file : results/fl_svhn/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_svhn_20260408-151626-907956_pid422864.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_svhn
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=15.940 | RoundTime=58.48s | TotalTime=58.48s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=44.080 | RoundTime=50.17s | TotalTime=108.66s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=65.220 | RoundTime=48.35s | TotalTime=157.02s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=72.850 | RoundTime=49.47s | TotalTime=206.50s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=77.420 | RoundTime=51.05s | TotalTime=257.56s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=80.560 | RoundTime=44.62s | TotalTime=302.19s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=81.220 | RoundTime=51.25s | TotalTime=353.45s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=83.260 | RoundTime=50.50s | TotalTime=403.96s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=83.500 | RoundTime=53.81s | TotalTime=457.78s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=83.200 | RoundTime=51.17s | TotalTime=508.96s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=84.960 | RoundTime=45.05s | TotalTime=554.02s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=84.780 | RoundTime=45.19s | TotalTime=599.22s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=85.340 | RoundTime=45.34s | TotalTime=644.58s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=86.200 | RoundTime=43.92s | TotalTime=688.51s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=87.050 | RoundTime=44.91s | TotalTime=733.47s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=86.190 | RoundTime=45.49s | TotalTime=778.97s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=86.710 | RoundTime=45.05s | TotalTime=824.03s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=87.650 | RoundTime=44.67s | TotalTime=868.72s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=87.930 | RoundTime=44.81s | TotalTime=913.54s | Method=fedrdn
[Round 020/100] Phase=standard | Stage=warmup | Acc=87.930 | RoundTime=45.24s | TotalTime=958.79s | Method=fedrdn
[Round 021/100] Phase=standard | Stage=warmup | Acc=89.110 | RoundTime=45.14s | TotalTime=1003.94s | Method=fedrdn
[Round 022/100] Phase=standard | Stage=warmup | Acc=88.160 | RoundTime=44.92s | TotalTime=1048.86s | Method=fedrdn
[Round 023/100] Phase=standard | Stage=warmup | Acc=88.590 | RoundTime=45.77s | TotalTime=1094.64s | Method=fedrdn
[Round 024/100] Phase=standard | Stage=warmup | Acc=88.610 | RoundTime=45.54s | TotalTime=1140.19s | Method=fedrdn
