[Launch] model=fedcda | dataset=fl_svhn | clients=10 | rounds=100 | local_epoch=1 | batch_size=64 | noise_mode=uniform | noise_value=0.3
Using downloaded and verified file: /mnt/workspace/shiyl/CodeScout/test/kiwi/DenoiseFL/data/train_32x32.mat
Using downloaded and verified file: /mnt/workspace/shiyl/CodeScout/test/kiwi/DenoiseFL/data/test_32x32.mat
mean: 7325.7
std: 0.45825756949558405
Data statistics: {0: {0: 448, 1: 2004, 2: 1469, 3: 617, 4: 1559, 5: 222, 6: 271, 7: 248, 8: 227, 9: 261}, 1: {0: 319, 1: 295, 2: 669, 3: 1522, 4: 277, 5: 446, 6: 577, 7: 726, 8: 1100, 9: 1395}, 2: {0: 310, 1: 321, 2: 400, 3: 313, 4: 255, 5: 825, 6: 482, 7: 943, 8: 1335, 9: 2142}, 3: {0: 352, 1: 937, 2: 259, 3: 326, 4: 469, 5: 1543, 6: 308, 7: 1118, 8: 1659, 9: 355}, 4: {0: 2308, 1: 325, 2: 1182, 3: 2080, 4: 241, 5: 230, 6: 250, 7: 212, 8: 242, 9: 256}, 5: {0: 241, 1: 1087, 2: 589, 3: 304, 4: 783, 5: 684, 6: 2087, 7: 1042, 8: 252, 9: 257}, 6: {0: 256, 1: 801, 2: 446, 3: 672, 4: 1959, 5: 1575, 6: 914, 7: 233, 8: 250, 9: 220}, 7: {0: 329, 1: 2409, 2: 1259, 3: 1231, 4: 739, 5: 255, 6: 342, 7: 259, 8: 267, 9: 235}, 8: {0: 931, 1: 3165, 2: 718, 3: 260, 4: 390, 5: 864, 6: 258, 7: 232, 8: 237, 9: 270}, 9: {0: 240, 1: 354, 2: 2506, 3: 622, 4: 787, 5: 365, 6: 862, 7: 1082, 8: 267, 9: 240}}
========================================================================================================================
Training started at: 2026-04-08 10:04:30
Result directory: results/fl_svhn/fedcda/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_hs-3_bn-3_wr-30_L-1.0
Result txt file : results/fl_svhn/fedcda/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_hs-3_bn-3_wr-30_L-1.0/fedcda_fl_svhn_20260408-100430-621461_pid3051870.txt
Result log file : results/fl_svhn/fedcda/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_hs-3_bn-3_wr-30_L-1.0/fedcda_fl_svhn_20260408-100430-621461_pid3051870.log
------------------------------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_svhn
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedCDA history size: 3
FedCDA batch num: 3
FedCDA warmup round: 30
FedCDA L: 1.0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=7.590 | RoundTime=45.04s | TotalTime=45.05s | Method=fedcda
[Round 002/100] Phase=standard | Stage=warmup | Acc=47.450 | RoundTime=52.10s | TotalTime=97.15s | Method=fedcda
[Round 003/100] Phase=standard | Stage=warmup | Acc=66.360 | RoundTime=46.23s | TotalTime=143.39s | Method=fedcda
[Round 004/100] Phase=standard | Stage=warmup | Acc=74.360 | RoundTime=52.94s | TotalTime=196.34s | Method=fedcda
[Round 005/100] Phase=standard | Stage=warmup | Acc=80.700 | RoundTime=46.46s | TotalTime=242.80s | Method=fedcda
[Round 006/100] Phase=standard | Stage=warmup | Acc=75.340 | RoundTime=52.64s | TotalTime=295.45s | Method=fedcda
[Round 007/100] Phase=standard | Stage=warmup | Acc=78.940 | RoundTime=47.01s | TotalTime=342.47s | Method=fedcda
[Round 008/100] Phase=standard | Stage=warmup | Acc=77.490 | RoundTime=53.13s | TotalTime=395.61s | Method=fedcda
[Round 009/100] Phase=standard | Stage=warmup | Acc=83.580 | RoundTime=48.95s | TotalTime=444.56s | Method=fedcda
[Round 010/100] Phase=standard | Stage=warmup | Acc=82.880 | RoundTime=46.26s | TotalTime=490.82s | Method=fedcda
[Round 011/100] Phase=standard | Stage=warmup | Acc=83.710 | RoundTime=53.20s | TotalTime=544.03s | Method=fedcda
[Round 012/100] Phase=standard | Stage=warmup | Acc=85.090 | RoundTime=56.05s | TotalTime=600.10s | Method=fedcda
[Round 013/100] Phase=standard | Stage=warmup | Acc=84.570 | RoundTime=54.79s | TotalTime=654.90s | Method=fedcda
[Round 014/100] Phase=standard | Stage=warmup | Acc=84.360 | RoundTime=55.74s | TotalTime=710.65s | Method=fedcda
[Round 015/100] Phase=standard | Stage=warmup | Acc=87.270 | RoundTime=55.31s | TotalTime=765.96s | Method=fedcda
[Round 016/100] Phase=standard | Stage=warmup | Acc=85.810 | RoundTime=55.66s | TotalTime=821.78s | Method=fedcda
[Round 017/100] Phase=standard | Stage=warmup | Acc=87.270 | RoundTime=55.44s | TotalTime=877.22s | Method=fedcda
[Round 018/100] Phase=standard | Stage=warmup | Acc=85.190 | RoundTime=54.94s | TotalTime=932.17s | Method=fedcda
[Round 019/100] Phase=standard | Stage=warmup | Acc=83.670 | RoundTime=55.79s | TotalTime=987.97s | Method=fedcda
[Round 020/100] Phase=standard | Stage=warmup | Acc=87.170 | RoundTime=55.83s | TotalTime=1043.81s | Method=fedcda
[Round 021/100] Phase=standard | Stage=warmup | Acc=87.780 | RoundTime=56.85s | TotalTime=1100.68s | Method=fedcda
[Round 022/100] Phase=standard | Stage=warmup | Acc=88.020 | RoundTime=56.52s | TotalTime=1157.22s | Method=fedcda
[Round 023/100] Phase=standard | Stage=warmup | Acc=86.890 | RoundTime=58.50s | TotalTime=1215.76s | Method=fedcda
[Round 024/100] Phase=standard | Stage=warmup | Acc=88.910 | RoundTime=55.94s | TotalTime=1271.72s | Method=fedcda
[Round 025/100] Phase=standard | Stage=warmup | Acc=86.790 | RoundTime=56.00s | TotalTime=1327.72s | Method=fedcda
