====================================================================================================
Training started at: 2026-03-27 04:48:01
Result directory: results/fl_svhn/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-global_dr-0.3
Result txt file : results/fl_svhn/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-global_dr-0.3/feddenoise_fl_svhn_20260327-044801-708350_pid3473955.txt
Result log file : results/fl_svhn/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-global_dr-0.3/feddenoise_fl_svhn_20260327-044801-708350_pid3473955.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.3
Denoise strategy: global
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.590 | Pure=70.088 | RoundTime=35.30s | TotalTime=35.30s | Method=feddenoise
[Round 002/100] Acc=43.040 | Pure=70.117 | RoundTime=34.39s | TotalTime=69.69s | Method=feddenoise
[Round 003/100] Acc=53.110 | Pure=70.143 | RoundTime=33.22s | TotalTime=102.91s | Method=feddenoise
[Round 004/100] Acc=51.680 | Pure=70.102 | RoundTime=34.64s | TotalTime=137.55s | Method=feddenoise
[Round 005/100] Acc=68.920 | Pure=70.119 | RoundTime=35.17s | TotalTime=172.72s | Method=feddenoise
[Round 006/100] Acc=70.190 | Pure=70.067 | RoundTime=34.98s | TotalTime=207.70s | Method=feddenoise
[Round 007/100] Acc=65.040 | Pure=70.126 | RoundTime=34.45s | TotalTime=242.14s | Method=feddenoise
[Round 008/100] Acc=72.760 | Pure=70.094 | RoundTime=34.06s | TotalTime=276.20s | Method=feddenoise
[Round 009/100] Acc=67.870 | Pure=69.991 | RoundTime=33.74s | TotalTime=309.95s | Method=feddenoise
[Round 010/100] Acc=74.130 | Pure=70.081 | RoundTime=35.84s | TotalTime=345.79s | Method=feddenoise
[Round 011/100] Acc=78.450 | Pure=90.726 | RoundTime=41.06s | TotalTime=386.85s | Method=feddenoise
[Round 012/100] Acc=81.180 | Pure=91.035 | RoundTime=42.02s | TotalTime=428.86s | Method=feddenoise
[Round 013/100] Acc=79.820 | Pure=91.329 | RoundTime=42.34s | TotalTime=471.20s | Method=feddenoise
[Round 014/100] Acc=80.570 | Pure=91.649 | RoundTime=41.04s | TotalTime=512.24s | Method=feddenoise
[Round 015/100] Acc=80.920 | Pure=91.658 | RoundTime=42.42s | TotalTime=554.66s | Method=feddenoise
[Round 016/100] Acc=83.620 | Pure=90.964 | RoundTime=42.61s | TotalTime=597.27s | Method=feddenoise
[Round 017/100] Acc=80.370 | Pure=91.289 | RoundTime=43.55s | TotalTime=640.82s | Method=feddenoise
[Round 018/100] Acc=83.190 | Pure=91.999 | RoundTime=41.32s | TotalTime=682.14s | Method=feddenoise
[Round 019/100] Acc=81.430 | Pure=92.198 | RoundTime=44.05s | TotalTime=726.19s | Method=feddenoise
[Round 020/100] Acc=83.100 | Pure=90.974 | RoundTime=42.05s | TotalTime=768.25s | Method=feddenoise
[Round 021/100] Acc=84.060 | Pure=93.627 | RoundTime=41.99s | TotalTime=810.24s | Method=feddenoise
[Round 022/100] Acc=84.400 | Pure=93.482 | RoundTime=42.60s | TotalTime=852.84s | Method=feddenoise
[Round 023/100] Acc=83.120 | Pure=94.561 | RoundTime=43.94s | TotalTime=896.78s | Method=feddenoise
[Round 024/100] Acc=85.010 | Pure=93.467 | RoundTime=44.15s | TotalTime=940.93s | Method=feddenoise
[Round 025/100] Acc=83.930 | Pure=93.512 | RoundTime=42.68s | TotalTime=983.61s | Method=feddenoise
