========================================================================================================================
Training started at: 2026-04-11 15:20:38
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.5_nt-asymmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.5_nt-asymmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260411-152038-012935_pid2106095.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.5_nt-asymmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260411-152038-012935_pid2106095.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.5
Noise type: asymmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=170.84s | TotalTime=170.84s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.410 | RoundTime=156.45s | TotalTime=327.30s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=3.880 | RoundTime=158.94s | TotalTime=486.25s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=6.280 | RoundTime=156.18s | TotalTime=642.44s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=8.690 | RoundTime=156.57s | TotalTime=799.02s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=9.860 | RoundTime=157.41s | TotalTime=956.44s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=11.570 | RoundTime=156.16s | TotalTime=1112.61s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=13.400 | RoundTime=157.64s | TotalTime=1270.26s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=14.020 | RoundTime=156.44s | TotalTime=1426.71s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=15.290 | RoundTime=156.58s | TotalTime=1583.30s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=16.560 | RoundTime=157.47s | TotalTime=1740.78s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=17.100 | RoundTime=159.40s | TotalTime=1900.19s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=18.500 | RoundTime=156.70s | TotalTime=2056.91s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=19.710 | RoundTime=155.89s | TotalTime=2212.81s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=21.160 | RoundTime=156.56s | TotalTime=2369.37s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=20.770 | RoundTime=158.64s | TotalTime=2528.03s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=22.200 | RoundTime=157.19s | TotalTime=2685.22s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=22.430 | RoundTime=157.70s | TotalTime=2842.93s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=22.910 | RoundTime=156.20s | TotalTime=2999.14s | Method=fedrdn
[Round 020/100] Phase=standard | Stage=warmup | Acc=24.020 | RoundTime=158.26s | TotalTime=3157.41s | Method=fedrdn
[Round 021/100] Phase=standard | Stage=warmup | Acc=24.110 | RoundTime=155.93s | TotalTime=3313.34s | Method=fedrdn
[Round 022/100] Phase=standard | Stage=warmup | Acc=24.350 | RoundTime=156.81s | TotalTime=3470.17s | Method=fedrdn
[Round 023/100] Phase=standard | Stage=warmup | Acc=24.970 | RoundTime=157.38s | TotalTime=3627.56s | Method=fedrdn
[Round 024/100] Phase=standard | Stage=warmup | Acc=24.980 | RoundTime=157.17s | TotalTime=3784.74s | Method=fedrdn
[Round 025/100] Phase=standard | Stage=warmup | Acc=25.020 | RoundTime=156.19s | TotalTime=3940.94s | Method=fedrdn
[Round 026/100] Phase=standard | Stage=warmup | Acc=25.470 | RoundTime=155.80s | TotalTime=4096.76s | Method=fedrdn
[Round 027/100] Phase=standard | Stage=warmup | Acc=25.930 | RoundTime=156.33s | TotalTime=4253.10s | Method=fedrdn
[Round 028/100] Phase=standard | Stage=warmup | Acc=25.560 | RoundTime=155.96s | TotalTime=4409.07s | Method=fedrdn
[Round 029/100] Phase=standard | Stage=warmup | Acc=26.460 | RoundTime=156.80s | TotalTime=4565.88s | Method=fedrdn
[Round 030/100] Phase=standard | Stage=warmup | Acc=26.880 | RoundTime=157.24s | TotalTime=4723.13s | Method=fedrdn
[Round 031/100] Phase=standard | Stage=warmup | Acc=26.530 | RoundTime=156.96s | TotalTime=4880.09s | Method=fedrdn
[Round 032/100] Phase=standard | Stage=warmup | Acc=27.500 | RoundTime=156.24s | TotalTime=5036.34s | Method=fedrdn
[Round 033/100] Phase=standard | Stage=warmup | Acc=27.050 | RoundTime=157.63s | TotalTime=5193.99s | Method=fedrdn
[Round 034/100] Phase=standard | Stage=warmup | Acc=27.690 | RoundTime=154.69s | TotalTime=5348.69s | Method=fedrdn
[Round 035/100] Phase=standard | Stage=warmup | Acc=27.610 | RoundTime=156.33s | TotalTime=5505.04s | Method=fedrdn
[Round 036/100] Phase=standard | Stage=warmup | Acc=27.650 | RoundTime=155.75s | TotalTime=5660.80s | Method=fedrdn
[Round 037/100] Phase=standard | Stage=warmup | Acc=27.210 | RoundTime=155.88s | TotalTime=5816.69s | Method=fedrdn
[Round 038/100] Phase=standard | Stage=warmup | Acc=27.560 | RoundTime=156.26s | TotalTime=5972.96s | Method=fedrdn
[Round 039/100] Phase=standard | Stage=warmup | Acc=27.200 | RoundTime=156.75s | TotalTime=6129.72s | Method=fedrdn
[Round 040/100] Phase=standard | Stage=warmup | Acc=27.030 | RoundTime=157.37s | TotalTime=6287.10s | Method=fedrdn
[Round 041/100] Phase=standard | Stage=warmup | Acc=28.090 | RoundTime=156.93s | TotalTime=6444.04s | Method=fedrdn
[Round 042/100] Phase=standard | Stage=warmup | Acc=27.770 | RoundTime=156.47s | TotalTime=6600.52s | Method=fedrdn
[Round 043/100] Phase=standard | Stage=warmup | Acc=27.870 | RoundTime=157.77s | TotalTime=6758.30s | Method=fedrdn
[Round 044/100] Phase=standard | Stage=warmup | Acc=27.830 | RoundTime=157.18s | TotalTime=6915.49s | Method=fedrdn
[Round 045/100] Phase=standard | Stage=warmup | Acc=28.120 | RoundTime=157.11s | TotalTime=7072.62s | Method=fedrdn
[Round 046/100] Phase=standard | Stage=warmup | Acc=27.740 | RoundTime=156.28s | TotalTime=7228.91s | Method=fedrdn
[Round 047/100] Phase=standard | Stage=warmup | Acc=28.350 | RoundTime=156.12s | TotalTime=7385.05s | Method=fedrdn
[Round 048/100] Phase=standard | Stage=warmup | Acc=28.160 | RoundTime=160.44s | TotalTime=7545.50s | Method=fedrdn
[Round 049/100] Phase=standard | Stage=warmup | Acc=28.290 | RoundTime=156.50s | TotalTime=7702.01s | Method=fedrdn
[Round 050/100] Phase=standard | Stage=warmup | Acc=28.160 | RoundTime=160.69s | TotalTime=7862.71s | Method=fedrdn
[Round 051/100] Phase=standard | Stage=warmup | Acc=28.020 | RoundTime=156.05s | TotalTime=8018.77s | Method=fedrdn
[Round 052/100] Phase=standard | Stage=warmup | Acc=27.950 | RoundTime=156.08s | TotalTime=8174.86s | Method=fedrdn
