====================================================================================================
Training started at: 2026-03-08 13:28:17
Result directory: results/fl_svhn/feddenoise
Result txt file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=mix_noiseType=asymmetric_noiseMax=0.3_avg=weight_seed=0_20260308-132817.txt
Result log file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=mix_noiseType=asymmetric_noiseMax=0.3_avg=weight_seed=0_20260308-132817.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: mix
Noise type: asymmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=26.270 | Pure=85.517 | RoundTime=52.73s | TotalTime=52.73s | Method=feddenoise
[Round 002/100] Acc=79.290 | Pure=85.685 | RoundTime=52.67s | TotalTime=105.40s | Method=feddenoise
[Round 003/100] Acc=86.110 | Pure=86.541 | RoundTime=52.44s | TotalTime=157.84s | Method=feddenoise
[Round 004/100] Acc=87.430 | Pure=85.399 | RoundTime=52.20s | TotalTime=210.03s | Method=feddenoise
[Round 005/100] Acc=87.740 | Pure=84.075 | RoundTime=52.27s | TotalTime=262.30s | Method=feddenoise
[Round 006/100] Acc=89.260 | Pure=84.630 | RoundTime=51.97s | TotalTime=314.27s | Method=feddenoise
[Round 007/100] Acc=88.860 | Pure=81.704 | RoundTime=51.35s | TotalTime=365.63s | Method=feddenoise
[Round 008/100] Acc=89.820 | Pure=85.633 | RoundTime=52.40s | TotalTime=418.03s | Method=feddenoise
[Round 009/100] Acc=90.350 | Pure=88.784 | RoundTime=52.02s | TotalTime=470.05s | Method=feddenoise
[Round 010/100] Acc=90.510 | Pure=88.145 | RoundTime=51.52s | TotalTime=521.57s | Method=feddenoise
[Round 011/100] Acc=90.670 | Pure=91.754 | RoundTime=76.00s | TotalTime=597.57s | Method=feddenoise
[Round 012/100] Acc=90.800 | Pure=92.855 | RoundTime=75.86s | TotalTime=673.44s | Method=feddenoise
[Round 013/100] Acc=90.840 | Pure=90.903 | RoundTime=76.55s | TotalTime=749.98s | Method=feddenoise
[Round 014/100] Acc=90.860 | Pure=91.427 | RoundTime=76.13s | TotalTime=826.11s | Method=feddenoise
[Round 015/100] Acc=91.400 | Pure=93.666 | RoundTime=76.87s | TotalTime=902.98s | Method=feddenoise
[Round 016/100] Acc=91.510 | Pure=93.678 | RoundTime=76.11s | TotalTime=979.09s | Method=feddenoise
[Round 017/100] Acc=91.580 | Pure=91.431 | RoundTime=77.12s | TotalTime=1056.21s | Method=feddenoise
[Round 018/100] Acc=91.250 | Pure=91.095 | RoundTime=76.24s | TotalTime=1132.45s | Method=feddenoise
[Round 019/100] Acc=91.880 | Pure=93.440 | RoundTime=76.37s | TotalTime=1208.82s | Method=feddenoise
[Round 020/100] Acc=91.530 | Pure=91.875 | RoundTime=77.76s | TotalTime=1286.58s | Method=feddenoise
[Round 021/100] Acc=91.670 | Pure=91.260 | RoundTime=77.00s | TotalTime=1363.58s | Method=feddenoise
[Round 022/100] Acc=91.920 | Pure=93.195 | RoundTime=76.64s | TotalTime=1440.22s | Method=feddenoise
[Round 023/100] Acc=91.940 | Pure=93.463 | RoundTime=76.05s | TotalTime=1516.28s | Method=feddenoise
[Round 024/100] Acc=92.130 | Pure=93.535 | RoundTime=77.04s | TotalTime=1593.31s | Method=feddenoise
[Round 025/100] Acc=91.980 | Pure=92.419 | RoundTime=76.53s | TotalTime=1669.84s | Method=feddenoise
[Round 026/100] Acc=92.130 | Pure=91.219 | RoundTime=76.55s | TotalTime=1746.39s | Method=feddenoise
[Round 027/100] Acc=92.130 | Pure=93.698 | RoundTime=77.48s | TotalTime=1823.86s | Method=feddenoise
[Round 028/100] Acc=92.330 | Pure=92.938 | RoundTime=77.32s | TotalTime=1901.18s | Method=feddenoise
[Round 029/100] Acc=92.120 | Pure=91.440 | RoundTime=77.38s | TotalTime=1978.56s | Method=feddenoise
[Round 030/100] Acc=92.400 | Pure=95.590 | RoundTime=77.64s | TotalTime=2056.20s | Method=feddenoise
[Round 031/100] Acc=92.110 | Pure=91.504 | RoundTime=76.91s | TotalTime=2133.12s | Method=feddenoise
[Round 032/100] Acc=92.240 | Pure=94.367 | RoundTime=76.43s | TotalTime=2209.54s | Method=feddenoise
[Round 033/100] Acc=92.110 | Pure=92.758 | RoundTime=75.93s | TotalTime=2285.47s | Method=feddenoise
[Round 034/100] Acc=92.340 | Pure=92.812 | RoundTime=77.37s | TotalTime=2362.84s | Method=feddenoise
[Round 035/100] Acc=92.180 | Pure=92.264 | RoundTime=76.62s | TotalTime=2439.46s | Method=feddenoise
[Round 036/100] Acc=92.680 | Pure=97.492 | RoundTime=77.51s | TotalTime=2516.97s | Method=feddenoise
[Round 037/100] Acc=92.660 | Pure=94.379 | RoundTime=77.00s | TotalTime=2593.97s | Method=feddenoise
[Round 038/100] Acc=92.400 | Pure=92.383 | RoundTime=76.40s | TotalTime=2670.38s | Method=feddenoise
[Round 039/100] Acc=92.370 | Pure=91.641 | RoundTime=77.32s | TotalTime=2747.69s | Method=feddenoise
[Round 040/100] Acc=92.340 | Pure=91.210 | RoundTime=76.33s | TotalTime=2824.02s | Method=feddenoise
[Round 041/100] Acc=92.130 | Pure=89.800 | RoundTime=77.70s | TotalTime=2901.73s | Method=feddenoise
[Round 042/100] Acc=92.280 | Pure=91.443 | RoundTime=76.65s | TotalTime=2978.38s | Method=feddenoise
[Round 043/100] Acc=92.520 | Pure=93.257 | RoundTime=75.94s | TotalTime=3054.32s | Method=feddenoise
[Round 044/100] Acc=92.160 | Pure=90.930 | RoundTime=77.31s | TotalTime=3131.64s | Method=feddenoise
[Round 045/100] Acc=92.590 | Pure=93.961 | RoundTime=76.74s | TotalTime=3208.38s | Method=feddenoise
[Round 046/100] Acc=92.210 | Pure=90.833 | RoundTime=76.60s | TotalTime=3284.98s | Method=feddenoise
[Round 047/100] Acc=92.350 | Pure=92.666 | RoundTime=78.05s | TotalTime=3363.03s | Method=feddenoise
[Round 048/100] Acc=92.540 | Pure=92.863 | RoundTime=77.02s | TotalTime=3440.05s | Method=feddenoise
[Round 049/100] Acc=92.400 | Pure=93.670 | RoundTime=76.37s | TotalTime=3516.42s | Method=feddenoise
[Round 050/100] Acc=92.580 | Pure=94.674 | RoundTime=79.02s | TotalTime=3595.44s | Method=feddenoise
[Round 051/100] Acc=92.790 | Pure=95.263 | RoundTime=77.62s | TotalTime=3673.06s | Method=feddenoise
[Round 052/100] Acc=92.770 | Pure=94.008 | RoundTime=77.25s | TotalTime=3750.31s | Method=feddenoise
[Round 053/100] Acc=92.670 | Pure=92.621 | RoundTime=77.05s | TotalTime=3827.36s | Method=feddenoise
[Round 054/100] Acc=92.510 | Pure=92.615 | RoundTime=76.69s | TotalTime=3904.05s | Method=feddenoise
[Round 055/100] Acc=92.180 | Pure=91.354 | RoundTime=76.90s | TotalTime=3980.95s | Method=feddenoise
[Round 056/100] Acc=92.540 | Pure=94.416 | RoundTime=76.50s | TotalTime=4057.45s | Method=feddenoise
[Round 057/100] Acc=92.660 | Pure=96.431 | RoundTime=76.90s | TotalTime=4134.35s | Method=feddenoise
[Round 058/100] Acc=92.450 | Pure=92.200 | RoundTime=76.62s | TotalTime=4210.97s | Method=feddenoise
[Round 059/100] Acc=91.990 | Pure=91.739 | RoundTime=76.77s | TotalTime=4287.75s | Method=feddenoise
[Round 060/100] Acc=92.140 | Pure=91.090 | RoundTime=78.75s | TotalTime=4366.49s | Method=feddenoise
[Round 061/100] Acc=92.620 | Pure=95.539 | RoundTime=78.45s | TotalTime=4444.94s | Method=feddenoise
[Round 062/100] Acc=93.000 | Pure=93.679 | RoundTime=76.38s | TotalTime=4521.32s | Method=feddenoise
[Round 063/100] Acc=92.720 | Pure=93.117 | RoundTime=76.51s | TotalTime=4597.83s | Method=feddenoise
[Round 064/100] Acc=93.110 | Pure=95.753 | RoundTime=76.26s | TotalTime=4674.09s | Method=feddenoise
[Round 065/100] Acc=93.050 | Pure=95.068 | RoundTime=76.37s | TotalTime=4750.46s | Method=feddenoise
[Round 066/100] Acc=93.110 | Pure=94.976 | RoundTime=77.29s | TotalTime=4827.75s | Method=feddenoise
[Round 067/100] Acc=92.630 | Pure=92.411 | RoundTime=75.95s | TotalTime=4903.70s | Method=feddenoise
[Round 068/100] Acc=92.490 | Pure=91.255 | RoundTime=76.64s | TotalTime=4980.34s | Method=feddenoise
[Round 069/100] Acc=93.100 | Pure=95.257 | RoundTime=77.20s | TotalTime=5057.55s | Method=feddenoise
[Round 070/100] Acc=93.030 | Pure=94.990 | RoundTime=76.29s | TotalTime=5133.84s | Method=feddenoise
[Round 071/100] Acc=92.320 | Pure=91.303 | RoundTime=76.83s | TotalTime=5210.67s | Method=feddenoise
[Round 072/100] Acc=92.850 | Pure=96.873 | RoundTime=76.90s | TotalTime=5287.58s | Method=feddenoise
[Round 073/100] Acc=92.820 | Pure=94.354 | RoundTime=77.34s | TotalTime=5364.92s | Method=feddenoise
[Round 074/100] Acc=92.950 | Pure=94.160 | RoundTime=77.46s | TotalTime=5442.38s | Method=feddenoise
[Round 075/100] Acc=93.000 | Pure=94.474 | RoundTime=76.71s | TotalTime=5519.09s | Method=feddenoise
[Round 076/100] Acc=92.450 | Pure=90.561 | RoundTime=76.77s | TotalTime=5595.87s | Method=feddenoise
[Round 077/100] Acc=92.790 | Pure=93.129 | RoundTime=75.94s | TotalTime=5671.81s | Method=feddenoise
