====================================================================================================
Training started at: 2026-03-08 10:15:44
Result directory: results/fl_svhn/feddenoise
Result txt file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=random_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-101544.txt
Result log file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=random_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-101544.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: random
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=20.690 | Pure=87.291 | RoundTime=52.35s | TotalTime=52.35s | Method=feddenoise
[Round 002/100] Acc=77.950 | Pure=81.746 | RoundTime=52.46s | TotalTime=104.81s | Method=feddenoise
[Round 003/100] Acc=85.930 | Pure=88.002 | RoundTime=52.03s | TotalTime=156.84s | Method=feddenoise
[Round 004/100] Acc=86.270 | Pure=81.063 | RoundTime=52.13s | TotalTime=208.97s | Method=feddenoise
[Round 005/100] Acc=88.380 | Pure=85.618 | RoundTime=52.27s | TotalTime=261.24s | Method=feddenoise
[Round 006/100] Acc=89.170 | Pure=86.920 | RoundTime=52.69s | TotalTime=313.93s | Method=feddenoise
[Round 007/100] Acc=88.890 | Pure=82.832 | RoundTime=51.73s | TotalTime=365.66s | Method=feddenoise
[Round 008/100] Acc=89.020 | Pure=83.274 | RoundTime=52.09s | TotalTime=417.75s | Method=feddenoise
[Round 009/100] Acc=89.490 | Pure=84.103 | RoundTime=52.97s | TotalTime=470.72s | Method=feddenoise
[Round 010/100] Acc=89.360 | Pure=83.731 | RoundTime=51.64s | TotalTime=522.36s | Method=feddenoise
[Round 011/100] Acc=90.170 | Pure=95.606 | RoundTime=76.38s | TotalTime=598.74s | Method=feddenoise
[Round 012/100] Acc=90.720 | Pure=95.504 | RoundTime=77.05s | TotalTime=675.79s | Method=feddenoise
[Round 013/100] Acc=90.670 | Pure=92.650 | RoundTime=77.53s | TotalTime=753.32s | Method=feddenoise
[Round 014/100] Acc=90.780 | Pure=96.898 | RoundTime=77.55s | TotalTime=830.87s | Method=feddenoise
[Round 015/100] Acc=91.120 | Pure=95.049 | RoundTime=77.40s | TotalTime=908.27s | Method=feddenoise
[Round 016/100] Acc=91.170 | Pure=91.840 | RoundTime=81.07s | TotalTime=989.34s | Method=feddenoise
[Round 017/100] Acc=91.250 | Pure=95.320 | RoundTime=77.19s | TotalTime=1066.53s | Method=feddenoise
[Round 018/100] Acc=91.110 | Pure=94.337 | RoundTime=77.77s | TotalTime=1144.30s | Method=feddenoise
[Round 019/100] Acc=91.000 | Pure=93.152 | RoundTime=76.96s | TotalTime=1221.26s | Method=feddenoise
[Round 020/100] Acc=91.120 | Pure=91.430 | RoundTime=78.17s | TotalTime=1299.43s | Method=feddenoise
[Round 021/100] Acc=91.650 | Pure=95.023 | RoundTime=77.76s | TotalTime=1377.19s | Method=feddenoise
[Round 022/100] Acc=91.770 | Pure=95.943 | RoundTime=78.06s | TotalTime=1455.24s | Method=feddenoise
[Round 023/100] Acc=91.220 | Pure=90.215 | RoundTime=77.08s | TotalTime=1532.32s | Method=feddenoise
[Round 024/100] Acc=91.410 | Pure=91.956 | RoundTime=76.69s | TotalTime=1609.01s | Method=feddenoise
[Round 025/100] Acc=91.690 | Pure=95.275 | RoundTime=76.86s | TotalTime=1685.87s | Method=feddenoise
[Round 026/100] Acc=91.620 | Pure=93.892 | RoundTime=77.70s | TotalTime=1763.57s | Method=feddenoise
[Round 027/100] Acc=91.860 | Pure=94.236 | RoundTime=77.75s | TotalTime=1841.32s | Method=feddenoise
[Round 028/100] Acc=91.790 | Pure=93.817 | RoundTime=77.15s | TotalTime=1918.46s | Method=feddenoise
[Round 029/100] Acc=92.010 | Pure=93.702 | RoundTime=78.59s | TotalTime=1997.05s | Method=feddenoise
