====================================================================================================
Training started at: 2026-03-08 10:15:44
Result directory: results/fl_svhn/feddenoise
Result txt file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=mix_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-101544.txt
Result log file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=mix_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-101544.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: mix
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=20.010 | Pure=80.723 | RoundTime=53.07s | TotalTime=53.07s | Method=feddenoise
[Round 002/100] Acc=76.620 | Pure=82.225 | RoundTime=53.20s | TotalTime=106.28s | Method=feddenoise
[Round 003/100] Acc=85.360 | Pure=83.683 | RoundTime=51.70s | TotalTime=157.98s | Method=feddenoise
[Round 004/100] Acc=87.520 | Pure=89.193 | RoundTime=51.62s | TotalTime=209.60s | Method=feddenoise
[Round 005/100] Acc=88.070 | Pure=81.825 | RoundTime=52.45s | TotalTime=262.05s | Method=feddenoise
[Round 006/100] Acc=89.260 | Pure=88.166 | RoundTime=52.12s | TotalTime=314.18s | Method=feddenoise
[Round 007/100] Acc=89.240 | Pure=86.769 | RoundTime=51.87s | TotalTime=366.05s | Method=feddenoise
[Round 008/100] Acc=88.790 | Pure=82.174 | RoundTime=52.56s | TotalTime=418.62s | Method=feddenoise
[Round 009/100] Acc=89.160 | Pure=83.707 | RoundTime=53.18s | TotalTime=471.80s | Method=feddenoise
[Round 010/100] Acc=90.020 | Pure=88.908 | RoundTime=52.02s | TotalTime=523.82s | Method=feddenoise
[Round 011/100] Acc=90.150 | Pure=93.438 | RoundTime=76.27s | TotalTime=600.09s | Method=feddenoise
[Round 012/100] Acc=90.600 | Pure=96.258 | RoundTime=76.87s | TotalTime=676.96s | Method=feddenoise
[Round 013/100] Acc=90.740 | Pure=93.032 | RoundTime=76.08s | TotalTime=753.04s | Method=feddenoise
[Round 014/100] Acc=91.110 | Pure=93.405 | RoundTime=76.82s | TotalTime=829.86s | Method=feddenoise
[Round 015/100] Acc=91.300 | Pure=96.670 | RoundTime=76.99s | TotalTime=906.85s | Method=feddenoise
[Round 016/100] Acc=91.220 | Pure=93.707 | RoundTime=77.75s | TotalTime=984.60s | Method=feddenoise
[Round 017/100] Acc=91.340 | Pure=91.552 | RoundTime=76.86s | TotalTime=1061.46s | Method=feddenoise
[Round 018/100] Acc=91.430 | Pure=94.718 | RoundTime=77.09s | TotalTime=1138.55s | Method=feddenoise
[Round 019/100] Acc=91.510 | Pure=94.511 | RoundTime=77.05s | TotalTime=1215.60s | Method=feddenoise
[Round 020/100] Acc=91.350 | Pure=95.367 | RoundTime=77.57s | TotalTime=1293.17s | Method=feddenoise
[Round 021/100] Acc=91.550 | Pure=97.526 | RoundTime=77.57s | TotalTime=1370.75s | Method=feddenoise
[Round 022/100] Acc=91.730 | Pure=94.981 | RoundTime=76.92s | TotalTime=1447.67s | Method=feddenoise
[Round 023/100] Acc=91.820 | Pure=93.997 | RoundTime=76.99s | TotalTime=1524.66s | Method=feddenoise
[Round 024/100] Acc=92.030 | Pure=95.938 | RoundTime=76.90s | TotalTime=1601.56s | Method=feddenoise
[Round 025/100] Acc=91.910 | Pure=93.609 | RoundTime=76.58s | TotalTime=1678.14s | Method=feddenoise
[Round 026/100] Acc=92.270 | Pure=95.379 | RoundTime=76.86s | TotalTime=1755.00s | Method=feddenoise
[Round 027/100] Acc=92.320 | Pure=97.458 | RoundTime=77.87s | TotalTime=1832.87s | Method=feddenoise
[Round 028/100] Acc=92.350 | Pure=95.007 | RoundTime=76.76s | TotalTime=1909.64s | Method=feddenoise
[Round 029/100] Acc=92.530 | Pure=96.488 | RoundTime=77.78s | TotalTime=1987.41s | Method=feddenoise
[Round 030/100] Acc=92.220 | Pure=93.308 | RoundTime=76.85s | TotalTime=2064.26s | Method=feddenoise
[Round 031/100] Acc=91.970 | Pure=91.466 | RoundTime=76.68s | TotalTime=2140.95s | Method=feddenoise
[Round 032/100] Acc=92.430 | Pure=95.795 | RoundTime=77.05s | TotalTime=2218.00s | Method=feddenoise
[Round 033/100] Acc=92.350 | Pure=95.891 | RoundTime=78.14s | TotalTime=2296.14s | Method=feddenoise
[Round 034/100] Acc=92.310 | Pure=94.282 | RoundTime=77.57s | TotalTime=2373.72s | Method=feddenoise
[Round 035/100] Acc=92.410 | Pure=93.463 | RoundTime=77.27s | TotalTime=2450.99s | Method=feddenoise
[Round 036/100] Acc=92.220 | Pure=93.587 | RoundTime=77.16s | TotalTime=2528.15s | Method=feddenoise
[Round 037/100] Acc=92.030 | Pure=93.567 | RoundTime=78.23s | TotalTime=2606.39s | Method=feddenoise
[Round 038/100] Acc=92.110 | Pure=93.393 | RoundTime=77.85s | TotalTime=2684.23s | Method=feddenoise
[Round 039/100] Acc=92.190 | Pure=95.445 | RoundTime=76.39s | TotalTime=2760.62s | Method=feddenoise
[Round 040/100] Acc=92.060 | Pure=93.665 | RoundTime=76.97s | TotalTime=2837.59s | Method=feddenoise
[Round 041/100] Acc=91.920 | Pure=92.118 | RoundTime=76.61s | TotalTime=2914.21s | Method=feddenoise
[Round 042/100] Acc=92.080 | Pure=94.653 | RoundTime=76.49s | TotalTime=2990.70s | Method=feddenoise
[Round 043/100] Acc=92.540 | Pure=95.180 | RoundTime=76.86s | TotalTime=3067.56s | Method=feddenoise
[Round 044/100] Acc=92.320 | Pure=93.285 | RoundTime=77.11s | TotalTime=3144.67s | Method=feddenoise
[Round 045/100] Acc=92.270 | Pure=93.458 | RoundTime=77.02s | TotalTime=3221.69s | Method=feddenoise
[Round 046/100] Acc=92.340 | Pure=95.554 | RoundTime=76.67s | TotalTime=3298.36s | Method=feddenoise
[Round 047/100] Acc=92.390 | Pure=96.093 | RoundTime=76.31s | TotalTime=3374.68s | Method=feddenoise
[Round 048/100] Acc=92.530 | Pure=94.178 | RoundTime=77.86s | TotalTime=3452.53s | Method=feddenoise
[Round 049/100] Acc=92.420 | Pure=93.958 | RoundTime=77.04s | TotalTime=3529.58s | Method=feddenoise
[Round 050/100] Acc=92.150 | Pure=93.710 | RoundTime=76.92s | TotalTime=3606.50s | Method=feddenoise
[Round 051/100] Acc=92.030 | Pure=91.094 | RoundTime=76.82s | TotalTime=3683.32s | Method=feddenoise
[Round 052/100] Acc=92.390 | Pure=96.572 | RoundTime=76.36s | TotalTime=3759.68s | Method=feddenoise
[Round 053/100] Acc=92.130 | Pure=92.715 | RoundTime=76.83s | TotalTime=3836.51s | Method=feddenoise
[Round 054/100] Acc=92.310 | Pure=96.566 | RoundTime=78.31s | TotalTime=3914.82s | Method=feddenoise
[Round 055/100] Acc=92.200 | Pure=94.389 | RoundTime=77.10s | TotalTime=3991.92s | Method=feddenoise
[Round 056/100] Acc=92.270 | Pure=94.836 | RoundTime=76.23s | TotalTime=4068.16s | Method=feddenoise
[Round 057/100] Acc=92.610 | Pure=96.343 | RoundTime=76.56s | TotalTime=4144.71s | Method=feddenoise
[Round 058/100] Acc=92.540 | Pure=95.683 | RoundTime=78.02s | TotalTime=4222.74s | Method=feddenoise
[Round 059/100] Acc=92.320 | Pure=94.876 | RoundTime=76.85s | TotalTime=4299.59s | Method=feddenoise
[Round 060/100] Acc=92.610 | Pure=95.449 | RoundTime=77.52s | TotalTime=4377.11s | Method=feddenoise
[Round 061/100] Acc=92.440 | Pure=93.488 | RoundTime=77.07s | TotalTime=4454.17s | Method=feddenoise
[Round 062/100] Acc=92.380 | Pure=95.884 | RoundTime=77.02s | TotalTime=4531.19s | Method=feddenoise
[Round 063/100] Acc=91.930 | Pure=93.554 | RoundTime=77.02s | TotalTime=4608.21s | Method=feddenoise
[Round 064/100] Acc=92.300 | Pure=95.570 | RoundTime=76.21s | TotalTime=4684.43s | Method=feddenoise
[Round 065/100] Acc=92.360 | Pure=94.790 | RoundTime=78.32s | TotalTime=4762.75s | Method=feddenoise
[Round 066/100] Acc=92.340 | Pure=95.899 | RoundTime=77.37s | TotalTime=4840.12s | Method=feddenoise
[Round 067/100] Acc=92.590 | Pure=95.877 | RoundTime=76.74s | TotalTime=4916.86s | Method=feddenoise
[Round 068/100] Acc=92.520 | Pure=95.098 | RoundTime=76.04s | TotalTime=4992.90s | Method=feddenoise
[Round 069/100] Acc=92.540 | Pure=95.766 | RoundTime=77.33s | TotalTime=5070.23s | Method=feddenoise
[Round 070/100] Acc=92.090 | Pure=92.432 | RoundTime=76.25s | TotalTime=5146.48s | Method=feddenoise
[Round 071/100] Acc=92.040 | Pure=92.540 | RoundTime=76.60s | TotalTime=5223.08s | Method=feddenoise
[Round 072/100] Acc=92.200 | Pure=93.804 | RoundTime=77.23s | TotalTime=5300.31s | Method=feddenoise
[Round 073/100] Acc=92.240 | Pure=94.501 | RoundTime=77.30s | TotalTime=5377.61s | Method=feddenoise
[Round 074/100] Acc=92.310 | Pure=93.263 | RoundTime=78.06s | TotalTime=5455.67s | Method=feddenoise
[Round 075/100] Acc=92.340 | Pure=95.894 | RoundTime=77.16s | TotalTime=5532.83s | Method=feddenoise
[Round 076/100] Acc=92.390 | Pure=94.135 | RoundTime=77.33s | TotalTime=5610.16s | Method=feddenoise
[Round 077/100] Acc=92.400 | Pure=95.806 | RoundTime=77.94s | TotalTime=5688.10s | Method=feddenoise
[Round 078/100] Acc=92.490 | Pure=96.106 | RoundTime=77.53s | TotalTime=5765.63s | Method=feddenoise
[Round 079/100] Acc=92.180 | Pure=94.158 | RoundTime=77.89s | TotalTime=5843.52s | Method=feddenoise
[Round 080/100] Acc=92.150 | Pure=94.371 | RoundTime=76.04s | TotalTime=5919.56s | Method=feddenoise
[Round 081/100] Acc=92.280 | Pure=95.293 | RoundTime=76.50s | TotalTime=5996.06s | Method=feddenoise
[Round 082/100] Acc=92.280 | Pure=95.531 | RoundTime=77.98s | TotalTime=6074.04s | Method=feddenoise
[Round 083/100] Acc=92.230 | Pure=94.253 | RoundTime=76.20s | TotalTime=6150.25s | Method=feddenoise
[Round 084/100] Acc=92.120 | Pure=92.461 | RoundTime=75.82s | TotalTime=6226.06s | Method=feddenoise
[Round 085/100] Acc=92.320 | Pure=96.160 | RoundTime=76.47s | TotalTime=6302.54s | Method=feddenoise
[Round 086/100] Acc=91.990 | Pure=91.513 | RoundTime=77.26s | TotalTime=6379.80s | Method=feddenoise
[Round 087/100] Acc=92.150 | Pure=94.411 | RoundTime=75.85s | TotalTime=6455.64s | Method=feddenoise
[Round 088/100] Acc=92.050 | Pure=93.569 | RoundTime=77.64s | TotalTime=6533.29s | Method=feddenoise
[Round 089/100] Acc=92.290 | Pure=94.035 | RoundTime=76.09s | TotalTime=6609.38s | Method=feddenoise
[Round 090/100] Acc=92.300 | Pure=94.386 | RoundTime=76.42s | TotalTime=6685.80s | Method=feddenoise
[Round 091/100] Acc=91.740 | Pure=92.478 | RoundTime=76.59s | TotalTime=6762.39s | Method=feddenoise
[Round 092/100] Acc=92.310 | Pure=97.430 | RoundTime=77.03s | TotalTime=6839.41s | Method=feddenoise
[Round 093/100] Acc=92.090 | Pure=93.839 | RoundTime=76.48s | TotalTime=6915.90s | Method=feddenoise
[Round 094/100] Acc=92.130 | Pure=92.906 | RoundTime=76.49s | TotalTime=6992.38s | Method=feddenoise
[Round 095/100] Acc=91.960 | Pure=92.896 | RoundTime=76.49s | TotalTime=7068.87s | Method=feddenoise
[Round 096/100] Acc=92.090 | Pure=94.343 | RoundTime=77.56s | TotalTime=7146.43s | Method=feddenoise
[Round 097/100] Acc=91.860 | Pure=92.018 | RoundTime=76.44s | TotalTime=7222.87s | Method=feddenoise
[Round 098/100] Acc=91.790 | Pure=92.325 | RoundTime=77.12s | TotalTime=7300.00s | Method=feddenoise
[Round 099/100] Acc=92.160 | Pure=96.330 | RoundTime=76.02s | TotalTime=7376.01s | Method=feddenoise
[Round 100/100] Acc=92.450 | Pure=97.643 | RoundTime=71.02s | TotalTime=7447.03s | Method=feddenoise
====================================================================================================
Training finished at: 2026-03-08 12:19:52
Total elapsed time: 7447.03s
Final Acc: 92.450
