====================================================================================================
Training started at: 2026-03-08 10:15:44
Result directory: results/fl_svhn/feddenoise
Result txt file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=least_sim_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-101544.txt
Result log file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=least_sim_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-101544.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.590 | Pure=81.641 | RoundTime=52.28s | TotalTime=52.28s | Method=feddenoise
[Round 002/100] Acc=79.540 | Pure=86.074 | RoundTime=54.58s | TotalTime=106.86s | Method=feddenoise
[Round 003/100] Acc=86.190 | Pure=86.204 | RoundTime=51.22s | TotalTime=158.08s | Method=feddenoise
[Round 004/100] Acc=87.160 | Pure=83.986 | RoundTime=51.88s | TotalTime=209.96s | Method=feddenoise
[Round 005/100] Acc=88.490 | Pure=86.566 | RoundTime=51.58s | TotalTime=261.55s | Method=feddenoise
[Round 006/100] Acc=88.690 | Pure=82.012 | RoundTime=52.32s | TotalTime=313.87s | Method=feddenoise
[Round 007/100] Acc=88.840 | Pure=82.705 | RoundTime=51.59s | TotalTime=365.46s | Method=feddenoise
[Round 008/100] Acc=89.180 | Pure=83.931 | RoundTime=52.28s | TotalTime=417.74s | Method=feddenoise
[Round 009/100] Acc=89.690 | Pure=85.366 | RoundTime=52.76s | TotalTime=470.50s | Method=feddenoise
[Round 010/100] Acc=90.030 | Pure=87.516 | RoundTime=51.60s | TotalTime=522.10s | Method=feddenoise
[Round 011/100] Acc=90.580 | Pure=96.387 | RoundTime=76.19s | TotalTime=598.29s | Method=feddenoise
[Round 012/100] Acc=90.530 | Pure=93.397 | RoundTime=76.72s | TotalTime=675.01s | Method=feddenoise
[Round 013/100] Acc=90.800 | Pure=92.556 | RoundTime=75.79s | TotalTime=750.80s | Method=feddenoise
[Round 014/100] Acc=90.720 | Pure=94.933 | RoundTime=76.82s | TotalTime=827.62s | Method=feddenoise
[Round 015/100] Acc=90.700 | Pure=94.116 | RoundTime=76.65s | TotalTime=904.27s | Method=feddenoise
[Round 016/100] Acc=91.520 | Pure=97.159 | RoundTime=78.18s | TotalTime=982.45s | Method=feddenoise
[Round 017/100] Acc=91.360 | Pure=92.323 | RoundTime=76.92s | TotalTime=1059.37s | Method=feddenoise
[Round 018/100] Acc=91.420 | Pure=93.394 | RoundTime=77.44s | TotalTime=1136.80s | Method=feddenoise
[Round 019/100] Acc=91.560 | Pure=95.451 | RoundTime=76.86s | TotalTime=1213.67s | Method=feddenoise
[Round 020/100] Acc=91.680 | Pure=94.511 | RoundTime=76.65s | TotalTime=1290.32s | Method=feddenoise
[Round 021/100] Acc=91.660 | Pure=94.298 | RoundTime=76.49s | TotalTime=1366.81s | Method=feddenoise
[Round 022/100] Acc=91.740 | Pure=94.891 | RoundTime=77.34s | TotalTime=1444.15s | Method=feddenoise
[Round 023/100] Acc=91.430 | Pure=91.645 | RoundTime=76.13s | TotalTime=1520.28s | Method=feddenoise
[Round 024/100] Acc=91.770 | Pure=95.699 | RoundTime=76.22s | TotalTime=1596.50s | Method=feddenoise
[Round 025/100] Acc=91.810 | Pure=92.752 | RoundTime=76.78s | TotalTime=1673.28s | Method=feddenoise
[Round 026/100] Acc=91.870 | Pure=95.794 | RoundTime=76.14s | TotalTime=1749.42s | Method=feddenoise
[Round 027/100] Acc=91.820 | Pure=94.690 | RoundTime=76.08s | TotalTime=1825.49s | Method=feddenoise
[Round 028/100] Acc=91.830 | Pure=92.681 | RoundTime=76.65s | TotalTime=1902.15s | Method=feddenoise
[Round 029/100] Acc=91.910 | Pure=94.672 | RoundTime=77.24s | TotalTime=1979.39s | Method=feddenoise
[Round 030/100] Acc=91.910 | Pure=93.998 | RoundTime=76.80s | TotalTime=2056.18s | Method=feddenoise
[Round 031/100] Acc=92.180 | Pure=94.593 | RoundTime=76.59s | TotalTime=2132.77s | Method=feddenoise
[Round 032/100] Acc=91.890 | Pure=91.431 | RoundTime=76.36s | TotalTime=2209.14s | Method=feddenoise
