====================================================================================================
Training started at: 2026-03-08 13:28:17
Result directory: results/fl_svhn/feddenoise
Result txt file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=median_noiseType=asymmetric_noiseMax=0.3_avg=weight_seed=0_20260308-132817.txt
Result log file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=median_noiseType=asymmetric_noiseMax=0.3_avg=weight_seed=0_20260308-132817.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: median
Noise type: asymmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.610 | Pure=83.329 | RoundTime=53.09s | TotalTime=53.09s | Method=feddenoise
[Round 002/100] Acc=77.290 | Pure=83.480 | RoundTime=53.14s | TotalTime=106.23s | Method=feddenoise
[Round 003/100] Acc=85.280 | Pure=84.335 | RoundTime=52.62s | TotalTime=158.85s | Method=feddenoise
[Round 004/100] Acc=86.190 | Pure=81.077 | RoundTime=51.85s | TotalTime=210.70s | Method=feddenoise
[Round 005/100] Acc=86.750 | Pure=81.347 | RoundTime=52.32s | TotalTime=263.02s | Method=feddenoise
[Round 006/100] Acc=88.940 | Pure=86.813 | RoundTime=52.25s | TotalTime=315.27s | Method=feddenoise
[Round 007/100] Acc=88.840 | Pure=83.098 | RoundTime=51.77s | TotalTime=367.04s | Method=feddenoise
[Round 008/100] Acc=89.190 | Pure=82.406 | RoundTime=52.22s | TotalTime=419.26s | Method=feddenoise
[Round 009/100] Acc=89.790 | Pure=85.259 | RoundTime=51.68s | TotalTime=470.94s | Method=feddenoise
[Round 010/100] Acc=89.840 | Pure=84.710 | RoundTime=51.46s | TotalTime=522.40s | Method=feddenoise
[Round 011/100] Acc=90.520 | Pure=93.675 | RoundTime=76.93s | TotalTime=599.33s | Method=feddenoise
[Round 012/100] Acc=90.100 | Pure=89.031 | RoundTime=76.39s | TotalTime=675.72s | Method=feddenoise
[Round 013/100] Acc=90.970 | Pure=94.395 | RoundTime=76.50s | TotalTime=752.22s | Method=feddenoise
[Round 014/100] Acc=90.900 | Pure=91.237 | RoundTime=76.57s | TotalTime=828.79s | Method=feddenoise
[Round 015/100] Acc=91.300 | Pure=94.602 | RoundTime=76.98s | TotalTime=905.77s | Method=feddenoise
[Round 016/100] Acc=91.500 | Pure=97.341 | RoundTime=76.96s | TotalTime=982.74s | Method=feddenoise
[Round 017/100] Acc=91.280 | Pure=93.314 | RoundTime=76.69s | TotalTime=1059.42s | Method=feddenoise
[Round 018/100] Acc=91.270 | Pure=92.932 | RoundTime=76.16s | TotalTime=1135.59s | Method=feddenoise
[Round 019/100] Acc=91.570 | Pure=92.817 | RoundTime=76.63s | TotalTime=1212.22s | Method=feddenoise
[Round 020/100] Acc=91.360 | Pure=91.327 | RoundTime=77.81s | TotalTime=1290.03s | Method=feddenoise
[Round 021/100] Acc=92.030 | Pure=95.141 | RoundTime=78.05s | TotalTime=1368.08s | Method=feddenoise
[Round 022/100] Acc=92.120 | Pure=96.289 | RoundTime=76.54s | TotalTime=1444.62s | Method=feddenoise
[Round 023/100] Acc=91.740 | Pure=90.906 | RoundTime=77.03s | TotalTime=1521.65s | Method=feddenoise
[Round 024/100] Acc=91.660 | Pure=91.927 | RoundTime=76.52s | TotalTime=1598.17s | Method=feddenoise
[Round 025/100] Acc=91.480 | Pure=90.785 | RoundTime=75.96s | TotalTime=1674.13s | Method=feddenoise
[Round 026/100] Acc=91.870 | Pure=93.641 | RoundTime=77.20s | TotalTime=1751.33s | Method=feddenoise
[Round 027/100] Acc=92.020 | Pure=94.158 | RoundTime=76.72s | TotalTime=1828.05s | Method=feddenoise
[Round 028/100] Acc=91.920 | Pure=92.608 | RoundTime=76.71s | TotalTime=1904.76s | Method=feddenoise
[Round 029/100] Acc=92.010 | Pure=92.604 | RoundTime=76.74s | TotalTime=1981.51s | Method=feddenoise
[Round 030/100] Acc=92.270 | Pure=95.266 | RoundTime=76.98s | TotalTime=2058.48s | Method=feddenoise
[Round 031/100] Acc=92.260 | Pure=92.702 | RoundTime=76.57s | TotalTime=2135.05s | Method=feddenoise
[Round 032/100] Acc=92.640 | Pure=97.755 | RoundTime=77.09s | TotalTime=2212.14s | Method=feddenoise
[Round 033/100] Acc=92.370 | Pure=93.458 | RoundTime=76.31s | TotalTime=2288.45s | Method=feddenoise
[Round 034/100] Acc=92.240 | Pure=93.654 | RoundTime=76.95s | TotalTime=2365.40s | Method=feddenoise
[Round 035/100] Acc=92.440 | Pure=95.517 | RoundTime=76.25s | TotalTime=2441.65s | Method=feddenoise
[Round 036/100] Acc=92.180 | Pure=92.836 | RoundTime=76.89s | TotalTime=2518.54s | Method=feddenoise
