====================================================================================================
Training started at: 2026-03-08 10:15:44
Result directory: results/fl_svhn/feddenoise
Result txt file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=most_sim_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-101544.txt
Result log file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=most_sim_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-101544.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: most_sim
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.590 | Pure=83.570 | RoundTime=53.28s | TotalTime=53.28s | Method=feddenoise
[Round 002/100] Acc=77.720 | Pure=80.890 | RoundTime=52.46s | TotalTime=105.74s | Method=feddenoise
[Round 003/100] Acc=85.290 | Pure=82.981 | RoundTime=51.81s | TotalTime=157.55s | Method=feddenoise
[Round 004/100] Acc=87.230 | Pure=84.877 | RoundTime=51.94s | TotalTime=209.49s | Method=feddenoise
[Round 005/100] Acc=88.040 | Pure=84.334 | RoundTime=51.81s | TotalTime=261.31s | Method=feddenoise
[Round 006/100] Acc=89.340 | Pure=87.962 | RoundTime=52.21s | TotalTime=313.52s | Method=feddenoise
[Round 007/100] Acc=88.810 | Pure=82.717 | RoundTime=51.51s | TotalTime=365.04s | Method=feddenoise
[Round 008/100] Acc=88.960 | Pure=83.573 | RoundTime=51.85s | TotalTime=416.89s | Method=feddenoise
[Round 009/100] Acc=89.310 | Pure=83.768 | RoundTime=53.00s | TotalTime=469.89s | Method=feddenoise
[Round 010/100] Acc=89.370 | Pure=82.634 | RoundTime=51.70s | TotalTime=521.59s | Method=feddenoise
[Round 011/100] Acc=90.250 | Pure=94.230 | RoundTime=76.80s | TotalTime=598.39s | Method=feddenoise
[Round 012/100] Acc=90.420 | Pure=91.501 | RoundTime=77.91s | TotalTime=676.30s | Method=feddenoise
[Round 013/100] Acc=90.630 | Pure=92.809 | RoundTime=76.94s | TotalTime=753.24s | Method=feddenoise
[Round 014/100] Acc=90.750 | Pure=94.895 | RoundTime=77.64s | TotalTime=830.88s | Method=feddenoise
[Round 015/100] Acc=91.150 | Pure=97.072 | RoundTime=77.36s | TotalTime=908.24s | Method=feddenoise
[Round 016/100] Acc=91.100 | Pure=93.674 | RoundTime=79.81s | TotalTime=988.05s | Method=feddenoise
[Round 017/100] Acc=90.880 | Pure=91.172 | RoundTime=76.99s | TotalTime=1065.04s | Method=feddenoise
[Round 018/100] Acc=91.250 | Pure=94.827 | RoundTime=78.17s | TotalTime=1143.21s | Method=feddenoise
[Round 019/100] Acc=91.710 | Pure=96.762 | RoundTime=77.32s | TotalTime=1220.53s | Method=feddenoise
[Round 020/100] Acc=91.480 | Pure=96.544 | RoundTime=78.23s | TotalTime=1298.76s | Method=feddenoise
[Round 021/100] Acc=91.590 | Pure=94.081 | RoundTime=78.60s | TotalTime=1377.35s | Method=feddenoise
[Round 022/100] Acc=91.770 | Pure=95.859 | RoundTime=78.35s | TotalTime=1455.70s | Method=feddenoise
[Round 023/100] Acc=91.640 | Pure=93.677 | RoundTime=76.03s | TotalTime=1531.73s | Method=feddenoise
[Round 024/100] Acc=91.450 | Pure=92.433 | RoundTime=76.36s | TotalTime=1608.10s | Method=feddenoise
[Round 025/100] Acc=91.430 | Pure=92.028 | RoundTime=77.58s | TotalTime=1685.68s | Method=feddenoise
[Round 026/100] Acc=91.630 | Pure=93.819 | RoundTime=76.79s | TotalTime=1762.48s | Method=feddenoise
[Round 027/100] Acc=91.620 | Pure=93.088 | RoundTime=77.85s | TotalTime=1840.33s | Method=feddenoise
[Round 028/100] Acc=91.730 | Pure=93.566 | RoundTime=77.64s | TotalTime=1917.97s | Method=feddenoise
[Round 029/100] Acc=91.910 | Pure=92.700 | RoundTime=78.63s | TotalTime=1996.61s | Method=feddenoise
[Round 030/100] Acc=91.960 | Pure=94.587 | RoundTime=77.00s | TotalTime=2073.61s | Method=feddenoise
[Round 031/100] Acc=92.150 | Pure=94.083 | RoundTime=76.57s | TotalTime=2150.18s | Method=feddenoise
[Round 032/100] Acc=92.060 | Pure=95.229 | RoundTime=76.97s | TotalTime=2227.15s | Method=feddenoise
[Round 033/100] Acc=91.890 | Pure=92.950 | RoundTime=77.60s | TotalTime=2304.75s | Method=feddenoise
[Round 034/100] Acc=92.170 | Pure=94.167 | RoundTime=78.20s | TotalTime=2382.95s | Method=feddenoise
[Round 035/100] Acc=92.180 | Pure=96.401 | RoundTime=77.02s | TotalTime=2459.97s | Method=feddenoise
[Round 036/100] Acc=92.080 | Pure=93.616 | RoundTime=77.32s | TotalTime=2537.29s | Method=feddenoise
[Round 037/100] Acc=92.390 | Pure=97.892 | RoundTime=77.60s | TotalTime=2614.89s | Method=feddenoise
[Round 038/100] Acc=92.250 | Pure=94.236 | RoundTime=78.53s | TotalTime=2693.42s | Method=feddenoise
[Round 039/100] Acc=92.340 | Pure=96.094 | RoundTime=76.78s | TotalTime=2770.20s | Method=feddenoise
[Round 040/100] Acc=92.350 | Pure=95.511 | RoundTime=77.51s | TotalTime=2847.71s | Method=feddenoise
[Round 041/100] Acc=92.300 | Pure=95.225 | RoundTime=76.79s | TotalTime=2924.51s | Method=feddenoise
[Round 042/100] Acc=92.350 | Pure=93.631 | RoundTime=78.72s | TotalTime=3003.23s | Method=feddenoise
[Round 043/100] Acc=92.360 | Pure=94.808 | RoundTime=77.37s | TotalTime=3080.60s | Method=feddenoise
[Round 044/100] Acc=92.340 | Pure=94.359 | RoundTime=78.12s | TotalTime=3158.73s | Method=feddenoise
[Round 045/100] Acc=92.690 | Pure=96.048 | RoundTime=76.97s | TotalTime=3235.70s | Method=feddenoise
[Round 046/100] Acc=92.210 | Pure=92.172 | RoundTime=76.49s | TotalTime=3312.19s | Method=feddenoise
[Round 047/100] Acc=92.210 | Pure=93.470 | RoundTime=76.44s | TotalTime=3388.63s | Method=feddenoise
[Round 048/100] Acc=92.010 | Pure=91.534 | RoundTime=78.20s | TotalTime=3466.83s | Method=feddenoise
[Round 049/100] Acc=92.380 | Pure=96.782 | RoundTime=77.36s | TotalTime=3544.19s | Method=feddenoise
[Round 050/100] Acc=92.230 | Pure=95.742 | RoundTime=77.36s | TotalTime=3621.55s | Method=feddenoise
[Round 051/100] Acc=92.260 | Pure=95.276 | RoundTime=78.44s | TotalTime=3700.00s | Method=feddenoise
[Round 052/100] Acc=92.550 | Pure=94.147 | RoundTime=76.66s | TotalTime=3776.66s | Method=feddenoise
[Round 053/100] Acc=92.840 | Pure=99.613 | RoundTime=77.21s | TotalTime=3853.87s | Method=feddenoise
[Round 054/100] Acc=92.270 | Pure=91.577 | RoundTime=78.05s | TotalTime=3931.92s | Method=feddenoise
