====================================================================================================
Training started at: 2026-03-08 10:15:45
Result directory: results/fl_svhn/feddenoise
Result txt file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=median_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-101545.txt
Result log file : results/fl_svhn/feddenoise/model=feddenoise_dataset=fl_svhn_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=median_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-101545.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: median
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=21.640 | Pure=87.639 | RoundTime=52.80s | TotalTime=52.80s | Method=feddenoise
[Round 002/100] Acc=77.740 | Pure=84.840 | RoundTime=52.56s | TotalTime=105.36s | Method=feddenoise
[Round 003/100] Acc=86.140 | Pure=85.701 | RoundTime=51.07s | TotalTime=156.42s | Method=feddenoise
[Round 004/100] Acc=87.640 | Pure=83.454 | RoundTime=52.12s | TotalTime=208.54s | Method=feddenoise
[Round 005/100] Acc=88.580 | Pure=87.636 | RoundTime=51.57s | TotalTime=260.12s | Method=feddenoise
[Round 006/100] Acc=89.070 | Pure=85.542 | RoundTime=52.61s | TotalTime=312.73s | Method=feddenoise
[Round 007/100] Acc=89.690 | Pure=86.399 | RoundTime=51.14s | TotalTime=363.86s | Method=feddenoise
[Round 008/100] Acc=89.450 | Pure=83.722 | RoundTime=52.12s | TotalTime=415.98s | Method=feddenoise
[Round 009/100] Acc=89.840 | Pure=85.553 | RoundTime=52.67s | TotalTime=468.65s | Method=feddenoise
[Round 010/100] Acc=89.590 | Pure=82.835 | RoundTime=51.89s | TotalTime=520.54s | Method=feddenoise
[Round 011/100] Acc=90.310 | Pure=94.677 | RoundTime=76.92s | TotalTime=597.46s | Method=feddenoise
[Round 012/100] Acc=90.880 | Pure=95.202 | RoundTime=76.45s | TotalTime=673.91s | Method=feddenoise
[Round 013/100] Acc=91.060 | Pure=95.640 | RoundTime=76.61s | TotalTime=750.53s | Method=feddenoise
[Round 014/100] Acc=91.230 | Pure=94.828 | RoundTime=76.28s | TotalTime=826.81s | Method=feddenoise
[Round 015/100] Acc=91.020 | Pure=92.963 | RoundTime=77.30s | TotalTime=904.11s | Method=feddenoise
[Round 016/100] Acc=91.050 | Pure=92.158 | RoundTime=79.13s | TotalTime=983.24s | Method=feddenoise
[Round 017/100] Acc=91.310 | Pure=95.607 | RoundTime=76.87s | TotalTime=1060.11s | Method=feddenoise
[Round 018/100] Acc=91.700 | Pure=95.488 | RoundTime=77.03s | TotalTime=1137.14s | Method=feddenoise
[Round 019/100] Acc=91.540 | Pure=94.247 | RoundTime=76.80s | TotalTime=1213.95s | Method=feddenoise
[Round 020/100] Acc=91.840 | Pure=94.326 | RoundTime=76.88s | TotalTime=1290.82s | Method=feddenoise
[Round 021/100] Acc=91.920 | Pure=95.999 | RoundTime=77.22s | TotalTime=1368.04s | Method=feddenoise
[Round 022/100] Acc=92.160 | Pure=95.760 | RoundTime=78.07s | TotalTime=1446.11s | Method=feddenoise
[Round 023/100] Acc=92.090 | Pure=94.254 | RoundTime=76.28s | TotalTime=1522.39s | Method=feddenoise
[Round 024/100] Acc=91.880 | Pure=92.724 | RoundTime=76.70s | TotalTime=1599.09s | Method=feddenoise
[Round 025/100] Acc=91.810 | Pure=93.593 | RoundTime=76.20s | TotalTime=1675.29s | Method=feddenoise
[Round 026/100] Acc=92.030 | Pure=94.554 | RoundTime=76.46s | TotalTime=1751.74s | Method=feddenoise
[Round 027/100] Acc=92.040 | Pure=93.882 | RoundTime=77.24s | TotalTime=1828.99s | Method=feddenoise
[Round 028/100] Acc=92.020 | Pure=95.774 | RoundTime=77.32s | TotalTime=1906.31s | Method=feddenoise
[Round 029/100] Acc=92.240 | Pure=94.152 | RoundTime=77.92s | TotalTime=1984.23s | Method=feddenoise
[Round 030/100] Acc=91.960 | Pure=91.597 | RoundTime=76.26s | TotalTime=2060.49s | Method=feddenoise
[Round 031/100] Acc=92.180 | Pure=95.551 | RoundTime=76.72s | TotalTime=2137.21s | Method=feddenoise
[Round 032/100] Acc=92.190 | Pure=94.693 | RoundTime=76.58s | TotalTime=2213.79s | Method=feddenoise
[Round 033/100] Acc=92.430 | Pure=96.614 | RoundTime=76.98s | TotalTime=2290.77s | Method=feddenoise
[Round 034/100] Acc=92.310 | Pure=92.039 | RoundTime=77.11s | TotalTime=2367.88s | Method=feddenoise
[Round 035/100] Acc=92.220 | Pure=94.461 | RoundTime=77.41s | TotalTime=2445.30s | Method=feddenoise
[Round 036/100] Acc=92.240 | Pure=94.714 | RoundTime=76.66s | TotalTime=2521.95s | Method=feddenoise
[Round 037/100] Acc=92.130 | Pure=94.161 | RoundTime=77.20s | TotalTime=2599.15s | Method=feddenoise
[Round 038/100] Acc=91.960 | Pure=93.529 | RoundTime=77.40s | TotalTime=2676.55s | Method=feddenoise
[Round 039/100] Acc=92.170 | Pure=93.187 | RoundTime=76.44s | TotalTime=2752.99s | Method=feddenoise
[Round 040/100] Acc=92.040 | Pure=95.242 | RoundTime=77.40s | TotalTime=2830.39s | Method=feddenoise
[Round 041/100] Acc=92.270 | Pure=95.003 | RoundTime=77.30s | TotalTime=2907.69s | Method=feddenoise
[Round 042/100] Acc=92.520 | Pure=97.435 | RoundTime=78.08s | TotalTime=2985.77s | Method=feddenoise
[Round 043/100] Acc=92.410 | Pure=95.624 | RoundTime=77.32s | TotalTime=3063.09s | Method=feddenoise
[Round 044/100] Acc=92.500 | Pure=93.798 | RoundTime=76.80s | TotalTime=3139.89s | Method=feddenoise
[Round 045/100] Acc=92.340 | Pure=94.670 | RoundTime=76.74s | TotalTime=3216.62s | Method=feddenoise
[Round 046/100] Acc=92.670 | Pure=95.918 | RoundTime=76.62s | TotalTime=3293.24s | Method=feddenoise
[Round 047/100] Acc=92.390 | Pure=91.998 | RoundTime=76.44s | TotalTime=3369.68s | Method=feddenoise
[Round 048/100] Acc=92.430 | Pure=94.559 | RoundTime=77.84s | TotalTime=3447.52s | Method=feddenoise
[Round 049/100] Acc=92.660 | Pure=97.197 | RoundTime=76.86s | TotalTime=3524.37s | Method=feddenoise
[Round 050/100] Acc=92.750 | Pure=95.339 | RoundTime=76.30s | TotalTime=3600.68s | Method=feddenoise
[Round 051/100] Acc=92.380 | Pure=92.998 | RoundTime=76.73s | TotalTime=3677.41s | Method=feddenoise
[Round 052/100] Acc=92.500 | Pure=95.212 | RoundTime=76.36s | TotalTime=3753.78s | Method=feddenoise
[Round 053/100] Acc=92.410 | Pure=96.017 | RoundTime=76.69s | TotalTime=3830.47s | Method=feddenoise
[Round 054/100] Acc=92.390 | Pure=95.447 | RoundTime=78.47s | TotalTime=3908.95s | Method=feddenoise
[Round 055/100] Acc=92.480 | Pure=95.991 | RoundTime=77.10s | TotalTime=3986.05s | Method=feddenoise
[Round 056/100] Acc=92.390 | Pure=95.479 | RoundTime=76.74s | TotalTime=4062.79s | Method=feddenoise
[Round 057/100] Acc=92.490 | Pure=93.488 | RoundTime=76.47s | TotalTime=4139.26s | Method=feddenoise
[Round 058/100] Acc=92.610 | Pure=94.858 | RoundTime=78.12s | TotalTime=4217.38s | Method=feddenoise
[Round 059/100] Acc=92.630 | Pure=94.386 | RoundTime=76.89s | TotalTime=4294.27s | Method=feddenoise
[Round 060/100] Acc=92.440 | Pure=94.850 | RoundTime=77.38s | TotalTime=4371.65s | Method=feddenoise
[Round 061/100] Acc=92.410 | Pure=92.773 | RoundTime=77.30s | TotalTime=4448.95s | Method=feddenoise
[Round 062/100] Acc=92.260 | Pure=94.214 | RoundTime=76.41s | TotalTime=4525.36s | Method=feddenoise
[Round 063/100] Acc=92.230 | Pure=93.307 | RoundTime=76.08s | TotalTime=4601.45s | Method=feddenoise
[Round 064/100] Acc=92.190 | Pure=95.548 | RoundTime=76.38s | TotalTime=4677.83s | Method=feddenoise
[Round 065/100] Acc=92.370 | Pure=93.043 | RoundTime=77.17s | TotalTime=4755.00s | Method=feddenoise
[Round 066/100] Acc=92.400 | Pure=93.888 | RoundTime=77.71s | TotalTime=4832.71s | Method=feddenoise
[Round 067/100] Acc=92.560 | Pure=96.794 | RoundTime=77.32s | TotalTime=4910.03s | Method=feddenoise
[Round 068/100] Acc=92.290 | Pure=92.492 | RoundTime=76.86s | TotalTime=4986.89s | Method=feddenoise
[Round 069/100] Acc=92.420 | Pure=94.968 | RoundTime=76.65s | TotalTime=5063.54s | Method=feddenoise
[Round 070/100] Acc=92.590 | Pure=96.373 | RoundTime=75.89s | TotalTime=5139.44s | Method=feddenoise
[Round 071/100] Acc=92.310 | Pure=92.093 | RoundTime=76.89s | TotalTime=5216.33s | Method=feddenoise
[Round 072/100] Acc=92.280 | Pure=93.167 | RoundTime=77.76s | TotalTime=5294.09s | Method=feddenoise
[Round 073/100] Acc=92.110 | Pure=91.291 | RoundTime=77.03s | TotalTime=5371.12s | Method=feddenoise
[Round 074/100] Acc=92.570 | Pure=96.403 | RoundTime=77.41s | TotalTime=5448.54s | Method=feddenoise
[Round 075/100] Acc=92.140 | Pure=92.156 | RoundTime=77.93s | TotalTime=5526.47s | Method=feddenoise
[Round 076/100] Acc=92.280 | Pure=91.349 | RoundTime=78.22s | TotalTime=5604.68s | Method=feddenoise
[Round 077/100] Acc=91.770 | Pure=89.842 | RoundTime=76.89s | TotalTime=5681.57s | Method=feddenoise
[Round 078/100] Acc=91.910 | Pure=92.390 | RoundTime=77.06s | TotalTime=5758.63s | Method=feddenoise
[Round 079/100] Acc=91.690 | Pure=89.530 | RoundTime=77.39s | TotalTime=5836.02s | Method=feddenoise
[Round 080/100] Acc=91.990 | Pure=91.741 | RoundTime=76.91s | TotalTime=5912.93s | Method=feddenoise
[Round 081/100] Acc=92.230 | Pure=95.291 | RoundTime=77.12s | TotalTime=5990.05s | Method=feddenoise
[Round 082/100] Acc=92.160 | Pure=94.858 | RoundTime=78.07s | TotalTime=6068.12s | Method=feddenoise
[Round 083/100] Acc=92.200 | Pure=94.102 | RoundTime=76.60s | TotalTime=6144.72s | Method=feddenoise
[Round 084/100] Acc=91.940 | Pure=95.049 | RoundTime=75.82s | TotalTime=6220.55s | Method=feddenoise
[Round 085/100] Acc=92.510 | Pure=96.594 | RoundTime=76.47s | TotalTime=6297.02s | Method=feddenoise
[Round 086/100] Acc=92.200 | Pure=93.121 | RoundTime=76.02s | TotalTime=6373.04s | Method=feddenoise
[Round 087/100] Acc=92.510 | Pure=95.461 | RoundTime=76.36s | TotalTime=6449.40s | Method=feddenoise
[Round 088/100] Acc=92.360 | Pure=93.535 | RoundTime=78.09s | TotalTime=6527.49s | Method=feddenoise
[Round 089/100] Acc=92.560 | Pure=95.804 | RoundTime=76.61s | TotalTime=6604.10s | Method=feddenoise
[Round 090/100] Acc=92.530 | Pure=93.644 | RoundTime=76.21s | TotalTime=6680.31s | Method=feddenoise
[Round 091/100] Acc=92.580 | Pure=95.501 | RoundTime=76.44s | TotalTime=6756.74s | Method=feddenoise
[Round 092/100] Acc=92.070 | Pure=92.552 | RoundTime=76.65s | TotalTime=6833.39s | Method=feddenoise
[Round 093/100] Acc=92.360 | Pure=94.379 | RoundTime=76.46s | TotalTime=6909.85s | Method=feddenoise
[Round 094/100] Acc=92.370 | Pure=92.853 | RoundTime=76.34s | TotalTime=6986.19s | Method=feddenoise
[Round 095/100] Acc=92.760 | Pure=96.640 | RoundTime=76.24s | TotalTime=7062.43s | Method=feddenoise
[Round 096/100] Acc=92.710 | Pure=97.783 | RoundTime=77.40s | TotalTime=7139.83s | Method=feddenoise
[Round 097/100] Acc=92.690 | Pure=95.243 | RoundTime=76.74s | TotalTime=7216.57s | Method=feddenoise
[Round 098/100] Acc=92.400 | Pure=94.599 | RoundTime=76.93s | TotalTime=7293.51s | Method=feddenoise
[Round 099/100] Acc=92.100 | Pure=93.161 | RoundTime=76.03s | TotalTime=7369.54s | Method=feddenoise
[Round 100/100] Acc=92.310 | Pure=93.658 | RoundTime=73.40s | TotalTime=7442.94s | Method=feddenoise
====================================================================================================
Training finished at: 2026-03-08 12:19:49
Total elapsed time: 7442.94s
Final Acc: 92.310
Best Acc : 92.760
Final Pure: 93.658
Best Pure : 97.783
====================================================================================================
