========================================================================================================================
Training started at: 2026-04-07 04:40:59
Result directory: results/fl_cifar10/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_mu-0.01
Result txt file : results/fl_cifar10/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260407-044059-263987_pid3952260.txt
Result log file : results/fl_cifar10/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260407-044059-263987_pid3952260.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.01
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=9.930 | RoundTime=34.87s | TotalTime=34.88s | Method=fedprox
[Round 002/210] Phase=standard | Stage=warmup | Acc=16.160 | RoundTime=34.97s | TotalTime=69.86s | Method=fedprox
[Round 003/210] Phase=standard | Stage=warmup | Acc=29.430 | RoundTime=34.84s | TotalTime=104.71s | Method=fedprox
[Round 004/210] Phase=standard | Stage=warmup | Acc=33.330 | RoundTime=34.62s | TotalTime=139.33s | Method=fedprox
[Round 005/210] Phase=standard | Stage=warmup | Acc=35.000 | RoundTime=34.75s | TotalTime=174.09s | Method=fedprox
[Round 006/210] Phase=standard | Stage=warmup | Acc=38.990 | RoundTime=35.24s | TotalTime=209.33s | Method=fedprox
[Round 007/210] Phase=standard | Stage=warmup | Acc=40.020 | RoundTime=34.98s | TotalTime=244.33s | Method=fedprox
[Round 008/210] Phase=standard | Stage=warmup | Acc=42.560 | RoundTime=34.67s | TotalTime=279.00s | Method=fedprox
[Round 009/210] Phase=standard | Stage=warmup | Acc=46.060 | RoundTime=34.93s | TotalTime=313.94s | Method=fedprox
[Round 010/210] Phase=standard | Stage=warmup | Acc=45.480 | RoundTime=34.56s | TotalTime=348.51s | Method=fedprox
[Round 011/210] Phase=standard | Stage=warmup | Acc=48.430 | RoundTime=34.99s | TotalTime=383.50s | Method=fedprox
[Round 012/210] Phase=standard | Stage=warmup | Acc=51.270 | RoundTime=34.60s | TotalTime=418.11s | Method=fedprox
[Round 013/210] Phase=standard | Stage=warmup | Acc=51.120 | RoundTime=35.70s | TotalTime=453.82s | Method=fedprox
[Round 014/210] Phase=standard | Stage=warmup | Acc=53.220 | RoundTime=36.43s | TotalTime=490.25s | Method=fedprox
[Round 015/210] Phase=standard | Stage=warmup | Acc=53.510 | RoundTime=35.48s | TotalTime=525.74s | Method=fedprox
[Round 016/210] Phase=standard | Stage=warmup | Acc=54.650 | RoundTime=34.70s | TotalTime=560.45s | Method=fedprox
[Round 017/210] Phase=standard | Stage=warmup | Acc=55.940 | RoundTime=34.86s | TotalTime=595.32s | Method=fedprox
[Round 018/210] Phase=standard | Stage=warmup | Acc=57.110 | RoundTime=35.24s | TotalTime=630.57s | Method=fedprox
[Round 019/210] Phase=standard | Stage=warmup | Acc=56.280 | RoundTime=36.40s | TotalTime=666.98s | Method=fedprox
[Round 020/210] Phase=standard | Stage=warmup | Acc=57.100 | RoundTime=34.69s | TotalTime=701.68s | Method=fedprox
[Round 021/210] Phase=standard | Stage=warmup | Acc=58.200 | RoundTime=34.98s | TotalTime=736.66s | Method=fedprox
[Round 022/210] Phase=standard | Stage=warmup | Acc=58.790 | RoundTime=36.05s | TotalTime=772.72s | Method=fedprox
[Round 023/210] Phase=standard | Stage=warmup | Acc=60.040 | RoundTime=34.72s | TotalTime=807.44s | Method=fedprox
[Round 024/210] Phase=standard | Stage=warmup | Acc=60.890 | RoundTime=35.22s | TotalTime=842.67s | Method=fedprox
[Round 025/210] Phase=standard | Stage=warmup | Acc=61.210 | RoundTime=34.91s | TotalTime=877.58s | Method=fedprox
[Round 026/210] Phase=standard | Stage=warmup | Acc=60.950 | RoundTime=35.29s | TotalTime=912.89s | Method=fedprox
[Round 027/210] Phase=standard | Stage=warmup | Acc=61.620 | RoundTime=35.03s | TotalTime=947.93s | Method=fedprox
[Round 028/210] Phase=standard | Stage=warmup | Acc=63.080 | RoundTime=35.07s | TotalTime=983.01s | Method=fedprox
[Round 029/210] Phase=standard | Stage=warmup | Acc=62.930 | RoundTime=34.84s | TotalTime=1017.86s | Method=fedprox
[Round 030/210] Phase=standard | Stage=warmup | Acc=62.520 | RoundTime=35.16s | TotalTime=1053.04s | Method=fedprox
[Round 031/210] Phase=standard | Stage=warmup | Acc=62.960 | RoundTime=33.07s | TotalTime=1086.12s | Method=fedprox
[Round 032/210] Phase=standard | Stage=warmup | Acc=63.600 | RoundTime=23.51s | TotalTime=1109.63s | Method=fedprox
[Round 033/210] Phase=standard | Stage=warmup | Acc=65.370 | RoundTime=24.80s | TotalTime=1134.44s | Method=fedprox
[Round 034/210] Phase=standard | Stage=warmup | Acc=65.930 | RoundTime=24.71s | TotalTime=1159.16s | Method=fedprox
[Round 035/210] Phase=standard | Stage=warmup | Acc=66.410 | RoundTime=35.48s | TotalTime=1194.65s | Method=fedprox
[Round 036/210] Phase=standard | Stage=warmup | Acc=67.320 | RoundTime=35.33s | TotalTime=1229.99s | Method=fedprox
[Round 037/210] Phase=standard | Stage=warmup | Acc=66.750 | RoundTime=35.55s | TotalTime=1265.55s | Method=fedprox
[Round 038/210] Phase=standard | Stage=warmup | Acc=66.310 | RoundTime=35.03s | TotalTime=1300.59s | Method=fedprox
[Round 039/210] Phase=standard | Stage=warmup | Acc=67.900 | RoundTime=35.54s | TotalTime=1336.13s | Method=fedprox
[Round 040/210] Phase=standard | Stage=warmup | Acc=68.280 | RoundTime=35.65s | TotalTime=1371.79s | Method=fedprox
[Round 041/210] Phase=standard | Stage=warmup | Acc=68.760 | RoundTime=35.42s | TotalTime=1407.22s | Method=fedprox
[Round 042/210] Phase=standard | Stage=warmup | Acc=67.960 | RoundTime=35.54s | TotalTime=1442.77s | Method=fedprox
[Round 043/210] Phase=standard | Stage=warmup | Acc=69.180 | RoundTime=34.93s | TotalTime=1477.71s | Method=fedprox
[Round 044/210] Phase=standard | Stage=warmup | Acc=69.210 | RoundTime=35.88s | TotalTime=1513.59s | Method=fedprox
[Round 045/210] Phase=standard | Stage=warmup | Acc=68.840 | RoundTime=35.03s | TotalTime=1548.63s | Method=fedprox
[Round 046/210] Phase=standard | Stage=warmup | Acc=71.110 | RoundTime=34.94s | TotalTime=1583.58s | Method=fedprox
[Round 047/210] Phase=standard | Stage=warmup | Acc=70.910 | RoundTime=35.25s | TotalTime=1618.85s | Method=fedprox
[Round 048/210] Phase=standard | Stage=warmup | Acc=70.540 | RoundTime=36.27s | TotalTime=1655.13s | Method=fedprox
[Round 049/210] Phase=standard | Stage=warmup | Acc=71.500 | RoundTime=35.89s | TotalTime=1691.02s | Method=fedprox
[Round 050/210] Phase=standard | Stage=warmup | Acc=72.000 | RoundTime=35.85s | TotalTime=1726.89s | Method=fedprox
[Round 051/210] Phase=standard | Stage=warmup | Acc=71.600 | RoundTime=35.17s | TotalTime=1762.07s | Method=fedprox
[Round 052/210] Phase=standard | Stage=warmup | Acc=72.950 | RoundTime=35.04s | TotalTime=1797.12s | Method=fedprox
[Round 053/210] Phase=standard | Stage=warmup | Acc=71.770 | RoundTime=35.12s | TotalTime=1832.25s | Method=fedprox
[Round 054/210] Phase=standard | Stage=warmup | Acc=71.180 | RoundTime=35.09s | TotalTime=1867.35s | Method=fedprox
[Round 055/210] Phase=standard | Stage=warmup | Acc=71.960 | RoundTime=34.89s | TotalTime=1902.25s | Method=fedprox
[Round 056/210] Phase=standard | Stage=warmup | Acc=73.870 | RoundTime=36.77s | TotalTime=1939.03s | Method=fedprox
[Round 057/210] Phase=standard | Stage=warmup | Acc=72.720 | RoundTime=35.03s | TotalTime=1974.07s | Method=fedprox
