====================================================================================================
Training started at: 2026-03-14 14:23:03
Result directory: results/fl_svhn/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3
Result txt file : results/fl_svhn/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3/fedprox_fl_svhn_20260314-142303.txt
Result log file : results/fl_svhn/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3/fedprox_fl_svhn_20260314-142303.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.590 | RoundTime=87.32s | TotalTime=87.32s | Method=fedprox
[Round 002/100] Acc=16.180 | RoundTime=61.58s | TotalTime=148.90s | Method=fedprox
[Round 003/100] Acc=48.410 | RoundTime=53.07s | TotalTime=201.98s | Method=fedprox
[Round 004/100] Acc=56.100 | RoundTime=53.26s | TotalTime=255.23s | Method=fedprox
[Round 005/100] Acc=56.250 | RoundTime=53.85s | TotalTime=309.08s | Method=fedprox
[Round 006/100] Acc=54.890 | RoundTime=53.48s | TotalTime=362.57s | Method=fedprox
[Round 007/100] Acc=54.640 | RoundTime=55.35s | TotalTime=417.91s | Method=fedprox
[Round 008/100] Acc=54.990 | RoundTime=54.18s | TotalTime=472.10s | Method=fedprox
[Round 009/100] Acc=50.350 | RoundTime=53.35s | TotalTime=525.45s | Method=fedprox
[Round 010/100] Acc=43.450 | RoundTime=52.77s | TotalTime=578.22s | Method=fedprox
[Round 011/100] Acc=48.990 | RoundTime=52.84s | TotalTime=631.07s | Method=fedprox
[Round 012/100] Acc=49.670 | RoundTime=53.61s | TotalTime=684.67s | Method=fedprox
[Round 013/100] Acc=48.890 | RoundTime=53.95s | TotalTime=738.63s | Method=fedprox
[Round 014/100] Acc=50.230 | RoundTime=53.97s | TotalTime=792.60s | Method=fedprox
[Round 015/100] Acc=43.780 | RoundTime=53.32s | TotalTime=845.91s | Method=fedprox
[Round 016/100] Acc=46.320 | RoundTime=53.98s | TotalTime=899.89s | Method=fedprox
[Round 017/100] Acc=51.440 | RoundTime=53.16s | TotalTime=953.05s | Method=fedprox
[Round 018/100] Acc=50.150 | RoundTime=53.66s | TotalTime=1006.71s | Method=fedprox
[Round 019/100] Acc=44.450 | RoundTime=53.73s | TotalTime=1060.44s | Method=fedprox
[Round 020/100] Acc=48.450 | RoundTime=53.03s | TotalTime=1113.47s | Method=fedprox
[Round 021/100] Acc=46.820 | RoundTime=54.22s | TotalTime=1167.70s | Method=fedprox
[Round 022/100] Acc=47.810 | RoundTime=53.51s | TotalTime=1221.21s | Method=fedprox
[Round 023/100] Acc=44.300 | RoundTime=56.25s | TotalTime=1277.46s | Method=fedprox
[Round 024/100] Acc=45.690 | RoundTime=53.61s | TotalTime=1331.07s | Method=fedprox
[Round 025/100] Acc=48.340 | RoundTime=55.72s | TotalTime=1386.79s | Method=fedprox
[Round 026/100] Acc=55.790 | RoundTime=57.42s | TotalTime=1444.21s | Method=fedprox
[Round 027/100] Acc=47.800 | RoundTime=54.17s | TotalTime=1498.38s | Method=fedprox
[Round 028/100] Acc=46.660 | RoundTime=54.08s | TotalTime=1552.45s | Method=fedprox
[Round 029/100] Acc=55.620 | RoundTime=55.09s | TotalTime=1607.54s | Method=fedprox
[Round 030/100] Acc=54.950 | RoundTime=54.69s | TotalTime=1662.23s | Method=fedprox
[Round 031/100] Acc=53.420 | RoundTime=53.97s | TotalTime=1716.20s | Method=fedprox
[Round 032/100] Acc=60.110 | RoundTime=54.82s | TotalTime=1771.03s | Method=fedprox
[Round 033/100] Acc=47.020 | RoundTime=54.23s | TotalTime=1825.26s | Method=fedprox
[Round 034/100] Acc=52.400 | RoundTime=53.20s | TotalTime=1878.45s | Method=fedprox
[Round 035/100] Acc=55.070 | RoundTime=54.17s | TotalTime=1932.63s | Method=fedprox
[Round 036/100] Acc=54.890 | RoundTime=53.67s | TotalTime=1986.29s | Method=fedprox
[Round 037/100] Acc=54.160 | RoundTime=53.96s | TotalTime=2040.26s | Method=fedprox
[Round 038/100] Acc=47.670 | RoundTime=53.88s | TotalTime=2094.13s | Method=fedprox
[Round 039/100] Acc=46.220 | RoundTime=54.66s | TotalTime=2148.79s | Method=fedprox
[Round 040/100] Acc=54.830 | RoundTime=54.86s | TotalTime=2203.65s | Method=fedprox
[Round 041/100] Acc=53.240 | RoundTime=54.79s | TotalTime=2258.44s | Method=fedprox
[Round 042/100] Acc=44.460 | RoundTime=53.69s | TotalTime=2312.13s | Method=fedprox
[Round 043/100] Acc=45.460 | RoundTime=53.90s | TotalTime=2366.03s | Method=fedprox
[Round 044/100] Acc=47.160 | RoundTime=53.63s | TotalTime=2419.65s | Method=fedprox
[Round 045/100] Acc=55.120 | RoundTime=55.33s | TotalTime=2474.99s | Method=fedprox
[Round 046/100] Acc=52.820 | RoundTime=54.74s | TotalTime=2529.73s | Method=fedprox
[Round 047/100] Acc=49.980 | RoundTime=53.78s | TotalTime=2583.51s | Method=fedprox
[Round 048/100] Acc=55.650 | RoundTime=54.30s | TotalTime=2637.82s | Method=fedprox
[Round 049/100] Acc=47.300 | RoundTime=53.02s | TotalTime=2690.84s | Method=fedprox
[Round 050/100] Acc=51.680 | RoundTime=53.35s | TotalTime=2744.19s | Method=fedprox
[Round 051/100] Acc=51.690 | RoundTime=54.12s | TotalTime=2798.31s | Method=fedprox
[Round 052/100] Acc=53.390 | RoundTime=53.63s | TotalTime=2851.94s | Method=fedprox
[Round 053/100] Acc=56.070 | RoundTime=52.01s | TotalTime=2903.95s | Method=fedprox
[Round 054/100] Acc=53.060 | RoundTime=52.98s | TotalTime=2956.93s | Method=fedprox
[Round 055/100] Acc=53.660 | RoundTime=53.00s | TotalTime=3009.93s | Method=fedprox
[Round 056/100] Acc=52.530 | RoundTime=52.77s | TotalTime=3062.70s | Method=fedprox
[Round 057/100] Acc=40.620 | RoundTime=52.80s | TotalTime=3115.50s | Method=fedprox
[Round 058/100] Acc=46.910 | RoundTime=54.17s | TotalTime=3169.67s | Method=fedprox
[Round 059/100] Acc=50.510 | RoundTime=52.35s | TotalTime=3222.02s | Method=fedprox
[Round 060/100] Acc=55.680 | RoundTime=52.85s | TotalTime=3274.87s | Method=fedprox
[Round 061/100] Acc=54.350 | RoundTime=52.04s | TotalTime=3326.91s | Method=fedprox
[Round 062/100] Acc=54.840 | RoundTime=53.36s | TotalTime=3380.27s | Method=fedprox
[Round 063/100] Acc=54.110 | RoundTime=54.00s | TotalTime=3434.27s | Method=fedprox
[Round 064/100] Acc=53.300 | RoundTime=52.46s | TotalTime=3486.73s | Method=fedprox
[Round 065/100] Acc=54.220 | RoundTime=52.72s | TotalTime=3539.45s | Method=fedprox
[Round 066/100] Acc=48.500 | RoundTime=52.90s | TotalTime=3592.35s | Method=fedprox
[Round 067/100] Acc=52.680 | RoundTime=53.25s | TotalTime=3645.61s | Method=fedprox
[Round 068/100] Acc=56.080 | RoundTime=53.17s | TotalTime=3698.78s | Method=fedprox
[Round 069/100] Acc=55.580 | RoundTime=52.19s | TotalTime=3750.97s | Method=fedprox
[Round 070/100] Acc=54.200 | RoundTime=52.90s | TotalTime=3803.87s | Method=fedprox
[Round 071/100] Acc=55.290 | RoundTime=51.85s | TotalTime=3855.72s | Method=fedprox
[Round 072/100] Acc=56.530 | RoundTime=53.25s | TotalTime=3908.97s | Method=fedprox
[Round 073/100] Acc=52.880 | RoundTime=53.09s | TotalTime=3962.06s | Method=fedprox
[Round 074/100] Acc=53.510 | RoundTime=51.92s | TotalTime=4013.99s | Method=fedprox
[Round 075/100] Acc=48.150 | RoundTime=52.77s | TotalTime=4066.75s | Method=fedprox
[Round 076/100] Acc=46.900 | RoundTime=53.26s | TotalTime=4120.01s | Method=fedprox
[Round 077/100] Acc=50.630 | RoundTime=53.13s | TotalTime=4173.14s | Method=fedprox
[Round 078/100] Acc=50.250 | RoundTime=53.51s | TotalTime=4226.65s | Method=fedprox
[Round 079/100] Acc=48.270 | RoundTime=52.81s | TotalTime=4279.46s | Method=fedprox
[Round 080/100] Acc=52.700 | RoundTime=52.08s | TotalTime=4331.54s | Method=fedprox
[Round 081/100] Acc=44.800 | RoundTime=52.71s | TotalTime=4384.25s | Method=fedprox
[Round 082/100] Acc=53.700 | RoundTime=52.37s | TotalTime=4436.62s | Method=fedprox
[Round 083/100] Acc=51.730 | RoundTime=53.92s | TotalTime=4490.54s | Method=fedprox
