====================================================================================================
Training started at: 2026-03-27 06:04:36
Result directory: results/fl_svhn/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-most_sim_dr-0.3
Result txt file : results/fl_svhn/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-most_sim_dr-0.3/feddenoise_fl_svhn_20260327-060436-057726_pid694597.txt
Result log file : results/fl_svhn/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-most_sim_dr-0.3/feddenoise_fl_svhn_20260327-060436-057726_pid694597.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.3
Denoise strategy: most_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=17.040 | Pure=70.094 | RoundTime=34.65s | TotalTime=34.65s | Method=feddenoise
[Round 002/100] Acc=38.330 | Pure=70.199 | RoundTime=34.80s | TotalTime=69.45s | Method=feddenoise
[Round 003/100] Acc=63.290 | Pure=70.148 | RoundTime=32.53s | TotalTime=101.97s | Method=feddenoise
[Round 004/100] Acc=72.460 | Pure=70.099 | RoundTime=35.31s | TotalTime=137.28s | Method=feddenoise
[Round 005/100] Acc=70.070 | Pure=70.117 | RoundTime=34.76s | TotalTime=172.04s | Method=feddenoise
[Round 006/100] Acc=73.470 | Pure=70.095 | RoundTime=34.63s | TotalTime=206.67s | Method=feddenoise
[Round 007/100] Acc=70.850 | Pure=70.130 | RoundTime=34.67s | TotalTime=241.34s | Method=feddenoise
[Round 008/100] Acc=74.160 | Pure=70.076 | RoundTime=35.57s | TotalTime=276.91s | Method=feddenoise
[Round 009/100] Acc=73.650 | Pure=70.120 | RoundTime=34.55s | TotalTime=311.46s | Method=feddenoise
[Round 010/100] Acc=71.760 | Pure=70.108 | RoundTime=35.32s | TotalTime=346.78s | Method=feddenoise
[Round 011/100] Acc=76.280 | Pure=81.687 | RoundTime=48.78s | TotalTime=395.56s | Method=feddenoise
[Round 012/100] Acc=71.730 | Pure=85.923 | RoundTime=49.75s | TotalTime=445.31s | Method=feddenoise
[Round 013/100] Acc=77.820 | Pure=85.303 | RoundTime=49.61s | TotalTime=494.91s | Method=feddenoise
[Round 014/100] Acc=75.780 | Pure=84.331 | RoundTime=49.82s | TotalTime=544.73s | Method=feddenoise
[Round 015/100] Acc=75.930 | Pure=82.266 | RoundTime=49.71s | TotalTime=594.44s | Method=feddenoise
[Round 016/100] Acc=73.880 | Pure=84.635 | RoundTime=48.57s | TotalTime=643.02s | Method=feddenoise
[Round 017/100] Acc=72.230 | Pure=83.989 | RoundTime=49.39s | TotalTime=692.40s | Method=feddenoise
[Round 018/100] Acc=77.090 | Pure=85.024 | RoundTime=49.49s | TotalTime=741.90s | Method=feddenoise
[Round 019/100] Acc=77.740 | Pure=82.838 | RoundTime=49.49s | TotalTime=791.38s | Method=feddenoise
[Round 020/100] Acc=77.800 | Pure=80.408 | RoundTime=51.21s | TotalTime=842.60s | Method=feddenoise
[Round 021/100] Acc=73.730 | Pure=87.635 | RoundTime=48.20s | TotalTime=890.80s | Method=feddenoise
[Round 022/100] Acc=77.140 | Pure=87.190 | RoundTime=50.63s | TotalTime=941.43s | Method=feddenoise
[Round 023/100] Acc=77.930 | Pure=86.396 | RoundTime=49.71s | TotalTime=991.14s | Method=feddenoise
[Round 024/100] Acc=76.100 | Pure=88.691 | RoundTime=48.93s | TotalTime=1040.07s | Method=feddenoise
[Round 025/100] Acc=71.930 | Pure=91.325 | RoundTime=49.52s | TotalTime=1089.59s | Method=feddenoise
[Round 026/100] Acc=79.890 | Pure=86.629 | RoundTime=47.25s | TotalTime=1136.83s | Method=feddenoise
[Round 027/100] Acc=73.660 | Pure=88.740 | RoundTime=47.45s | TotalTime=1184.28s | Method=feddenoise
[Round 028/100] Acc=78.000 | Pure=86.939 | RoundTime=49.62s | TotalTime=1233.90s | Method=feddenoise
[Round 029/100] Acc=78.370 | Pure=88.164 | RoundTime=49.80s | TotalTime=1283.70s | Method=feddenoise
[Round 030/100] Acc=77.050 | Pure=89.369 | RoundTime=48.06s | TotalTime=1331.76s | Method=feddenoise
[Round 031/100] Acc=78.700 | Pure=88.793 | RoundTime=47.91s | TotalTime=1379.67s | Method=feddenoise
[Round 032/100] Acc=79.820 | Pure=90.126 | RoundTime=50.73s | TotalTime=1430.40s | Method=feddenoise
[Round 033/100] Acc=78.690 | Pure=87.338 | RoundTime=49.96s | TotalTime=1480.35s | Method=feddenoise
[Round 034/100] Acc=76.490 | Pure=89.070 | RoundTime=48.94s | TotalTime=1529.29s | Method=feddenoise
[Round 035/100] Acc=79.820 | Pure=90.064 | RoundTime=48.25s | TotalTime=1577.54s | Method=feddenoise
[Round 036/100] Acc=81.680 | Pure=87.993 | RoundTime=50.76s | TotalTime=1628.30s | Method=feddenoise
[Round 037/100] Acc=80.040 | Pure=86.829 | RoundTime=48.05s | TotalTime=1676.36s | Method=feddenoise
[Round 038/100] Acc=79.070 | Pure=88.104 | RoundTime=49.90s | TotalTime=1726.25s | Method=feddenoise
[Round 039/100] Acc=78.850 | Pure=86.505 | RoundTime=49.27s | TotalTime=1775.53s | Method=feddenoise
[Round 040/100] Acc=79.900 | Pure=90.331 | RoundTime=49.72s | TotalTime=1825.25s | Method=feddenoise
[Round 041/100] Acc=83.450 | Pure=87.496 | RoundTime=47.23s | TotalTime=1872.48s | Method=feddenoise
[Round 042/100] Acc=82.060 | Pure=87.681 | RoundTime=49.40s | TotalTime=1921.88s | Method=feddenoise
[Round 043/100] Acc=80.690 | Pure=88.914 | RoundTime=48.83s | TotalTime=1970.71s | Method=feddenoise
[Round 044/100] Acc=81.250 | Pure=87.541 | RoundTime=48.48s | TotalTime=2019.19s | Method=feddenoise
[Round 045/100] Acc=80.930 | Pure=89.994 | RoundTime=49.95s | TotalTime=2069.14s | Method=feddenoise
[Round 046/100] Acc=82.180 | Pure=86.861 | RoundTime=49.09s | TotalTime=2118.23s | Method=feddenoise
[Round 047/100] Acc=79.600 | Pure=89.685 | RoundTime=53.32s | TotalTime=2171.56s | Method=feddenoise
[Round 048/100] Acc=81.780 | Pure=88.447 | RoundTime=49.37s | TotalTime=2220.93s | Method=feddenoise
[Round 049/100] Acc=77.740 | Pure=90.193 | RoundTime=52.05s | TotalTime=2272.98s | Method=feddenoise
[Round 050/100] Acc=83.390 | Pure=85.989 | RoundTime=53.30s | TotalTime=2326.27s | Method=feddenoise
[Round 051/100] Acc=78.660 | Pure=91.252 | RoundTime=49.41s | TotalTime=2375.69s | Method=feddenoise
[Round 052/100] Acc=81.930 | Pure=91.655 | RoundTime=50.05s | TotalTime=2425.74s | Method=feddenoise
[Round 053/100] Acc=84.360 | Pure=91.141 | RoundTime=46.97s | TotalTime=2472.71s | Method=feddenoise
[Round 054/100] Acc=82.230 | Pure=90.383 | RoundTime=49.58s | TotalTime=2522.29s | Method=feddenoise
[Round 055/100] Acc=83.100 | Pure=90.430 | RoundTime=49.73s | TotalTime=2572.02s | Method=feddenoise
[Round 056/100] Acc=82.030 | Pure=90.264 | RoundTime=48.96s | TotalTime=2620.98s | Method=feddenoise
[Round 057/100] Acc=82.720 | Pure=91.426 | RoundTime=48.27s | TotalTime=2669.25s | Method=feddenoise
[Round 058/100] Acc=83.900 | Pure=91.162 | RoundTime=49.74s | TotalTime=2718.99s | Method=feddenoise
[Round 059/100] Acc=83.390 | Pure=89.350 | RoundTime=49.09s | TotalTime=2768.08s | Method=feddenoise
[Round 060/100] Acc=82.860 | Pure=91.040 | RoundTime=48.54s | TotalTime=2816.62s | Method=feddenoise
