====================================================================================================
Training started at: 2026-03-15 03:57:20
Result directory: results/fl_cifar100/feddenoise/pm-dir_a-0.1_nm-uni_nr-0.3
Result txt file : results/fl_cifar100/feddenoise/pm-dir_a-0.1_nm-uni_nr-0.3/feddenoise_fl_cifar100_20260315-035720.txt
Result log file : results/fl_cifar100/feddenoise/pm-dir_a-0.1_nm-uni_nr-0.3/feddenoise_fl_cifar100_20260315-035720.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: asymmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: most_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | Pure=69.992 | RoundTime=36.78s | TotalTime=36.78s | Method=feddenoise
[Round 002/100] Acc=1.000 | Pure=69.978 | RoundTime=35.05s | TotalTime=71.83s | Method=feddenoise
[Round 003/100] Acc=2.650 | Pure=69.995 | RoundTime=36.01s | TotalTime=107.84s | Method=feddenoise
[Round 004/100] Acc=4.560 | Pure=70.004 | RoundTime=34.81s | TotalTime=142.65s | Method=feddenoise
[Round 005/100] Acc=5.730 | Pure=70.008 | RoundTime=36.20s | TotalTime=178.85s | Method=feddenoise
[Round 006/100] Acc=8.130 | Pure=70.018 | RoundTime=35.91s | TotalTime=214.76s | Method=feddenoise
[Round 007/100] Acc=9.840 | Pure=70.001 | RoundTime=36.88s | TotalTime=251.64s | Method=feddenoise
[Round 008/100] Acc=10.120 | Pure=69.981 | RoundTime=35.33s | TotalTime=286.97s | Method=feddenoise
[Round 009/100] Acc=10.150 | Pure=70.012 | RoundTime=35.54s | TotalTime=322.51s | Method=feddenoise
[Round 010/100] Acc=11.480 | Pure=70.000 | RoundTime=36.94s | TotalTime=359.45s | Method=feddenoise
[Round 011/100] Acc=12.640 | Pure=70.482 | RoundTime=50.46s | TotalTime=409.91s | Method=feddenoise
[Round 012/100] Acc=13.160 | Pure=70.890 | RoundTime=50.07s | TotalTime=459.98s | Method=feddenoise
[Round 013/100] Acc=12.250 | Pure=70.914 | RoundTime=50.23s | TotalTime=510.22s | Method=feddenoise
[Round 014/100] Acc=13.950 | Pure=69.707 | RoundTime=51.05s | TotalTime=561.27s | Method=feddenoise
[Round 015/100] Acc=11.750 | Pure=70.001 | RoundTime=51.67s | TotalTime=612.94s | Method=feddenoise
[Round 016/100] Acc=12.750 | Pure=70.759 | RoundTime=51.61s | TotalTime=664.55s | Method=feddenoise
[Round 017/100] Acc=13.970 | Pure=70.308 | RoundTime=51.47s | TotalTime=716.02s | Method=feddenoise
[Round 018/100] Acc=15.050 | Pure=69.713 | RoundTime=52.81s | TotalTime=768.83s | Method=feddenoise
[Round 019/100] Acc=14.690 | Pure=70.545 | RoundTime=52.44s | TotalTime=821.27s | Method=feddenoise
[Round 020/100] Acc=16.040 | Pure=70.852 | RoundTime=51.59s | TotalTime=872.86s | Method=feddenoise
[Round 021/100] Acc=16.280 | Pure=70.951 | RoundTime=52.32s | TotalTime=925.18s | Method=feddenoise
[Round 022/100] Acc=16.020 | Pure=70.782 | RoundTime=51.49s | TotalTime=976.67s | Method=feddenoise
[Round 023/100] Acc=16.940 | Pure=69.972 | RoundTime=51.25s | TotalTime=1027.92s | Method=feddenoise
[Round 024/100] Acc=17.650 | Pure=70.758 | RoundTime=52.83s | TotalTime=1080.76s | Method=feddenoise
[Round 025/100] Acc=16.920 | Pure=70.869 | RoundTime=51.57s | TotalTime=1132.33s | Method=feddenoise
[Round 026/100] Acc=16.420 | Pure=71.605 | RoundTime=51.94s | TotalTime=1184.27s | Method=feddenoise
[Round 027/100] Acc=17.550 | Pure=70.881 | RoundTime=52.20s | TotalTime=1236.46s | Method=feddenoise
[Round 028/100] Acc=17.260 | Pure=70.495 | RoundTime=52.64s | TotalTime=1289.10s | Method=feddenoise
[Round 029/100] Acc=16.580 | Pure=71.331 | RoundTime=53.55s | TotalTime=1342.65s | Method=feddenoise
[Round 030/100] Acc=17.650 | Pure=71.505 | RoundTime=52.86s | TotalTime=1395.51s | Method=feddenoise
[Round 031/100] Acc=17.030 | Pure=70.890 | RoundTime=51.78s | TotalTime=1447.29s | Method=feddenoise
[Round 032/100] Acc=17.830 | Pure=70.985 | RoundTime=52.09s | TotalTime=1499.38s | Method=feddenoise
[Round 033/100] Acc=17.830 | Pure=70.725 | RoundTime=51.99s | TotalTime=1551.37s | Method=feddenoise
[Round 034/100] Acc=16.380 | Pure=70.573 | RoundTime=53.33s | TotalTime=1604.69s | Method=feddenoise
[Round 035/100] Acc=17.280 | Pure=71.109 | RoundTime=52.40s | TotalTime=1657.09s | Method=feddenoise
[Round 036/100] Acc=18.860 | Pure=70.699 | RoundTime=52.34s | TotalTime=1709.43s | Method=feddenoise
[Round 037/100] Acc=18.760 | Pure=69.876 | RoundTime=52.84s | TotalTime=1762.28s | Method=feddenoise
[Round 038/100] Acc=18.740 | Pure=70.491 | RoundTime=52.75s | TotalTime=1815.02s | Method=feddenoise
[Round 039/100] Acc=17.900 | Pure=70.810 | RoundTime=51.86s | TotalTime=1866.88s | Method=feddenoise
[Round 040/100] Acc=18.680 | Pure=70.869 | RoundTime=51.52s | TotalTime=1918.40s | Method=feddenoise
[Round 041/100] Acc=19.230 | Pure=71.406 | RoundTime=51.15s | TotalTime=1969.55s | Method=feddenoise
[Round 042/100] Acc=18.860 | Pure=70.827 | RoundTime=51.39s | TotalTime=2020.94s | Method=feddenoise
[Round 043/100] Acc=19.370 | Pure=71.148 | RoundTime=53.73s | TotalTime=2074.67s | Method=feddenoise
[Round 044/100] Acc=19.380 | Pure=71.085 | RoundTime=53.61s | TotalTime=2128.28s | Method=feddenoise
[Round 045/100] Acc=19.320 | Pure=71.042 | RoundTime=51.39s | TotalTime=2179.67s | Method=feddenoise
[Round 046/100] Acc=20.370 | Pure=70.579 | RoundTime=52.05s | TotalTime=2231.72s | Method=feddenoise
[Round 047/100] Acc=20.500 | Pure=71.160 | RoundTime=53.70s | TotalTime=2285.42s | Method=feddenoise
[Round 048/100] Acc=19.520 | Pure=71.242 | RoundTime=53.40s | TotalTime=2338.82s | Method=feddenoise
[Round 049/100] Acc=19.560 | Pure=71.290 | RoundTime=51.92s | TotalTime=2390.74s | Method=feddenoise
[Round 050/100] Acc=19.940 | Pure=71.041 | RoundTime=52.66s | TotalTime=2443.40s | Method=feddenoise
[Round 051/100] Acc=20.150 | Pure=70.507 | RoundTime=51.64s | TotalTime=2495.03s | Method=feddenoise
[Round 052/100] Acc=18.000 | Pure=71.090 | RoundTime=50.95s | TotalTime=2545.98s | Method=feddenoise
[Round 053/100] Acc=18.840 | Pure=70.206 | RoundTime=52.91s | TotalTime=2598.90s | Method=feddenoise
[Round 054/100] Acc=20.890 | Pure=70.253 | RoundTime=51.54s | TotalTime=2650.44s | Method=feddenoise
[Round 055/100] Acc=19.580 | Pure=70.669 | RoundTime=52.21s | TotalTime=2702.65s | Method=feddenoise
[Round 056/100] Acc=20.310 | Pure=71.289 | RoundTime=52.65s | TotalTime=2755.30s | Method=feddenoise
[Round 057/100] Acc=20.760 | Pure=70.853 | RoundTime=52.38s | TotalTime=2807.68s | Method=feddenoise
[Round 058/100] Acc=19.260 | Pure=71.145 | RoundTime=53.50s | TotalTime=2861.18s | Method=feddenoise
[Round 059/100] Acc=20.160 | Pure=70.497 | RoundTime=51.27s | TotalTime=2912.45s | Method=feddenoise
[Round 060/100] Acc=19.630 | Pure=70.936 | RoundTime=52.77s | TotalTime=2965.22s | Method=feddenoise
[Round 061/100] Acc=19.930 | Pure=70.623 | RoundTime=52.36s | TotalTime=3017.59s | Method=feddenoise
[Round 062/100] Acc=18.600 | Pure=70.469 | RoundTime=51.85s | TotalTime=3069.44s | Method=feddenoise
[Round 063/100] Acc=19.830 | Pure=71.078 | RoundTime=52.97s | TotalTime=3122.41s | Method=feddenoise
[Round 064/100] Acc=20.450 | Pure=70.859 | RoundTime=52.33s | TotalTime=3174.73s | Method=feddenoise
[Round 065/100] Acc=20.770 | Pure=70.145 | RoundTime=51.86s | TotalTime=3226.59s | Method=feddenoise
[Round 066/100] Acc=19.660 | Pure=70.727 | RoundTime=51.50s | TotalTime=3278.09s | Method=feddenoise
[Round 067/100] Acc=20.340 | Pure=70.135 | RoundTime=51.89s | TotalTime=3329.98s | Method=feddenoise
[Round 068/100] Acc=19.720 | Pure=70.860 | RoundTime=53.65s | TotalTime=3383.63s | Method=feddenoise
[Round 069/100] Acc=19.500 | Pure=71.122 | RoundTime=51.55s | TotalTime=3435.18s | Method=feddenoise
[Round 070/100] Acc=20.000 | Pure=70.522 | RoundTime=52.26s | TotalTime=3487.44s | Method=feddenoise
[Round 071/100] Acc=21.350 | Pure=70.679 | RoundTime=51.98s | TotalTime=3539.42s | Method=feddenoise
[Round 072/100] Acc=21.500 | Pure=71.098 | RoundTime=52.79s | TotalTime=3592.21s | Method=feddenoise
