====================================================================================================
Training started at: 2026-03-16 08:51:30
Result directory: results/fl_cifar100/feddenoise/pm-dir_a-0.1_nm-uni_nr-0.3
Result txt file : results/fl_cifar100/feddenoise/pm-dir_a-0.1_nm-uni_nr-0.3/feddenoise_fl_cifar100_20260316-085130.txt
Result log file : results/fl_cifar100/feddenoise/pm-dir_a-0.1_nm-uni_nr-0.3/feddenoise_fl_cifar100_20260316-085130.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.3
Denoise strategy: most_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | Pure=70.005 | RoundTime=67.61s | TotalTime=67.61s | Method=feddenoise
[Round 002/100] Acc=1.000 | Pure=69.985 | RoundTime=65.05s | TotalTime=132.66s | Method=feddenoise
[Round 003/100] Acc=3.340 | Pure=69.973 | RoundTime=64.90s | TotalTime=197.55s | Method=feddenoise
[Round 004/100] Acc=5.840 | Pure=69.986 | RoundTime=65.45s | TotalTime=263.01s | Method=feddenoise
[Round 005/100] Acc=4.870 | Pure=69.987 | RoundTime=66.45s | TotalTime=329.45s | Method=feddenoise
[Round 006/100] Acc=8.070 | Pure=69.985 | RoundTime=66.52s | TotalTime=395.97s | Method=feddenoise
[Round 007/100] Acc=8.190 | Pure=70.012 | RoundTime=65.58s | TotalTime=461.55s | Method=feddenoise
[Round 008/100] Acc=9.760 | Pure=69.997 | RoundTime=66.09s | TotalTime=527.65s | Method=feddenoise
[Round 009/100] Acc=10.260 | Pure=69.961 | RoundTime=65.98s | TotalTime=593.62s | Method=feddenoise
[Round 010/100] Acc=11.150 | Pure=70.001 | RoundTime=66.16s | TotalTime=659.79s | Method=feddenoise
[Round 011/100] Acc=9.450 | Pure=74.264 | RoundTime=90.84s | TotalTime=750.62s | Method=feddenoise
[Round 012/100] Acc=11.210 | Pure=75.049 | RoundTime=91.10s | TotalTime=841.72s | Method=feddenoise
[Round 013/100] Acc=10.880 | Pure=74.306 | RoundTime=91.10s | TotalTime=932.82s | Method=feddenoise
[Round 014/100] Acc=11.610 | Pure=74.636 | RoundTime=91.45s | TotalTime=1024.27s | Method=feddenoise
[Round 015/100] Acc=12.370 | Pure=73.720 | RoundTime=91.07s | TotalTime=1115.35s | Method=feddenoise
[Round 016/100] Acc=13.370 | Pure=74.298 | RoundTime=91.38s | TotalTime=1206.73s | Method=feddenoise
[Round 017/100] Acc=13.830 | Pure=74.590 | RoundTime=91.21s | TotalTime=1297.94s | Method=feddenoise
[Round 018/100] Acc=13.650 | Pure=75.109 | RoundTime=91.28s | TotalTime=1389.22s | Method=feddenoise
[Round 019/100] Acc=13.910 | Pure=74.928 | RoundTime=91.29s | TotalTime=1480.51s | Method=feddenoise
[Round 020/100] Acc=14.350 | Pure=72.982 | RoundTime=90.95s | TotalTime=1571.45s | Method=feddenoise
[Round 021/100] Acc=13.860 | Pure=76.012 | RoundTime=91.29s | TotalTime=1662.75s | Method=feddenoise
[Round 022/100] Acc=14.490 | Pure=76.553 | RoundTime=91.34s | TotalTime=1754.09s | Method=feddenoise
[Round 023/100] Acc=16.470 | Pure=76.001 | RoundTime=90.78s | TotalTime=1844.88s | Method=feddenoise
[Round 024/100] Acc=16.180 | Pure=75.639 | RoundTime=90.87s | TotalTime=1935.74s | Method=feddenoise
[Round 025/100] Acc=17.090 | Pure=76.421 | RoundTime=91.48s | TotalTime=2027.22s | Method=feddenoise
[Round 026/100] Acc=17.390 | Pure=75.246 | RoundTime=91.15s | TotalTime=2118.38s | Method=feddenoise
[Round 027/100] Acc=15.220 | Pure=75.549 | RoundTime=91.32s | TotalTime=2209.70s | Method=feddenoise
[Round 028/100] Acc=17.160 | Pure=76.090 | RoundTime=91.23s | TotalTime=2300.93s | Method=feddenoise
[Round 029/100] Acc=16.470 | Pure=75.788 | RoundTime=91.36s | TotalTime=2392.29s | Method=feddenoise
[Round 030/100] Acc=18.070 | Pure=76.160 | RoundTime=91.46s | TotalTime=2483.75s | Method=feddenoise
[Round 031/100] Acc=17.130 | Pure=77.594 | RoundTime=93.07s | TotalTime=2576.81s | Method=feddenoise
[Round 032/100] Acc=17.860 | Pure=76.372 | RoundTime=92.01s | TotalTime=2668.83s | Method=feddenoise
[Round 033/100] Acc=17.700 | Pure=75.098 | RoundTime=91.84s | TotalTime=2760.66s | Method=feddenoise
[Round 034/100] Acc=18.430 | Pure=75.938 | RoundTime=91.13s | TotalTime=2851.79s | Method=feddenoise
[Round 035/100] Acc=17.700 | Pure=77.547 | RoundTime=91.28s | TotalTime=2943.07s | Method=feddenoise
[Round 036/100] Acc=18.440 | Pure=75.445 | RoundTime=91.54s | TotalTime=3034.61s | Method=feddenoise
[Round 037/100] Acc=18.840 | Pure=77.420 | RoundTime=91.55s | TotalTime=3126.16s | Method=feddenoise
[Round 038/100] Acc=19.480 | Pure=76.980 | RoundTime=91.71s | TotalTime=3217.87s | Method=feddenoise
[Round 039/100] Acc=19.530 | Pure=75.221 | RoundTime=91.31s | TotalTime=3309.19s | Method=feddenoise
[Round 040/100] Acc=18.570 | Pure=77.345 | RoundTime=91.40s | TotalTime=3400.59s | Method=feddenoise
[Round 041/100] Acc=20.270 | Pure=78.507 | RoundTime=90.85s | TotalTime=3491.44s | Method=feddenoise
[Round 042/100] Acc=19.840 | Pure=77.484 | RoundTime=91.28s | TotalTime=3582.72s | Method=feddenoise
[Round 043/100] Acc=18.860 | Pure=76.845 | RoundTime=91.31s | TotalTime=3674.03s | Method=feddenoise
[Round 044/100] Acc=18.760 | Pure=77.692 | RoundTime=90.86s | TotalTime=3764.89s | Method=feddenoise
[Round 045/100] Acc=21.020 | Pure=78.411 | RoundTime=91.68s | TotalTime=3856.57s | Method=feddenoise
[Round 046/100] Acc=20.740 | Pure=77.307 | RoundTime=91.58s | TotalTime=3948.14s | Method=feddenoise
[Round 047/100] Acc=20.880 | Pure=76.962 | RoundTime=91.21s | TotalTime=4039.36s | Method=feddenoise
[Round 048/100] Acc=20.420 | Pure=76.722 | RoundTime=91.47s | TotalTime=4130.82s | Method=feddenoise
[Round 049/100] Acc=22.220 | Pure=76.175 | RoundTime=91.43s | TotalTime=4222.25s | Method=feddenoise
[Round 050/100] Acc=20.930 | Pure=76.803 | RoundTime=91.14s | TotalTime=4313.40s | Method=feddenoise
[Round 051/100] Acc=20.990 | Pure=77.204 | RoundTime=91.70s | TotalTime=4405.10s | Method=feddenoise
[Round 052/100] Acc=21.010 | Pure=77.022 | RoundTime=92.33s | TotalTime=4497.43s | Method=feddenoise
[Round 053/100] Acc=22.000 | Pure=77.763 | RoundTime=91.67s | TotalTime=4589.10s | Method=feddenoise
[Round 054/100] Acc=22.160 | Pure=77.945 | RoundTime=92.41s | TotalTime=4681.51s | Method=feddenoise
[Round 055/100] Acc=21.620 | Pure=78.467 | RoundTime=91.30s | TotalTime=4772.81s | Method=feddenoise
[Round 056/100] Acc=21.330 | Pure=77.506 | RoundTime=91.09s | TotalTime=4863.90s | Method=feddenoise
[Round 057/100] Acc=22.070 | Pure=77.191 | RoundTime=91.77s | TotalTime=4955.67s | Method=feddenoise
[Round 058/100] Acc=21.560 | Pure=77.683 | RoundTime=91.73s | TotalTime=5047.41s | Method=feddenoise
[Round 059/100] Acc=22.300 | Pure=77.716 | RoundTime=92.23s | TotalTime=5139.64s | Method=feddenoise
[Round 060/100] Acc=22.430 | Pure=77.786 | RoundTime=91.86s | TotalTime=5231.49s | Method=feddenoise
[Round 061/100] Acc=22.130 | Pure=77.876 | RoundTime=91.19s | TotalTime=5322.68s | Method=feddenoise
[Round 062/100] Acc=21.480 | Pure=78.199 | RoundTime=91.54s | TotalTime=5414.21s | Method=feddenoise
[Round 063/100] Acc=22.070 | Pure=76.359 | RoundTime=91.92s | TotalTime=5506.14s | Method=feddenoise
[Round 064/100] Acc=21.710 | Pure=77.829 | RoundTime=91.57s | TotalTime=5597.70s | Method=feddenoise
[Round 065/100] Acc=21.820 | Pure=77.047 | RoundTime=90.79s | TotalTime=5688.49s | Method=feddenoise
[Round 066/100] Acc=22.110 | Pure=77.171 | RoundTime=91.63s | TotalTime=5780.13s | Method=feddenoise
[Round 067/100] Acc=22.440 | Pure=77.398 | RoundTime=91.15s | TotalTime=5871.27s | Method=feddenoise
[Round 068/100] Acc=22.860 | Pure=78.272 | RoundTime=91.70s | TotalTime=5962.97s | Method=feddenoise
[Round 069/100] Acc=22.950 | Pure=77.710 | RoundTime=91.64s | TotalTime=6054.61s | Method=feddenoise
