========================================================================================================================
Training started at: 2026-04-09 18:34:29
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_mu-0.001
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260409-183429-810149_pid1313702.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260409-183429-810149_pid1313702.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.001
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=186.55s | TotalTime=186.55s | Method=fedprox
[Round 002/100] Phase=standard | Stage=warmup | Acc=0.970 | RoundTime=192.05s | TotalTime=378.61s | Method=fedprox
[Round 003/100] Phase=standard | Stage=warmup | Acc=5.310 | RoundTime=192.55s | TotalTime=571.17s | Method=fedprox
[Round 004/100] Phase=standard | Stage=warmup | Acc=10.760 | RoundTime=192.31s | TotalTime=763.49s | Method=fedprox
[Round 005/100] Phase=standard | Stage=warmup | Acc=13.430 | RoundTime=191.62s | TotalTime=955.13s | Method=fedprox
[Round 006/100] Phase=standard | Stage=warmup | Acc=15.450 | RoundTime=191.00s | TotalTime=1146.14s | Method=fedprox
[Round 007/100] Phase=standard | Stage=warmup | Acc=17.760 | RoundTime=193.00s | TotalTime=1339.15s | Method=fedprox
[Round 008/100] Phase=standard | Stage=warmup | Acc=19.030 | RoundTime=193.72s | TotalTime=1532.87s | Method=fedprox
[Round 009/100] Phase=standard | Stage=warmup | Acc=20.560 | RoundTime=193.72s | TotalTime=1726.60s | Method=fedprox
[Round 010/100] Phase=standard | Stage=warmup | Acc=22.230 | RoundTime=192.66s | TotalTime=1919.26s | Method=fedprox
[Round 011/100] Phase=standard | Stage=warmup | Acc=23.570 | RoundTime=193.02s | TotalTime=2112.29s | Method=fedprox
[Round 012/100] Phase=standard | Stage=warmup | Acc=24.700 | RoundTime=187.90s | TotalTime=2300.20s | Method=fedprox
[Round 013/100] Phase=standard | Stage=warmup | Acc=25.730 | RoundTime=195.33s | TotalTime=2495.54s | Method=fedprox
[Round 014/100] Phase=standard | Stage=warmup | Acc=26.670 | RoundTime=193.13s | TotalTime=2688.68s | Method=fedprox
[Round 015/100] Phase=standard | Stage=warmup | Acc=27.480 | RoundTime=196.08s | TotalTime=2884.77s | Method=fedprox
[Round 016/100] Phase=standard | Stage=warmup | Acc=27.770 | RoundTime=193.63s | TotalTime=3078.42s | Method=fedprox
[Round 017/100] Phase=standard | Stage=warmup | Acc=28.720 | RoundTime=188.45s | TotalTime=3266.88s | Method=fedprox
[Round 018/100] Phase=standard | Stage=warmup | Acc=29.060 | RoundTime=193.10s | TotalTime=3459.99s | Method=fedprox
[Round 019/100] Phase=standard | Stage=warmup | Acc=29.520 | RoundTime=193.24s | TotalTime=3653.24s | Method=fedprox
[Round 020/100] Phase=standard | Stage=warmup | Acc=30.260 | RoundTime=193.52s | TotalTime=3846.77s | Method=fedprox
[Round 021/100] Phase=standard | Stage=warmup | Acc=30.470 | RoundTime=193.64s | TotalTime=4040.43s | Method=fedprox
[Round 022/100] Phase=standard | Stage=warmup | Acc=30.340 | RoundTime=193.34s | TotalTime=4233.78s | Method=fedprox
[Round 023/100] Phase=standard | Stage=warmup | Acc=30.700 | RoundTime=193.38s | TotalTime=4427.17s | Method=fedprox
[Round 024/100] Phase=standard | Stage=warmup | Acc=30.720 | RoundTime=193.00s | TotalTime=4620.18s | Method=fedprox
[Round 025/100] Phase=standard | Stage=warmup | Acc=31.330 | RoundTime=192.04s | TotalTime=4812.23s | Method=fedprox
[Round 026/100] Phase=standard | Stage=warmup | Acc=30.770 | RoundTime=192.52s | TotalTime=5004.76s | Method=fedprox
[Round 027/100] Phase=standard | Stage=warmup | Acc=30.970 | RoundTime=193.65s | TotalTime=5198.42s | Method=fedprox
