========================================================================================================================
Training started at: 2026-04-10 13:59:46
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260410-135946-469794_pid218225.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260410-135946-469794_pid218225.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=168.46s | TotalTime=168.47s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.860 | RoundTime=157.37s | TotalTime=325.85s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=7.350 | RoundTime=159.56s | TotalTime=485.42s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=11.800 | RoundTime=156.98s | TotalTime=642.41s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=13.870 | RoundTime=156.99s | TotalTime=799.40s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=16.270 | RoundTime=156.13s | TotalTime=955.54s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=18.330 | RoundTime=156.45s | TotalTime=1112.00s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=20.260 | RoundTime=155.88s | TotalTime=1267.89s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=21.900 | RoundTime=155.94s | TotalTime=1423.84s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=23.310 | RoundTime=157.47s | TotalTime=1581.32s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=24.580 | RoundTime=156.87s | TotalTime=1738.20s | Method=fedrdn
