========================================================================================================================
Training started at: 2026-04-09 12:55:44
Result directory: results/fl_svhn/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_svhn/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_svhn_20260409-125544-691672_pid3368406.txt
Result log file : results/fl_svhn/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_svhn_20260409-125544-691672_pid3368406.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_svhn
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=19.590 | RoundTime=181.42s | TotalTime=181.43s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=51.870 | RoundTime=187.02s | TotalTime=368.46s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=64.820 | RoundTime=185.42s | TotalTime=553.89s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=71.280 | RoundTime=185.17s | TotalTime=739.08s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=74.090 | RoundTime=186.23s | TotalTime=925.32s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=72.850 | RoundTime=186.01s | TotalTime=1111.34s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=68.860 | RoundTime=186.92s | TotalTime=1298.26s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=60.590 | RoundTime=186.38s | TotalTime=1484.65s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=56.440 | RoundTime=185.96s | TotalTime=1670.62s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=52.780 | RoundTime=185.88s | TotalTime=1856.51s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=51.500 | RoundTime=183.02s | TotalTime=2039.54s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=50.030 | RoundTime=184.80s | TotalTime=2224.35s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=47.710 | RoundTime=187.39s | TotalTime=2411.75s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=47.310 | RoundTime=188.00s | TotalTime=2599.76s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=46.260 | RoundTime=185.95s | TotalTime=2785.79s | Method=fedrdn
