========================================================================================================================
Training started at: 2026-04-09 22:36:46
Result directory: results/fl_mnist/fedprox/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_mu-0.01
Result txt file : results/fl_mnist/fedprox/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_mu-0.01/fedprox_fl_mnist_20260409-223646-548351_pid2189204.txt
Result log file : results/fl_mnist/fedprox/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_mu-0.01/fedprox_fl_mnist_20260409-223646-548351_pid2189204.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_mnist
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.01
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=11.350 | RoundTime=229.51s | TotalTime=229.51s | Method=fedprox
[Round 002/100] Phase=standard | Stage=warmup | Acc=54.360 | RoundTime=225.87s | TotalTime=455.40s | Method=fedprox
[Round 003/100] Phase=standard | Stage=warmup | Acc=84.700 | RoundTime=227.95s | TotalTime=683.36s | Method=fedprox
[Round 004/100] Phase=standard | Stage=warmup | Acc=92.530 | RoundTime=226.40s | TotalTime=909.77s | Method=fedprox
[Round 005/100] Phase=standard | Stage=warmup | Acc=92.830 | RoundTime=229.39s | TotalTime=1139.18s | Method=fedprox
[Round 006/100] Phase=standard | Stage=warmup | Acc=95.470 | RoundTime=229.18s | TotalTime=1368.37s | Method=fedprox
[Round 007/100] Phase=standard | Stage=warmup | Acc=96.080 | RoundTime=228.28s | TotalTime=1596.66s | Method=fedprox
[Round 008/100] Phase=standard | Stage=warmup | Acc=95.510 | RoundTime=229.26s | TotalTime=1825.93s | Method=fedprox
[Round 009/100] Phase=standard | Stage=warmup | Acc=95.430 | RoundTime=227.43s | TotalTime=2053.37s | Method=fedprox
[Round 010/100] Phase=standard | Stage=warmup | Acc=93.580 | RoundTime=228.28s | TotalTime=2281.68s | Method=fedprox
[Round 011/100] Phase=standard | Stage=warmup | Acc=90.670 | RoundTime=228.26s | TotalTime=2509.94s | Method=fedprox
[Round 012/100] Phase=standard | Stage=warmup | Acc=85.520 | RoundTime=226.13s | TotalTime=2736.08s | Method=fedprox
[Round 013/100] Phase=standard | Stage=warmup | Acc=82.460 | RoundTime=227.77s | TotalTime=2963.86s | Method=fedprox
[Round 014/100] Phase=standard | Stage=warmup | Acc=79.910 | RoundTime=228.00s | TotalTime=3191.87s | Method=fedprox
[Round 015/100] Phase=standard | Stage=warmup | Acc=76.340 | RoundTime=227.49s | TotalTime=3419.36s | Method=fedprox
[Round 016/100] Phase=standard | Stage=warmup | Acc=74.830 | RoundTime=232.12s | TotalTime=3651.50s | Method=fedprox
[Round 017/100] Phase=standard | Stage=warmup | Acc=73.640 | RoundTime=229.17s | TotalTime=3880.67s | Method=fedprox
[Round 018/100] Phase=standard | Stage=warmup | Acc=72.290 | RoundTime=229.69s | TotalTime=4110.38s | Method=fedprox
[Round 019/100] Phase=standard | Stage=warmup | Acc=72.360 | RoundTime=228.91s | TotalTime=4339.30s | Method=fedprox
[Round 020/100] Phase=standard | Stage=warmup | Acc=71.320 | RoundTime=227.94s | TotalTime=4567.24s | Method=fedprox
[Round 021/100] Phase=standard | Stage=warmup | Acc=70.630 | RoundTime=221.89s | TotalTime=4789.14s | Method=fedprox
[Round 022/100] Phase=standard | Stage=warmup | Acc=69.810 | RoundTime=222.80s | TotalTime=5011.95s | Method=fedprox
[Round 023/100] Phase=standard | Stage=warmup | Acc=70.070 | RoundTime=229.09s | TotalTime=5241.04s | Method=fedprox
[Round 024/100] Phase=standard | Stage=warmup | Acc=69.510 | RoundTime=230.00s | TotalTime=5471.05s | Method=fedprox
[Round 025/100] Phase=standard | Stage=warmup | Acc=69.490 | RoundTime=227.71s | TotalTime=5698.77s | Method=fedprox
[Round 026/100] Phase=standard | Stage=warmup | Acc=70.250 | RoundTime=223.45s | TotalTime=5922.24s | Method=fedprox
[Round 027/100] Phase=standard | Stage=warmup | Acc=69.930 | RoundTime=226.23s | TotalTime=6148.48s | Method=fedprox
[Round 028/100] Phase=standard | Stage=warmup | Acc=69.230 | RoundTime=226.25s | TotalTime=6374.74s | Method=fedprox
[Round 029/100] Phase=standard | Stage=warmup | Acc=69.200 | RoundTime=227.06s | TotalTime=6601.81s | Method=fedprox
[Round 030/100] Phase=standard | Stage=warmup | Acc=69.190 | RoundTime=228.48s | TotalTime=6830.30s | Method=fedprox
[Round 031/100] Phase=standard | Stage=warmup | Acc=68.620 | RoundTime=227.30s | TotalTime=7057.60s | Method=fedprox
[Round 032/100] Phase=standard | Stage=warmup | Acc=68.180 | RoundTime=226.73s | TotalTime=7284.34s | Method=fedprox
[Round 033/100] Phase=standard | Stage=warmup | Acc=68.490 | RoundTime=225.54s | TotalTime=7509.89s | Method=fedprox
[Round 034/100] Phase=standard | Stage=warmup | Acc=68.090 | RoundTime=229.33s | TotalTime=7739.23s | Method=fedprox
[Round 035/100] Phase=standard | Stage=warmup | Acc=67.940 | RoundTime=228.42s | TotalTime=7967.65s | Method=fedprox
[Round 036/100] Phase=standard | Stage=warmup | Acc=68.330 | RoundTime=226.20s | TotalTime=8193.86s | Method=fedprox
[Round 037/100] Phase=standard | Stage=warmup | Acc=67.350 | RoundTime=227.88s | TotalTime=8421.76s | Method=fedprox
[Round 038/100] Phase=standard | Stage=warmup | Acc=67.080 | RoundTime=227.26s | TotalTime=8649.02s | Method=fedprox
[Round 039/100] Phase=standard | Stage=warmup | Acc=67.110 | RoundTime=227.32s | TotalTime=8876.36s | Method=fedprox
[Round 040/100] Phase=standard | Stage=warmup | Acc=67.450 | RoundTime=225.85s | TotalTime=9102.21s | Method=fedprox
[Round 041/100] Phase=standard | Stage=warmup | Acc=66.870 | RoundTime=228.87s | TotalTime=9331.09s | Method=fedprox
[Round 042/100] Phase=standard | Stage=warmup | Acc=66.870 | RoundTime=229.66s | TotalTime=9560.76s | Method=fedprox
[Round 043/100] Phase=standard | Stage=warmup | Acc=66.540 | RoundTime=226.70s | TotalTime=9787.47s | Method=fedprox
[Round 044/100] Phase=standard | Stage=warmup | Acc=66.140 | RoundTime=226.86s | TotalTime=10014.34s | Method=fedprox
[Round 045/100] Phase=standard | Stage=warmup | Acc=65.420 | RoundTime=227.56s | TotalTime=10241.91s | Method=fedprox
[Round 046/100] Phase=standard | Stage=warmup | Acc=66.250 | RoundTime=227.82s | TotalTime=10469.75s | Method=fedprox
[Round 047/100] Phase=standard | Stage=warmup | Acc=65.520 | RoundTime=227.03s | TotalTime=10696.79s | Method=fedprox
[Round 048/100] Phase=standard | Stage=warmup | Acc=65.680 | RoundTime=226.36s | TotalTime=10923.17s | Method=fedprox
[Round 049/100] Phase=standard | Stage=warmup | Acc=65.700 | RoundTime=228.24s | TotalTime=11151.41s | Method=fedprox
[Round 050/100] Phase=standard | Stage=warmup | Acc=65.480 | RoundTime=223.86s | TotalTime=11375.28s | Method=fedprox
[Round 051/100] Phase=standard | Stage=warmup | Acc=64.240 | RoundTime=228.90s | TotalTime=11604.18s | Method=fedprox
[Round 052/100] Phase=standard | Stage=warmup | Acc=64.760 | RoundTime=227.95s | TotalTime=11832.14s | Method=fedprox
[Round 053/100] Phase=standard | Stage=warmup | Acc=64.140 | RoundTime=230.33s | TotalTime=12062.48s | Method=fedprox
[Round 054/100] Phase=standard | Stage=warmup | Acc=64.560 | RoundTime=226.99s | TotalTime=12289.49s | Method=fedprox
[Round 055/100] Phase=standard | Stage=warmup | Acc=64.180 | RoundTime=227.62s | TotalTime=12517.12s | Method=fedprox
[Round 056/100] Phase=standard | Stage=warmup | Acc=64.310 | RoundTime=228.50s | TotalTime=12745.63s | Method=fedprox
[Round 057/100] Phase=standard | Stage=warmup | Acc=64.240 | RoundTime=226.24s | TotalTime=12971.87s | Method=fedprox
[Round 058/100] Phase=standard | Stage=warmup | Acc=63.630 | RoundTime=225.38s | TotalTime=13197.27s | Method=fedprox
[Round 059/100] Phase=standard | Stage=warmup | Acc=63.490 | RoundTime=227.20s | TotalTime=13424.47s | Method=fedprox
[Round 060/100] Phase=standard | Stage=warmup | Acc=63.640 | RoundTime=227.67s | TotalTime=13652.15s | Method=fedprox
[Round 061/100] Phase=standard | Stage=warmup | Acc=64.020 | RoundTime=229.20s | TotalTime=13881.36s | Method=fedprox
[Round 062/100] Phase=standard | Stage=warmup | Acc=64.730 | RoundTime=225.99s | TotalTime=14107.35s | Method=fedprox
[Round 063/100] Phase=standard | Stage=warmup | Acc=63.580 | RoundTime=226.76s | TotalTime=14334.12s | Method=fedprox
[Round 064/100] Phase=standard | Stage=warmup | Acc=64.460 | RoundTime=226.76s | TotalTime=14560.89s | Method=fedprox
[Round 065/100] Phase=standard | Stage=warmup | Acc=64.430 | RoundTime=227.93s | TotalTime=14788.83s | Method=fedprox
[Round 066/100] Phase=standard | Stage=warmup | Acc=64.370 | RoundTime=230.90s | TotalTime=15019.74s | Method=fedprox
[Round 067/100] Phase=standard | Stage=warmup | Acc=64.520 | RoundTime=226.16s | TotalTime=15245.91s | Method=fedprox
[Round 068/100] Phase=standard | Stage=warmup | Acc=63.530 | RoundTime=225.03s | TotalTime=15470.95s | Method=fedprox
[Round 069/100] Phase=standard | Stage=warmup | Acc=63.870 | RoundTime=228.93s | TotalTime=15699.89s | Method=fedprox
[Round 070/100] Phase=standard | Stage=warmup | Acc=64.050 | RoundTime=225.73s | TotalTime=15925.62s | Method=fedprox
[Round 071/100] Phase=standard | Stage=warmup | Acc=63.660 | RoundTime=226.76s | TotalTime=16152.39s | Method=fedprox
[Round 072/100] Phase=standard | Stage=warmup | Acc=63.700 | RoundTime=227.33s | TotalTime=16379.73s | Method=fedprox
[Round 073/100] Phase=standard | Stage=warmup | Acc=64.160 | RoundTime=226.60s | TotalTime=16606.34s | Method=fedprox
[Round 074/100] Phase=standard | Stage=warmup | Acc=64.450 | RoundTime=226.90s | TotalTime=16833.24s | Method=fedprox
[Round 075/100] Phase=standard | Stage=warmup | Acc=64.570 | RoundTime=225.92s | TotalTime=17059.18s | Method=fedprox
[Round 076/100] Phase=standard | Stage=warmup | Acc=64.190 | RoundTime=228.93s | TotalTime=17288.11s | Method=fedprox
[Round 077/100] Phase=standard | Stage=warmup | Acc=63.610 | RoundTime=227.50s | TotalTime=17515.63s | Method=fedprox
[Round 078/100] Phase=standard | Stage=warmup | Acc=64.260 | RoundTime=229.97s | TotalTime=17745.60s | Method=fedprox
[Round 079/100] Phase=standard | Stage=warmup | Acc=63.490 | RoundTime=226.06s | TotalTime=17971.68s | Method=fedprox
[Round 080/100] Phase=standard | Stage=warmup | Acc=64.180 | RoundTime=227.81s | TotalTime=18199.49s | Method=fedprox
[Round 081/100] Phase=standard | Stage=warmup | Acc=64.330 | RoundTime=228.05s | TotalTime=18427.56s | Method=fedprox
[Round 082/100] Phase=standard | Stage=warmup | Acc=64.300 | RoundTime=227.10s | TotalTime=18654.67s | Method=fedprox
[Round 083/100] Phase=standard | Stage=warmup | Acc=64.650 | RoundTime=226.54s | TotalTime=18881.21s | Method=fedprox
[Round 084/100] Phase=standard | Stage=warmup | Acc=64.450 | RoundTime=226.65s | TotalTime=19107.87s | Method=fedprox
[Round 085/100] Phase=standard | Stage=warmup | Acc=63.820 | RoundTime=227.42s | TotalTime=19335.29s | Method=fedprox
[Round 086/100] Phase=standard | Stage=warmup | Acc=64.440 | RoundTime=228.11s | TotalTime=19563.41s | Method=fedprox
[Round 087/100] Phase=standard | Stage=warmup | Acc=64.870 | RoundTime=226.60s | TotalTime=19790.01s | Method=fedprox
[Round 088/100] Phase=standard | Stage=warmup | Acc=64.320 | RoundTime=225.28s | TotalTime=20015.30s | Method=fedprox
[Round 089/100] Phase=standard | Stage=warmup | Acc=65.480 | RoundTime=225.78s | TotalTime=20241.09s | Method=fedprox
[Round 090/100] Phase=standard | Stage=warmup | Acc=65.260 | RoundTime=226.56s | TotalTime=20467.65s | Method=fedprox
[Round 091/100] Phase=standard | Stage=warmup | Acc=65.170 | RoundTime=226.80s | TotalTime=20694.47s | Method=fedprox
[Round 092/100] Phase=standard | Stage=warmup | Acc=65.050 | RoundTime=226.99s | TotalTime=20921.47s | Method=fedprox
[Round 093/100] Phase=standard | Stage=warmup | Acc=65.240 | RoundTime=226.50s | TotalTime=21147.98s | Method=fedprox
[Round 094/100] Phase=standard | Stage=warmup | Acc=64.970 | RoundTime=227.40s | TotalTime=21375.40s | Method=fedprox
[Round 095/100] Phase=standard | Stage=warmup | Acc=65.790 | RoundTime=227.16s | TotalTime=21602.57s | Method=fedprox
[Round 096/100] Phase=standard | Stage=warmup | Acc=65.370 | RoundTime=227.06s | TotalTime=21829.64s | Method=fedprox
[Round 097/100] Phase=standard | Stage=warmup | Acc=65.430 | RoundTime=228.94s | TotalTime=22058.59s | Method=fedprox
[Round 098/100] Phase=standard | Stage=warmup | Acc=65.850 | RoundTime=225.26s | TotalTime=22283.86s | Method=fedprox
[Round 099/100] Phase=standard | Stage=warmup | Acc=66.210 | RoundTime=225.97s | TotalTime=22509.84s | Method=fedprox
[Round 100/100] Phase=standard | Stage=warmup | Acc=65.760 | RoundTime=226.67s | TotalTime=22736.51s | Method=fedprox
========================================================================================================================
Training finished at: 2026-04-10 04:55:43
Total elapsed time: 22736.52s
Final Acc: 65.760
Best Acc : 96.080
========================================================================================================================
