========================================================================================================================
Training started at: 2026-04-07 22:25:56
Result directory: results/fl_cifar10/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_mu-0.01
Result txt file : results/fl_cifar10/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260407-222556-208516_pid3732191.txt
Result log file : results/fl_cifar10/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260407-222556-208516_pid3732191.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 110
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.01
========================================================================================================================
[Round 001/110] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=44.76s | TotalTime=44.78s | Method=fedprox
[Round 002/110] Phase=standard | Stage=warmup | Acc=12.360 | RoundTime=42.64s | TotalTime=87.43s | Method=fedprox
[Round 003/110] Phase=standard | Stage=warmup | Acc=17.930 | RoundTime=42.11s | TotalTime=129.55s | Method=fedprox
[Round 004/110] Phase=standard | Stage=warmup | Acc=27.410 | RoundTime=42.08s | TotalTime=171.65s | Method=fedprox
[Round 005/110] Phase=standard | Stage=warmup | Acc=30.170 | RoundTime=41.51s | TotalTime=213.17s | Method=fedprox
[Round 006/110] Phase=standard | Stage=warmup | Acc=33.540 | RoundTime=41.77s | TotalTime=254.95s | Method=fedprox
[Round 007/110] Phase=standard | Stage=warmup | Acc=36.930 | RoundTime=41.92s | TotalTime=296.87s | Method=fedprox
[Round 008/110] Phase=standard | Stage=warmup | Acc=36.240 | RoundTime=41.45s | TotalTime=338.33s | Method=fedprox
[Round 009/110] Phase=standard | Stage=warmup | Acc=38.750 | RoundTime=41.84s | TotalTime=380.18s | Method=fedprox
[Round 010/110] Phase=standard | Stage=warmup | Acc=37.180 | RoundTime=43.00s | TotalTime=423.19s | Method=fedprox
[Round 011/110] Phase=standard | Stage=warmup | Acc=42.320 | RoundTime=40.95s | TotalTime=464.14s | Method=fedprox
[Round 012/110] Phase=standard | Stage=warmup | Acc=41.030 | RoundTime=42.71s | TotalTime=506.86s | Method=fedprox
[Round 013/110] Phase=standard | Stage=warmup | Acc=42.340 | RoundTime=42.58s | TotalTime=549.45s | Method=fedprox
[Round 014/110] Phase=standard | Stage=warmup | Acc=42.410 | RoundTime=40.91s | TotalTime=590.38s | Method=fedprox
