========================================================================================================================
Training started at: 2026-04-08 01:11:09
Result directory: results/fl_cifar10/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_mu-0.01
Result txt file : results/fl_cifar10/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260408-011109-814116_pid523828.txt
Result log file : results/fl_cifar10/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260408-011109-814116_pid523828.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.01
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=11.670 | RoundTime=48.48s | TotalTime=48.49s | Method=fedprox
[Round 002/100] Phase=standard | Stage=warmup | Acc=16.640 | RoundTime=44.92s | TotalTime=93.42s | Method=fedprox
[Round 003/100] Phase=standard | Stage=warmup | Acc=19.880 | RoundTime=45.59s | TotalTime=139.01s | Method=fedprox
[Round 004/100] Phase=standard | Stage=warmup | Acc=29.020 | RoundTime=44.86s | TotalTime=183.88s | Method=fedprox
[Round 005/100] Phase=standard | Stage=warmup | Acc=31.880 | RoundTime=43.87s | TotalTime=227.76s | Method=fedprox
[Round 006/100] Phase=standard | Stage=warmup | Acc=34.300 | RoundTime=47.00s | TotalTime=274.77s | Method=fedprox
[Round 007/100] Phase=standard | Stage=warmup | Acc=35.760 | RoundTime=44.96s | TotalTime=319.74s | Method=fedprox
[Round 008/100] Phase=standard | Stage=warmup | Acc=35.370 | RoundTime=46.62s | TotalTime=366.37s | Method=fedprox
[Round 009/100] Phase=standard | Stage=warmup | Acc=39.290 | RoundTime=47.92s | TotalTime=414.30s | Method=fedprox
[Round 010/100] Phase=standard | Stage=warmup | Acc=38.980 | RoundTime=45.02s | TotalTime=459.32s | Method=fedprox
[Round 011/100] Phase=standard | Stage=warmup | Acc=41.850 | RoundTime=44.54s | TotalTime=503.87s | Method=fedprox
[Round 012/100] Phase=standard | Stage=warmup | Acc=41.570 | RoundTime=45.37s | TotalTime=549.24s | Method=fedprox
[Round 013/100] Phase=standard | Stage=warmup | Acc=41.680 | RoundTime=44.94s | TotalTime=594.19s | Method=fedprox
[Round 014/100] Phase=standard | Stage=warmup | Acc=41.920 | RoundTime=44.22s | TotalTime=638.41s | Method=fedprox
[Round 015/100] Phase=standard | Stage=warmup | Acc=43.480 | RoundTime=45.96s | TotalTime=684.38s | Method=fedprox
[Round 016/100] Phase=standard | Stage=warmup | Acc=44.750 | RoundTime=45.83s | TotalTime=730.21s | Method=fedprox
[Round 017/100] Phase=standard | Stage=warmup | Acc=46.670 | RoundTime=48.15s | TotalTime=778.37s | Method=fedprox
[Round 018/100] Phase=standard | Stage=warmup | Acc=46.510 | RoundTime=45.49s | TotalTime=823.86s | Method=fedprox
[Round 019/100] Phase=standard | Stage=warmup | Acc=46.830 | RoundTime=45.62s | TotalTime=869.49s | Method=fedprox
[Round 020/100] Phase=standard | Stage=warmup | Acc=47.610 | RoundTime=45.52s | TotalTime=915.02s | Method=fedprox
[Round 021/100] Phase=standard | Stage=warmup | Acc=47.460 | RoundTime=45.76s | TotalTime=960.78s | Method=fedprox
[Round 022/100] Phase=standard | Stage=warmup | Acc=49.410 | RoundTime=45.19s | TotalTime=1005.99s | Method=fedprox
[Round 023/100] Phase=standard | Stage=warmup | Acc=50.610 | RoundTime=43.69s | TotalTime=1049.68s | Method=fedprox
[Round 024/100] Phase=standard | Stage=warmup | Acc=51.350 | RoundTime=45.33s | TotalTime=1095.02s | Method=fedprox
[Round 025/100] Phase=standard | Stage=warmup | Acc=50.820 | RoundTime=45.79s | TotalTime=1140.81s | Method=fedprox
[Round 026/100] Phase=standard | Stage=warmup | Acc=51.660 | RoundTime=45.90s | TotalTime=1186.72s | Method=fedprox
[Round 027/100] Phase=standard | Stage=warmup | Acc=52.240 | RoundTime=45.42s | TotalTime=1232.15s | Method=fedprox
[Round 028/100] Phase=standard | Stage=warmup | Acc=52.680 | RoundTime=43.40s | TotalTime=1275.56s | Method=fedprox
[Round 029/100] Phase=standard | Stage=warmup | Acc=52.810 | RoundTime=45.51s | TotalTime=1321.08s | Method=fedprox
[Round 030/100] Phase=standard | Stage=warmup | Acc=53.630 | RoundTime=44.99s | TotalTime=1366.08s | Method=fedprox
