========================================================================================================================
Training started at: 2026-04-07 06:46:07
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_mu-0.001
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260407-064607-443173_pid4185272.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260407-064607-443173_pid4185272.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.001
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=37.51s | TotalTime=37.52s | Method=fedprox
[Round 002/210] Phase=standard | Stage=warmup | Acc=1.270 | RoundTime=36.53s | TotalTime=74.06s | Method=fedprox
[Round 003/210] Phase=standard | Stage=warmup | Acc=3.660 | RoundTime=36.18s | TotalTime=110.25s | Method=fedprox
[Round 004/210] Phase=standard | Stage=warmup | Acc=7.580 | RoundTime=36.06s | TotalTime=146.32s | Method=fedprox
[Round 005/210] Phase=standard | Stage=warmup | Acc=9.170 | RoundTime=36.07s | TotalTime=182.40s | Method=fedprox
[Round 006/210] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=36.12s | TotalTime=218.52s | Method=fedprox
[Round 007/210] Phase=standard | Stage=warmup | Acc=11.040 | RoundTime=36.09s | TotalTime=254.62s | Method=fedprox
[Round 008/210] Phase=standard | Stage=warmup | Acc=11.640 | RoundTime=35.39s | TotalTime=290.02s | Method=fedprox
[Round 009/210] Phase=standard | Stage=warmup | Acc=12.740 | RoundTime=36.21s | TotalTime=326.24s | Method=fedprox
[Round 010/210] Phase=standard | Stage=warmup | Acc=13.020 | RoundTime=36.01s | TotalTime=362.26s | Method=fedprox
[Round 011/210] Phase=standard | Stage=warmup | Acc=14.490 | RoundTime=36.09s | TotalTime=398.36s | Method=fedprox
[Round 012/210] Phase=standard | Stage=warmup | Acc=16.010 | RoundTime=34.60s | TotalTime=432.97s | Method=fedprox
[Round 013/210] Phase=standard | Stage=warmup | Acc=16.480 | RoundTime=36.48s | TotalTime=469.47s | Method=fedprox
[Round 014/210] Phase=standard | Stage=warmup | Acc=17.300 | RoundTime=36.59s | TotalTime=506.07s | Method=fedprox
[Round 015/210] Phase=standard | Stage=warmup | Acc=18.140 | RoundTime=36.32s | TotalTime=542.40s | Method=fedprox
[Round 016/210] Phase=standard | Stage=warmup | Acc=18.210 | RoundTime=36.10s | TotalTime=578.50s | Method=fedprox
[Round 017/210] Phase=standard | Stage=warmup | Acc=19.910 | RoundTime=36.90s | TotalTime=615.41s | Method=fedprox
[Round 018/210] Phase=standard | Stage=warmup | Acc=20.320 | RoundTime=36.02s | TotalTime=651.44s | Method=fedprox
[Round 019/210] Phase=standard | Stage=warmup | Acc=20.830 | RoundTime=34.44s | TotalTime=685.89s | Method=fedprox
[Round 020/210] Phase=standard | Stage=warmup | Acc=22.140 | RoundTime=36.11s | TotalTime=722.01s | Method=fedprox
[Round 021/210] Phase=standard | Stage=warmup | Acc=22.420 | RoundTime=36.63s | TotalTime=758.65s | Method=fedprox
[Round 022/210] Phase=standard | Stage=warmup | Acc=22.980 | RoundTime=38.49s | TotalTime=797.16s | Method=fedprox
[Round 023/210] Phase=standard | Stage=warmup | Acc=23.520 | RoundTime=36.28s | TotalTime=833.44s | Method=fedprox
[Round 024/210] Phase=standard | Stage=warmup | Acc=24.380 | RoundTime=36.21s | TotalTime=869.66s | Method=fedprox
[Round 025/210] Phase=standard | Stage=warmup | Acc=24.980 | RoundTime=36.09s | TotalTime=905.76s | Method=fedprox
[Round 026/210] Phase=standard | Stage=warmup | Acc=26.030 | RoundTime=36.02s | TotalTime=941.80s | Method=fedprox
[Round 027/210] Phase=standard | Stage=warmup | Acc=26.530 | RoundTime=34.09s | TotalTime=975.90s | Method=fedprox
[Round 028/210] Phase=standard | Stage=warmup | Acc=27.260 | RoundTime=36.04s | TotalTime=1011.95s | Method=fedprox
[Round 029/210] Phase=standard | Stage=warmup | Acc=27.900 | RoundTime=35.75s | TotalTime=1047.70s | Method=fedprox
