====================================================================================================
Training started at: 2026-03-31 01:12:32
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.4
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.4/fedcda_fl_cifar10_20260331-011232-030067_pid529451.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.4/fedcda_fl_cifar10_20260331-011232-030067_pid529451.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 32
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.4
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.4
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=26.68s | TotalTime=26.68s | Method=fedcda
[Round 002/100] Acc=13.690 | RoundTime=26.00s | TotalTime=52.68s | Method=fedcda
[Round 003/100] Acc=14.180 | RoundTime=26.77s | TotalTime=79.45s | Method=fedcda
[Round 004/100] Acc=26.610 | RoundTime=25.95s | TotalTime=105.39s | Method=fedcda
[Round 005/100] Acc=27.780 | RoundTime=25.72s | TotalTime=131.11s | Method=fedcda
[Round 006/100] Acc=23.530 | RoundTime=26.89s | TotalTime=158.00s | Method=fedcda
[Round 007/100] Acc=26.960 | RoundTime=27.83s | TotalTime=185.83s | Method=fedcda
[Round 008/100] Acc=24.580 | RoundTime=26.57s | TotalTime=212.40s | Method=fedcda
[Round 009/100] Acc=31.070 | RoundTime=26.78s | TotalTime=239.17s | Method=fedcda
[Round 010/100] Acc=28.350 | RoundTime=25.87s | TotalTime=265.05s | Method=fedcda
[Round 011/100] Acc=23.320 | RoundTime=29.36s | TotalTime=294.41s | Method=fedcda
[Round 012/100] Acc=37.030 | RoundTime=28.47s | TotalTime=322.88s | Method=fedcda
[Round 013/100] Acc=25.220 | RoundTime=23.35s | TotalTime=346.23s | Method=fedcda
[Round 014/100] Acc=24.010 | RoundTime=23.20s | TotalTime=369.43s | Method=fedcda
[Round 015/100] Acc=27.730 | RoundTime=23.57s | TotalTime=393.00s | Method=fedcda
[Round 016/100] Acc=16.730 | RoundTime=23.04s | TotalTime=416.04s | Method=fedcda
[Round 017/100] Acc=19.950 | RoundTime=23.10s | TotalTime=439.14s | Method=fedcda
[Round 018/100] Acc=35.210 | RoundTime=23.12s | TotalTime=462.26s | Method=fedcda
[Round 019/100] Acc=29.390 | RoundTime=22.93s | TotalTime=485.19s | Method=fedcda
[Round 020/100] Acc=32.750 | RoundTime=23.42s | TotalTime=508.61s | Method=fedcda
[Round 021/100] Acc=28.740 | RoundTime=23.41s | TotalTime=532.02s | Method=fedcda
