====================================================================================================
Training started at: 2026-03-22 05:13:37
Result directory: results/fl_cifar10/feddenoise/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_st-random_dr-0.3
Result txt file : results/fl_cifar10/feddenoise/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_st-random_dr-0.3/feddenoise_fl_cifar10_20260322-051337-202918_pid1606259.txt
Result log file : results/fl_cifar10/feddenoise/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_st-random_dr-0.3/feddenoise_fl_cifar10_20260322-051337-202918_pid1606259.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.3
Denoise strategy: random
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | Pure=69.982 | RoundTime=32.32s | TotalTime=32.32s | Method=feddenoise
[Round 002/100] Acc=12.800 | Pure=70.010 | RoundTime=32.28s | TotalTime=64.60s | Method=feddenoise
[Round 003/100] Acc=33.100 | Pure=69.984 | RoundTime=32.12s | TotalTime=96.73s | Method=feddenoise
[Round 004/100] Acc=38.930 | Pure=70.017 | RoundTime=32.54s | TotalTime=129.27s | Method=feddenoise
[Round 005/100] Acc=42.500 | Pure=70.001 | RoundTime=32.44s | TotalTime=161.71s | Method=feddenoise
[Round 006/100] Acc=48.970 | Pure=70.007 | RoundTime=31.27s | TotalTime=192.98s | Method=feddenoise
[Round 007/100] Acc=45.720 | Pure=70.010 | RoundTime=37.55s | TotalTime=230.53s | Method=feddenoise
[Round 008/100] Acc=48.710 | Pure=70.005 | RoundTime=32.04s | TotalTime=262.56s | Method=feddenoise
[Round 009/100] Acc=52.110 | Pure=69.996 | RoundTime=32.44s | TotalTime=295.00s | Method=feddenoise
[Round 010/100] Acc=48.710 | Pure=70.002 | RoundTime=34.09s | TotalTime=329.09s | Method=feddenoise
[Round 011/100] Acc=50.260 | Pure=81.884 | RoundTime=46.22s | TotalTime=375.31s | Method=feddenoise
[Round 012/100] Acc=47.950 | Pure=80.620 | RoundTime=46.72s | TotalTime=422.03s | Method=feddenoise
