====================================================================================================
Training started at: 2026-03-30 18:10:42
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.2_nt-symmetric_st-least_sim_dr-0.45
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.2_nt-symmetric_st-least_sim_dr-0.45/fedcda_fl_cifar10_20260330-181042-955167_pid1482197.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.2_nt-symmetric_st-least_sim_dr-0.45/fedcda_fl_cifar10_20260330-181042-955167_pid1482197.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 40
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.2
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.45
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=26.35s | TotalTime=26.35s | Method=fedcda
[Round 002/100] Acc=18.260 | RoundTime=26.41s | TotalTime=52.76s | Method=fedcda
[Round 003/100] Acc=17.630 | RoundTime=27.15s | TotalTime=79.91s | Method=fedcda
[Round 004/100] Acc=23.560 | RoundTime=25.67s | TotalTime=105.58s | Method=fedcda
[Round 005/100] Acc=29.380 | RoundTime=25.52s | TotalTime=131.09s | Method=fedcda
[Round 006/100] Acc=27.620 | RoundTime=25.27s | TotalTime=156.37s | Method=fedcda
[Round 007/100] Acc=31.660 | RoundTime=25.98s | TotalTime=182.34s | Method=fedcda
[Round 008/100] Acc=32.460 | RoundTime=26.51s | TotalTime=208.85s | Method=fedcda
[Round 009/100] Acc=42.580 | RoundTime=27.17s | TotalTime=236.03s | Method=fedcda
[Round 010/100] Acc=36.110 | RoundTime=25.37s | TotalTime=261.40s | Method=fedcda
[Round 011/100] Acc=37.850 | RoundTime=27.13s | TotalTime=288.53s | Method=fedcda
[Round 012/100] Acc=30.880 | RoundTime=26.61s | TotalTime=315.14s | Method=fedcda
[Round 013/100] Acc=38.790 | RoundTime=20.90s | TotalTime=336.04s | Method=fedcda
[Round 014/100] Acc=37.040 | RoundTime=19.96s | TotalTime=356.00s | Method=fedcda
[Round 015/100] Acc=36.110 | RoundTime=19.93s | TotalTime=375.93s | Method=fedcda
[Round 016/100] Acc=33.340 | RoundTime=20.09s | TotalTime=396.02s | Method=fedcda
[Round 017/100] Acc=25.360 | RoundTime=20.72s | TotalTime=416.74s | Method=fedcda
[Round 018/100] Acc=44.720 | RoundTime=20.57s | TotalTime=437.31s | Method=fedcda
[Round 019/100] Acc=39.410 | RoundTime=19.66s | TotalTime=456.97s | Method=fedcda
[Round 020/100] Acc=44.250 | RoundTime=20.48s | TotalTime=477.46s | Method=fedcda
[Round 021/100] Acc=36.370 | RoundTime=20.39s | TotalTime=497.84s | Method=fedcda
[Round 022/100] Acc=41.030 | RoundTime=20.74s | TotalTime=518.59s | Method=fedcda
[Round 023/100] Acc=48.760 | RoundTime=22.08s | TotalTime=540.66s | Method=fedcda
[Round 024/100] Acc=29.110 | RoundTime=20.85s | TotalTime=561.51s | Method=fedcda
[Round 025/100] Acc=41.910 | RoundTime=20.47s | TotalTime=581.98s | Method=fedcda
[Round 026/100] Acc=46.400 | RoundTime=21.16s | TotalTime=603.14s | Method=fedcda
[Round 027/100] Acc=42.460 | RoundTime=20.66s | TotalTime=623.80s | Method=fedcda
[Round 028/100] Acc=45.580 | RoundTime=20.66s | TotalTime=644.46s | Method=fedcda
[Round 029/100] Acc=37.830 | RoundTime=20.84s | TotalTime=665.30s | Method=fedcda
[Round 030/100] Acc=50.440 | RoundTime=20.31s | TotalTime=685.61s | Method=fedcda
[Round 031/100] Acc=42.270 | RoundTime=20.77s | TotalTime=706.39s | Method=fedcda
[Round 032/100] Acc=40.570 | RoundTime=20.77s | TotalTime=727.16s | Method=fedcda
[Round 033/100] Acc=40.840 | RoundTime=20.91s | TotalTime=748.07s | Method=fedcda
[Round 034/100] Acc=35.700 | RoundTime=20.32s | TotalTime=768.39s | Method=fedcda
[Round 035/100] Acc=47.580 | RoundTime=20.65s | TotalTime=789.03s | Method=fedcda
[Round 036/100] Acc=53.850 | RoundTime=20.79s | TotalTime=809.82s | Method=fedcda
[Round 037/100] Acc=40.750 | RoundTime=23.36s | TotalTime=833.18s | Method=fedcda
[Round 038/100] Acc=30.000 | RoundTime=21.17s | TotalTime=854.35s | Method=fedcda
[Round 039/100] Acc=42.280 | RoundTime=21.56s | TotalTime=875.92s | Method=fedcda
[Round 040/100] Acc=52.010 | RoundTime=21.39s | TotalTime=897.31s | Method=fedcda
[Round 041/100] Acc=38.420 | RoundTime=20.64s | TotalTime=917.94s | Method=fedcda
[Round 042/100] Acc=51.380 | RoundTime=20.93s | TotalTime=938.88s | Method=fedcda
[Round 043/100] Acc=49.760 | RoundTime=20.67s | TotalTime=959.54s | Method=fedcda
[Round 044/100] Acc=47.990 | RoundTime=21.17s | TotalTime=980.71s | Method=fedcda
[Round 045/100] Acc=43.590 | RoundTime=21.06s | TotalTime=1001.78s | Method=fedcda
[Round 046/100] Acc=53.830 | RoundTime=21.38s | TotalTime=1023.16s | Method=fedcda
[Round 047/100] Acc=37.600 | RoundTime=20.75s | TotalTime=1043.91s | Method=fedcda
[Round 048/100] Acc=42.770 | RoundTime=20.75s | TotalTime=1064.66s | Method=fedcda
[Round 049/100] Acc=51.320 | RoundTime=21.20s | TotalTime=1085.85s | Method=fedcda
[Round 050/100] Acc=45.740 | RoundTime=23.23s | TotalTime=1109.09s | Method=fedcda
[Round 051/100] Acc=46.400 | RoundTime=31.64s | TotalTime=1140.73s | Method=fedcda
[Round 052/100] Acc=45.870 | RoundTime=30.97s | TotalTime=1171.70s | Method=fedcda
[Round 053/100] Acc=46.880 | RoundTime=31.65s | TotalTime=1203.36s | Method=fedcda
[Round 054/100] Acc=47.000 | RoundTime=31.93s | TotalTime=1235.28s | Method=fedcda
[Round 055/100] Acc=46.430 | RoundTime=31.76s | TotalTime=1267.04s | Method=fedcda
[Round 056/100] Acc=46.260 | RoundTime=31.48s | TotalTime=1298.53s | Method=fedcda
[Round 057/100] Acc=46.140 | RoundTime=31.49s | TotalTime=1330.02s | Method=fedcda
[Round 058/100] Acc=45.560 | RoundTime=31.12s | TotalTime=1361.14s | Method=fedcda
[Round 059/100] Acc=44.790 | RoundTime=31.48s | TotalTime=1392.63s | Method=fedcda
[Round 060/100] Acc=44.910 | RoundTime=31.12s | TotalTime=1423.74s | Method=fedcda
[Round 061/100] Acc=45.000 | RoundTime=33.18s | TotalTime=1456.93s | Method=fedcda
[Round 062/100] Acc=44.490 | RoundTime=30.40s | TotalTime=1487.33s | Method=fedcda
[Round 063/100] Acc=44.160 | RoundTime=31.89s | TotalTime=1519.22s | Method=fedcda
[Round 064/100] Acc=43.530 | RoundTime=32.00s | TotalTime=1551.22s | Method=fedcda
[Round 065/100] Acc=43.970 | RoundTime=32.29s | TotalTime=1583.50s | Method=fedcda
[Round 066/100] Acc=43.710 | RoundTime=31.76s | TotalTime=1615.27s | Method=fedcda
[Round 067/100] Acc=43.410 | RoundTime=31.14s | TotalTime=1646.41s | Method=fedcda
[Round 068/100] Acc=42.870 | RoundTime=32.11s | TotalTime=1678.52s | Method=fedcda
[Round 069/100] Acc=43.430 | RoundTime=33.11s | TotalTime=1711.63s | Method=fedcda
[Round 070/100] Acc=43.310 | RoundTime=33.12s | TotalTime=1744.76s | Method=fedcda
[Round 071/100] Acc=43.000 | RoundTime=33.33s | TotalTime=1778.09s | Method=fedcda
[Round 072/100] Acc=43.270 | RoundTime=33.15s | TotalTime=1811.24s | Method=fedcda
[Round 073/100] Acc=43.080 | RoundTime=32.48s | TotalTime=1843.72s | Method=fedcda
[Round 074/100] Acc=47.830 | RoundTime=33.42s | TotalTime=1877.14s | Method=fedcda
[Round 075/100] Acc=47.980 | RoundTime=33.06s | TotalTime=1910.20s | Method=fedcda
[Round 076/100] Acc=37.670 | RoundTime=33.44s | TotalTime=1943.64s | Method=fedcda
[Round 077/100] Acc=37.430 | RoundTime=33.05s | TotalTime=1976.70s | Method=fedcda
[Round 078/100] Acc=37.310 | RoundTime=33.75s | TotalTime=2010.45s | Method=fedcda
[Round 079/100] Acc=37.220 | RoundTime=33.42s | TotalTime=2043.87s | Method=fedcda
[Round 080/100] Acc=37.070 | RoundTime=31.58s | TotalTime=2075.45s | Method=fedcda
[Round 081/100] Acc=37.330 | RoundTime=32.56s | TotalTime=2108.02s | Method=fedcda
[Round 082/100] Acc=37.510 | RoundTime=34.69s | TotalTime=2142.70s | Method=fedcda
[Round 083/100] Acc=37.490 | RoundTime=34.26s | TotalTime=2176.97s | Method=fedcda
[Round 084/100] Acc=37.830 | RoundTime=34.42s | TotalTime=2211.38s | Method=fedcda
[Round 085/100] Acc=37.370 | RoundTime=34.54s | TotalTime=2245.92s | Method=fedcda
[Round 086/100] Acc=36.990 | RoundTime=34.98s | TotalTime=2280.90s | Method=fedcda
[Round 087/100] Acc=37.010 | RoundTime=33.86s | TotalTime=2314.76s | Method=fedcda
[Round 088/100] Acc=36.950 | RoundTime=33.95s | TotalTime=2348.71s | Method=fedcda
[Round 089/100] Acc=36.740 | RoundTime=33.88s | TotalTime=2382.59s | Method=fedcda
[Round 090/100] Acc=36.640 | RoundTime=33.82s | TotalTime=2416.41s | Method=fedcda
[Round 091/100] Acc=36.830 | RoundTime=33.62s | TotalTime=2450.03s | Method=fedcda
[Round 092/100] Acc=37.350 | RoundTime=34.09s | TotalTime=2484.12s | Method=fedcda
[Round 093/100] Acc=37.420 | RoundTime=33.87s | TotalTime=2517.99s | Method=fedcda
[Round 094/100] Acc=37.620 | RoundTime=33.60s | TotalTime=2551.59s | Method=fedcda
[Round 095/100] Acc=37.920 | RoundTime=34.02s | TotalTime=2585.61s | Method=fedcda
[Round 096/100] Acc=37.990 | RoundTime=33.92s | TotalTime=2619.53s | Method=fedcda
[Round 097/100] Acc=38.110 | RoundTime=33.69s | TotalTime=2653.22s | Method=fedcda
[Round 098/100] Acc=38.420 | RoundTime=33.81s | TotalTime=2687.03s | Method=fedcda
[Round 099/100] Acc=38.530 | RoundTime=34.10s | TotalTime=2721.13s | Method=fedcda
[Round 100/100] Acc=38.590 | RoundTime=33.95s | TotalTime=2755.09s | Method=fedcda
====================================================================================================
Training finished at: 2026-03-30 18:56:38
Total elapsed time: 2755.09s
Final Acc: 38.590
Best Acc : 53.850
====================================================================================================
