====================================================================================================
Training started at: 2026-03-30 20:31:55
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.2_nt-symmetric_st-least_sim_dr-0.25
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.2_nt-symmetric_st-least_sim_dr-0.25/fedcda_fl_cifar10_20260330-203155-879377_pid2600514.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.2_nt-symmetric_st-least_sim_dr-0.25/fedcda_fl_cifar10_20260330-203155-879377_pid2600514.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 40
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.2
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.25
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=24.85s | TotalTime=24.85s | Method=fedcda
[Round 002/100] Acc=12.210 | RoundTime=24.60s | TotalTime=49.45s | Method=fedcda
[Round 003/100] Acc=15.930 | RoundTime=25.46s | TotalTime=74.91s | Method=fedcda
[Round 004/100] Acc=21.380 | RoundTime=25.40s | TotalTime=100.32s | Method=fedcda
[Round 005/100] Acc=35.170 | RoundTime=25.53s | TotalTime=125.85s | Method=fedcda
[Round 006/100] Acc=29.760 | RoundTime=25.44s | TotalTime=151.29s | Method=fedcda
[Round 007/100] Acc=39.120 | RoundTime=25.07s | TotalTime=176.35s | Method=fedcda
[Round 008/100] Acc=34.950 | RoundTime=25.85s | TotalTime=202.21s | Method=fedcda
[Round 009/100] Acc=26.060 | RoundTime=25.30s | TotalTime=227.50s | Method=fedcda
[Round 010/100] Acc=40.930 | RoundTime=25.85s | TotalTime=253.35s | Method=fedcda
[Round 011/100] Acc=31.160 | RoundTime=27.28s | TotalTime=280.63s | Method=fedcda
[Round 012/100] Acc=31.500 | RoundTime=25.42s | TotalTime=306.05s | Method=fedcda
[Round 013/100] Acc=40.500 | RoundTime=23.21s | TotalTime=329.26s | Method=fedcda
[Round 014/100] Acc=43.180 | RoundTime=21.71s | TotalTime=350.97s | Method=fedcda
[Round 015/100] Acc=40.320 | RoundTime=22.07s | TotalTime=373.04s | Method=fedcda
[Round 016/100] Acc=38.400 | RoundTime=22.27s | TotalTime=395.32s | Method=fedcda
[Round 017/100] Acc=42.540 | RoundTime=21.58s | TotalTime=416.90s | Method=fedcda
[Round 018/100] Acc=35.270 | RoundTime=22.25s | TotalTime=439.15s | Method=fedcda
