====================================================================================================
Training started at: 2026-03-27 13:20:05
Result directory: results/fl_cifar100/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15
Result txt file : results/fl_cifar100/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_cifar100_20260327-132005-984694_pid1941874.txt
Result log file : results/fl_cifar100/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_cifar100_20260327-132005-984694_pid1941874.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=21.31s | TotalTime=21.31s | Method=fedcda
[Round 002/100] Acc=1.530 | RoundTime=21.09s | TotalTime=42.40s | Method=fedcda
[Round 003/100] Acc=3.780 | RoundTime=21.13s | TotalTime=63.53s | Method=fedcda
[Round 004/100] Acc=6.400 | RoundTime=21.30s | TotalTime=84.83s | Method=fedcda
[Round 005/100] Acc=7.880 | RoundTime=21.10s | TotalTime=105.93s | Method=fedcda
[Round 006/100] Acc=8.340 | RoundTime=21.08s | TotalTime=127.01s | Method=fedcda
[Round 007/100] Acc=10.450 | RoundTime=21.61s | TotalTime=148.62s | Method=fedcda
[Round 008/100] Acc=10.850 | RoundTime=21.54s | TotalTime=170.16s | Method=fedcda
[Round 009/100] Acc=11.040 | RoundTime=21.55s | TotalTime=191.71s | Method=fedcda
[Round 010/100] Acc=11.250 | RoundTime=21.64s | TotalTime=213.34s | Method=fedcda
[Round 011/100] Acc=11.990 | RoundTime=23.47s | TotalTime=236.82s | Method=fedcda
[Round 012/100] Acc=12.930 | RoundTime=21.08s | TotalTime=257.89s | Method=fedcda
[Round 013/100] Acc=13.370 | RoundTime=21.33s | TotalTime=279.22s | Method=fedcda
[Round 014/100] Acc=12.270 | RoundTime=22.25s | TotalTime=301.48s | Method=fedcda
[Round 015/100] Acc=13.570 | RoundTime=21.63s | TotalTime=323.11s | Method=fedcda
[Round 016/100] Acc=13.490 | RoundTime=21.69s | TotalTime=344.80s | Method=fedcda
[Round 017/100] Acc=13.210 | RoundTime=21.64s | TotalTime=366.44s | Method=fedcda
[Round 018/100] Acc=14.510 | RoundTime=21.24s | TotalTime=387.68s | Method=fedcda
[Round 019/100] Acc=13.720 | RoundTime=21.87s | TotalTime=409.56s | Method=fedcda
[Round 020/100] Acc=15.170 | RoundTime=21.66s | TotalTime=431.22s | Method=fedcda
[Round 021/100] Acc=16.210 | RoundTime=22.56s | TotalTime=453.78s | Method=fedcda
[Round 022/100] Acc=16.070 | RoundTime=21.63s | TotalTime=475.41s | Method=fedcda
[Round 023/100] Acc=13.920 | RoundTime=24.51s | TotalTime=499.92s | Method=fedcda
[Round 024/100] Acc=15.860 | RoundTime=22.63s | TotalTime=522.55s | Method=fedcda
[Round 025/100] Acc=16.370 | RoundTime=22.89s | TotalTime=545.44s | Method=fedcda
[Round 026/100] Acc=15.440 | RoundTime=23.29s | TotalTime=568.73s | Method=fedcda
[Round 027/100] Acc=14.680 | RoundTime=22.83s | TotalTime=591.56s | Method=fedcda
[Round 028/100] Acc=16.540 | RoundTime=22.89s | TotalTime=614.46s | Method=fedcda
[Round 029/100] Acc=18.890 | RoundTime=22.18s | TotalTime=636.63s | Method=fedcda
[Round 030/100] Acc=16.150 | RoundTime=23.69s | TotalTime=660.32s | Method=fedcda
[Round 031/100] Acc=16.180 | RoundTime=23.93s | TotalTime=684.25s | Method=fedcda
[Round 032/100] Acc=16.600 | RoundTime=23.44s | TotalTime=707.69s | Method=fedcda
[Round 033/100] Acc=16.650 | RoundTime=23.13s | TotalTime=730.83s | Method=fedcda
[Round 034/100] Acc=17.350 | RoundTime=22.92s | TotalTime=753.74s | Method=fedcda
[Round 035/100] Acc=18.280 | RoundTime=22.39s | TotalTime=776.13s | Method=fedcda
[Round 036/100] Acc=17.310 | RoundTime=24.50s | TotalTime=800.63s | Method=fedcda
[Round 037/100] Acc=18.430 | RoundTime=23.28s | TotalTime=823.91s | Method=fedcda
[Round 038/100] Acc=17.570 | RoundTime=23.36s | TotalTime=847.27s | Method=fedcda
[Round 039/100] Acc=17.650 | RoundTime=23.63s | TotalTime=870.90s | Method=fedcda
[Round 040/100] Acc=19.150 | RoundTime=23.25s | TotalTime=894.15s | Method=fedcda
[Round 041/100] Acc=19.540 | RoundTime=23.67s | TotalTime=917.82s | Method=fedcda
[Round 042/100] Acc=19.630 | RoundTime=24.07s | TotalTime=941.89s | Method=fedcda
[Round 043/100] Acc=16.610 | RoundTime=23.81s | TotalTime=965.70s | Method=fedcda
[Round 044/100] Acc=19.150 | RoundTime=23.65s | TotalTime=989.36s | Method=fedcda
[Round 045/100] Acc=20.270 | RoundTime=23.95s | TotalTime=1013.31s | Method=fedcda
[Round 046/100] Acc=20.850 | RoundTime=23.90s | TotalTime=1037.21s | Method=fedcda
[Round 047/100] Acc=19.260 | RoundTime=23.86s | TotalTime=1061.07s | Method=fedcda
[Round 048/100] Acc=19.430 | RoundTime=23.12s | TotalTime=1084.19s | Method=fedcda
[Round 049/100] Acc=19.660 | RoundTime=23.32s | TotalTime=1107.51s | Method=fedcda
[Round 050/100] Acc=19.020 | RoundTime=26.23s | TotalTime=1133.74s | Method=fedcda
[Round 051/100] Acc=19.240 | RoundTime=31.13s | TotalTime=1164.87s | Method=fedcda
[Round 052/100] Acc=19.700 | RoundTime=34.05s | TotalTime=1198.92s | Method=fedcda
[Round 053/100] Acc=20.020 | RoundTime=32.01s | TotalTime=1230.93s | Method=fedcda
[Round 054/100] Acc=20.180 | RoundTime=31.57s | TotalTime=1262.51s | Method=fedcda
[Round 055/100] Acc=20.500 | RoundTime=31.17s | TotalTime=1293.68s | Method=fedcda
[Round 056/100] Acc=20.650 | RoundTime=31.76s | TotalTime=1325.44s | Method=fedcda
[Round 057/100] Acc=20.840 | RoundTime=31.06s | TotalTime=1356.50s | Method=fedcda
[Round 058/100] Acc=20.840 | RoundTime=32.13s | TotalTime=1388.63s | Method=fedcda
[Round 059/100] Acc=20.970 | RoundTime=31.27s | TotalTime=1419.90s | Method=fedcda
[Round 060/100] Acc=21.180 | RoundTime=31.46s | TotalTime=1451.36s | Method=fedcda
[Round 061/100] Acc=21.270 | RoundTime=31.03s | TotalTime=1482.39s | Method=fedcda
[Round 062/100] Acc=21.380 | RoundTime=31.48s | TotalTime=1513.87s | Method=fedcda
[Round 063/100] Acc=21.220 | RoundTime=32.46s | TotalTime=1546.32s | Method=fedcda
[Round 064/100] Acc=21.330 | RoundTime=31.67s | TotalTime=1577.99s | Method=fedcda
[Round 065/100] Acc=21.210 | RoundTime=31.49s | TotalTime=1609.48s | Method=fedcda
[Round 066/100] Acc=21.520 | RoundTime=31.90s | TotalTime=1641.38s | Method=fedcda
[Round 067/100] Acc=21.520 | RoundTime=31.54s | TotalTime=1672.92s | Method=fedcda
[Round 068/100] Acc=21.640 | RoundTime=31.06s | TotalTime=1703.99s | Method=fedcda
[Round 069/100] Acc=21.630 | RoundTime=31.11s | TotalTime=1735.09s | Method=fedcda
[Round 070/100] Acc=21.570 | RoundTime=31.51s | TotalTime=1766.60s | Method=fedcda
[Round 071/100] Acc=21.690 | RoundTime=31.87s | TotalTime=1798.47s | Method=fedcda
[Round 072/100] Acc=21.630 | RoundTime=31.66s | TotalTime=1830.12s | Method=fedcda
[Round 073/100] Acc=21.620 | RoundTime=31.81s | TotalTime=1861.93s | Method=fedcda
[Round 074/100] Acc=21.530 | RoundTime=31.45s | TotalTime=1893.38s | Method=fedcda
[Round 075/100] Acc=21.560 | RoundTime=31.74s | TotalTime=1925.12s | Method=fedcda
[Round 076/100] Acc=21.560 | RoundTime=31.92s | TotalTime=1957.04s | Method=fedcda
[Round 077/100] Acc=21.630 | RoundTime=31.90s | TotalTime=1988.95s | Method=fedcda
[Round 078/100] Acc=21.650 | RoundTime=31.25s | TotalTime=2020.19s | Method=fedcda
[Round 079/100] Acc=21.610 | RoundTime=31.40s | TotalTime=2051.59s | Method=fedcda
[Round 080/100] Acc=21.630 | RoundTime=33.52s | TotalTime=2085.11s | Method=fedcda
[Round 081/100] Acc=21.720 | RoundTime=31.71s | TotalTime=2116.82s | Method=fedcda
[Round 082/100] Acc=22.580 | RoundTime=31.53s | TotalTime=2148.35s | Method=fedcda
