========================================================================================================================
Training started at: 2026-04-10 16:47:40
Result directory: results/fl_svhn/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_svhn/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_svhn_20260410-164740-189179_pid484448.txt
Result log file : results/fl_svhn/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_svhn_20260410-164740-189179_pid484448.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_svhn
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=19.590 | RoundTime=217.32s | TotalTime=217.33s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=49.640 | RoundTime=206.02s | TotalTime=423.35s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=69.130 | RoundTime=204.79s | TotalTime=628.15s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=76.760 | RoundTime=205.23s | TotalTime=833.39s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=77.800 | RoundTime=205.49s | TotalTime=1038.89s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=76.840 | RoundTime=206.14s | TotalTime=1245.04s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=73.590 | RoundTime=207.23s | TotalTime=1452.28s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=69.060 | RoundTime=205.88s | TotalTime=1658.17s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=63.350 | RoundTime=204.53s | TotalTime=1862.71s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=60.630 | RoundTime=204.16s | TotalTime=2066.88s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=57.870 | RoundTime=203.54s | TotalTime=2270.43s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=56.960 | RoundTime=205.92s | TotalTime=2476.36s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=55.220 | RoundTime=207.64s | TotalTime=2684.00s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=54.530 | RoundTime=207.16s | TotalTime=2891.18s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=52.710 | RoundTime=206.15s | TotalTime=3097.33s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=52.500 | RoundTime=205.64s | TotalTime=3302.98s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=52.580 | RoundTime=204.88s | TotalTime=3507.86s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=51.930 | RoundTime=206.13s | TotalTime=3714.00s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=51.310 | RoundTime=205.67s | TotalTime=3919.68s | Method=fedrdn
