========================================================================================================================
Training started at: 2026-04-09 14:07:19
Result directory: results/fl_cifar10/fedprox/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_mu-0.01
Result txt file : results/fl_cifar10/fedprox/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260409-140719-973266_pid4095057.txt
Result log file : results/fl_cifar10/fedprox/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260409-140719-973266_pid4095057.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.01
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=186.70s | TotalTime=186.71s | Method=fedprox
[Round 002/100] Phase=standard | Stage=warmup | Acc=24.970 | RoundTime=185.42s | TotalTime=372.14s | Method=fedprox
[Round 003/100] Phase=standard | Stage=warmup | Acc=34.680 | RoundTime=183.73s | TotalTime=555.87s | Method=fedprox
[Round 004/100] Phase=standard | Stage=warmup | Acc=42.990 | RoundTime=184.69s | TotalTime=740.58s | Method=fedprox
[Round 005/100] Phase=standard | Stage=warmup | Acc=46.810 | RoundTime=184.17s | TotalTime=924.75s | Method=fedprox
[Round 006/100] Phase=standard | Stage=warmup | Acc=50.690 | RoundTime=182.70s | TotalTime=1107.46s | Method=fedprox
[Round 007/100] Phase=standard | Stage=warmup | Acc=53.050 | RoundTime=180.58s | TotalTime=1288.04s | Method=fedprox
[Round 008/100] Phase=standard | Stage=warmup | Acc=55.380 | RoundTime=182.73s | TotalTime=1470.78s | Method=fedprox
[Round 009/100] Phase=standard | Stage=warmup | Acc=57.710 | RoundTime=184.63s | TotalTime=1655.42s | Method=fedprox
[Round 010/100] Phase=standard | Stage=warmup | Acc=59.680 | RoundTime=182.86s | TotalTime=1838.29s | Method=fedprox
[Round 011/100] Phase=standard | Stage=warmup | Acc=61.370 | RoundTime=183.06s | TotalTime=2021.35s | Method=fedprox
[Round 012/100] Phase=standard | Stage=warmup | Acc=62.600 | RoundTime=179.79s | TotalTime=2201.14s | Method=fedprox
[Round 013/100] Phase=standard | Stage=warmup | Acc=63.790 | RoundTime=179.97s | TotalTime=2381.12s | Method=fedprox
[Round 014/100] Phase=standard | Stage=warmup | Acc=64.100 | RoundTime=181.32s | TotalTime=2562.44s | Method=fedprox
[Round 015/100] Phase=standard | Stage=warmup | Acc=66.070 | RoundTime=184.99s | TotalTime=2747.43s | Method=fedprox
[Round 016/100] Phase=standard | Stage=warmup | Acc=67.190 | RoundTime=183.25s | TotalTime=2930.69s | Method=fedprox
[Round 017/100] Phase=standard | Stage=warmup | Acc=67.480 | RoundTime=182.69s | TotalTime=3113.39s | Method=fedprox
[Round 018/100] Phase=standard | Stage=warmup | Acc=67.890 | RoundTime=183.30s | TotalTime=3296.71s | Method=fedprox
[Round 019/100] Phase=standard | Stage=warmup | Acc=68.440 | RoundTime=184.97s | TotalTime=3481.69s | Method=fedprox
[Round 020/100] Phase=standard | Stage=warmup | Acc=70.590 | RoundTime=185.68s | TotalTime=3667.37s | Method=fedprox
[Round 021/100] Phase=standard | Stage=warmup | Acc=70.260 | RoundTime=182.12s | TotalTime=3849.50s | Method=fedprox
[Round 022/100] Phase=standard | Stage=warmup | Acc=71.060 | RoundTime=181.58s | TotalTime=4031.09s | Method=fedprox
[Round 023/100] Phase=standard | Stage=warmup | Acc=70.930 | RoundTime=182.57s | TotalTime=4213.68s | Method=fedprox
[Round 024/100] Phase=standard | Stage=warmup | Acc=70.590 | RoundTime=183.12s | TotalTime=4396.81s | Method=fedprox
[Round 025/100] Phase=standard | Stage=warmup | Acc=71.410 | RoundTime=182.79s | TotalTime=4579.61s | Method=fedprox
[Round 026/100] Phase=standard | Stage=warmup | Acc=71.320 | RoundTime=184.79s | TotalTime=4764.41s | Method=fedprox
