========================================================================================================================
Training started at: 2026-04-08 16:03:41
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-160341-238313_pid675400.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-160341-238313_pid675400.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=53.52s | TotalTime=53.52s | Method=fedrdn
[Round 002/210] Phase=standard | Stage=warmup | Acc=1.870 | RoundTime=40.22s | TotalTime=93.75s | Method=fedrdn
[Round 003/210] Phase=standard | Stage=warmup | Acc=4.620 | RoundTime=39.75s | TotalTime=133.52s | Method=fedrdn
[Round 004/210] Phase=standard | Stage=warmup | Acc=6.700 | RoundTime=39.03s | TotalTime=172.55s | Method=fedrdn
[Round 005/210] Phase=standard | Stage=warmup | Acc=8.510 | RoundTime=39.61s | TotalTime=212.17s | Method=fedrdn
[Round 006/210] Phase=standard | Stage=warmup | Acc=9.320 | RoundTime=39.81s | TotalTime=252.00s | Method=fedrdn
[Round 007/210] Phase=standard | Stage=warmup | Acc=10.610 | RoundTime=40.30s | TotalTime=292.33s | Method=fedrdn
[Round 008/210] Phase=standard | Stage=warmup | Acc=11.780 | RoundTime=40.17s | TotalTime=332.51s | Method=fedrdn
[Round 009/210] Phase=standard | Stage=warmup | Acc=13.480 | RoundTime=40.06s | TotalTime=372.57s | Method=fedrdn
[Round 010/210] Phase=standard | Stage=warmup | Acc=14.010 | RoundTime=40.62s | TotalTime=413.19s | Method=fedrdn
[Round 011/210] Phase=standard | Stage=warmup | Acc=15.270 | RoundTime=40.23s | TotalTime=453.43s | Method=fedrdn
[Round 012/210] Phase=standard | Stage=warmup | Acc=16.830 | RoundTime=40.66s | TotalTime=494.09s | Method=fedrdn
[Round 013/210] Phase=standard | Stage=warmup | Acc=17.840 | RoundTime=39.65s | TotalTime=533.75s | Method=fedrdn
[Round 014/210] Phase=standard | Stage=warmup | Acc=17.900 | RoundTime=39.43s | TotalTime=573.18s | Method=fedrdn
[Round 015/210] Phase=standard | Stage=warmup | Acc=18.710 | RoundTime=39.79s | TotalTime=612.98s | Method=fedrdn
[Round 016/210] Phase=standard | Stage=warmup | Acc=20.290 | RoundTime=36.40s | TotalTime=649.38s | Method=fedrdn
[Round 017/210] Phase=standard | Stage=warmup | Acc=20.550 | RoundTime=40.09s | TotalTime=689.49s | Method=fedrdn
[Round 018/210] Phase=standard | Stage=warmup | Acc=22.020 | RoundTime=40.64s | TotalTime=730.14s | Method=fedrdn
[Round 019/210] Phase=standard | Stage=warmup | Acc=22.220 | RoundTime=39.85s | TotalTime=770.00s | Method=fedrdn
[Round 020/210] Phase=standard | Stage=warmup | Acc=22.720 | RoundTime=41.66s | TotalTime=811.67s | Method=fedrdn
[Round 021/210] Phase=standard | Stage=warmup | Acc=24.070 | RoundTime=41.15s | TotalTime=852.83s | Method=fedrdn
[Round 022/210] Phase=standard | Stage=warmup | Acc=23.790 | RoundTime=40.31s | TotalTime=893.15s | Method=fedrdn
[Round 023/210] Phase=standard | Stage=warmup | Acc=25.200 | RoundTime=40.22s | TotalTime=933.38s | Method=fedrdn
[Round 024/210] Phase=standard | Stage=warmup | Acc=25.870 | RoundTime=43.49s | TotalTime=976.87s | Method=fedrdn
[Round 025/210] Phase=standard | Stage=warmup | Acc=26.540 | RoundTime=41.85s | TotalTime=1018.73s | Method=fedrdn
[Round 026/210] Phase=standard | Stage=warmup | Acc=27.250 | RoundTime=43.73s | TotalTime=1062.47s | Method=fedrdn
[Round 027/210] Phase=standard | Stage=warmup | Acc=27.030 | RoundTime=43.88s | TotalTime=1106.36s | Method=fedrdn
[Round 028/210] Phase=standard | Stage=warmup | Acc=28.760 | RoundTime=43.17s | TotalTime=1149.55s | Method=fedrdn
[Round 029/210] Phase=standard | Stage=warmup | Acc=29.220 | RoundTime=42.95s | TotalTime=1192.50s | Method=fedrdn
[Round 030/210] Phase=standard | Stage=warmup | Acc=29.490 | RoundTime=41.10s | TotalTime=1233.61s | Method=fedrdn
[Round 031/210] Phase=standard | Stage=warmup | Acc=30.680 | RoundTime=43.58s | TotalTime=1277.20s | Method=fedrdn
[Round 032/210] Phase=standard | Stage=warmup | Acc=31.000 | RoundTime=42.43s | TotalTime=1319.63s | Method=fedrdn
[Round 033/210] Phase=standard | Stage=warmup | Acc=31.390 | RoundTime=42.55s | TotalTime=1362.19s | Method=fedrdn
[Round 034/210] Phase=standard | Stage=warmup | Acc=31.520 | RoundTime=42.87s | TotalTime=1405.07s | Method=fedrdn
[Round 035/210] Phase=standard | Stage=warmup | Acc=32.570 | RoundTime=43.20s | TotalTime=1448.28s | Method=fedrdn
[Round 036/210] Phase=standard | Stage=warmup | Acc=32.920 | RoundTime=41.40s | TotalTime=1489.68s | Method=fedrdn
[Round 037/210] Phase=standard | Stage=warmup | Acc=32.840 | RoundTime=41.09s | TotalTime=1530.77s | Method=fedrdn
[Round 038/210] Phase=standard | Stage=warmup | Acc=33.930 | RoundTime=42.74s | TotalTime=1573.52s | Method=fedrdn
[Round 039/210] Phase=standard | Stage=warmup | Acc=34.390 | RoundTime=42.79s | TotalTime=1616.31s | Method=fedrdn
[Round 040/210] Phase=standard | Stage=warmup | Acc=34.760 | RoundTime=42.79s | TotalTime=1659.11s | Method=fedrdn
[Round 041/210] Phase=standard | Stage=warmup | Acc=35.830 | RoundTime=41.55s | TotalTime=1700.89s | Method=fedrdn
[Round 042/210] Phase=standard | Stage=warmup | Acc=36.100 | RoundTime=43.34s | TotalTime=1744.24s | Method=fedrdn
[Round 043/210] Phase=standard | Stage=warmup | Acc=36.380 | RoundTime=39.74s | TotalTime=1783.99s | Method=fedrdn
[Round 044/210] Phase=standard | Stage=warmup | Acc=36.860 | RoundTime=42.28s | TotalTime=1826.27s | Method=fedrdn
[Round 045/210] Phase=standard | Stage=warmup | Acc=37.320 | RoundTime=44.10s | TotalTime=1870.39s | Method=fedrdn
[Round 046/210] Phase=standard | Stage=warmup | Acc=37.490 | RoundTime=45.79s | TotalTime=1916.18s | Method=fedrdn
[Round 047/210] Phase=standard | Stage=warmup | Acc=37.910 | RoundTime=44.79s | TotalTime=1960.98s | Method=fedrdn
[Round 048/210] Phase=standard | Stage=warmup | Acc=39.050 | RoundTime=42.00s | TotalTime=2002.98s | Method=fedrdn
[Round 049/210] Phase=standard | Stage=warmup | Acc=39.010 | RoundTime=42.44s | TotalTime=2045.44s | Method=fedrdn
[Round 050/210] Phase=standard | Stage=warmup | Acc=39.150 | RoundTime=40.97s | TotalTime=2086.48s | Method=fedrdn
[Round 051/210] Phase=standard | Stage=warmup | Acc=39.520 | RoundTime=42.58s | TotalTime=2129.08s | Method=fedrdn
[Round 052/210] Phase=standard | Stage=warmup | Acc=40.090 | RoundTime=42.38s | TotalTime=2171.46s | Method=fedrdn
[Round 053/210] Phase=standard | Stage=warmup | Acc=40.710 | RoundTime=42.20s | TotalTime=2213.67s | Method=fedrdn
[Round 054/210] Phase=standard | Stage=warmup | Acc=41.420 | RoundTime=42.17s | TotalTime=2255.84s | Method=fedrdn
[Round 055/210] Phase=standard | Stage=warmup | Acc=41.030 | RoundTime=41.52s | TotalTime=2297.38s | Method=fedrdn
[Round 056/210] Phase=standard | Stage=warmup | Acc=41.670 | RoundTime=40.85s | TotalTime=2338.24s | Method=fedrdn
[Round 057/210] Phase=standard | Stage=warmup | Acc=42.360 | RoundTime=41.08s | TotalTime=2379.32s | Method=fedrdn
[Round 058/210] Phase=standard | Stage=warmup | Acc=42.330 | RoundTime=42.17s | TotalTime=2421.50s | Method=fedrdn
[Round 059/210] Phase=standard | Stage=warmup | Acc=42.720 | RoundTime=42.29s | TotalTime=2463.80s | Method=fedrdn
[Round 060/210] Phase=standard | Stage=warmup | Acc=43.240 | RoundTime=43.44s | TotalTime=2507.24s | Method=fedrdn
[Round 061/210] Phase=standard | Stage=warmup | Acc=43.940 | RoundTime=42.88s | TotalTime=2550.13s | Method=fedrdn
[Round 062/210] Phase=standard | Stage=warmup | Acc=44.490 | RoundTime=42.52s | TotalTime=2592.65s | Method=fedrdn
[Round 063/210] Phase=standard | Stage=warmup | Acc=44.820 | RoundTime=40.90s | TotalTime=2633.57s | Method=fedrdn
[Round 064/210] Phase=standard | Stage=warmup | Acc=45.020 | RoundTime=42.40s | TotalTime=2675.97s | Method=fedrdn
[Round 065/210] Phase=standard | Stage=warmup | Acc=45.460 | RoundTime=42.89s | TotalTime=2718.87s | Method=fedrdn
[Round 066/210] Phase=standard | Stage=warmup | Acc=45.550 | RoundTime=42.38s | TotalTime=2761.26s | Method=fedrdn
[Round 067/210] Phase=standard | Stage=warmup | Acc=46.250 | RoundTime=41.81s | TotalTime=2803.08s | Method=fedrdn
[Round 068/210] Phase=standard | Stage=warmup | Acc=46.810 | RoundTime=45.24s | TotalTime=2848.32s | Method=fedrdn
[Round 069/210] Phase=standard | Stage=warmup | Acc=46.810 | RoundTime=44.23s | TotalTime=2892.57s | Method=fedrdn
[Round 070/210] Phase=standard | Stage=warmup | Acc=47.220 | RoundTime=40.96s | TotalTime=2933.54s | Method=fedrdn
[Round 071/210] Phase=standard | Stage=warmup | Acc=48.000 | RoundTime=40.69s | TotalTime=2974.23s | Method=fedrdn
[Round 072/210] Phase=standard | Stage=warmup | Acc=47.370 | RoundTime=40.91s | TotalTime=3015.15s | Method=fedrdn
[Round 073/210] Phase=standard | Stage=warmup | Acc=47.660 | RoundTime=41.46s | TotalTime=3056.62s | Method=fedrdn
[Round 074/210] Phase=standard | Stage=warmup | Acc=48.290 | RoundTime=40.70s | TotalTime=3097.33s | Method=fedrdn
[Round 075/210] Phase=standard | Stage=warmup | Acc=48.980 | RoundTime=41.25s | TotalTime=3138.59s | Method=fedrdn
[Round 076/210] Phase=standard | Stage=warmup | Acc=49.120 | RoundTime=41.47s | TotalTime=3180.07s | Method=fedrdn
[Round 077/210] Phase=standard | Stage=warmup | Acc=49.050 | RoundTime=38.96s | TotalTime=3219.04s | Method=fedrdn
[Round 078/210] Phase=standard | Stage=warmup | Acc=49.500 | RoundTime=39.11s | TotalTime=3258.16s | Method=fedrdn
[Round 079/210] Phase=standard | Stage=warmup | Acc=49.330 | RoundTime=40.58s | TotalTime=3298.75s | Method=fedrdn
[Round 080/210] Phase=standard | Stage=warmup | Acc=49.630 | RoundTime=37.93s | TotalTime=3336.68s | Method=fedrdn
[Round 081/210] Phase=standard | Stage=warmup | Acc=50.310 | RoundTime=35.33s | TotalTime=3372.03s | Method=fedrdn
[Round 082/210] Phase=standard | Stage=warmup | Acc=50.320 | RoundTime=40.03s | TotalTime=3412.07s | Method=fedrdn
[Round 083/210] Phase=standard | Stage=warmup | Acc=50.330 | RoundTime=37.47s | TotalTime=3449.54s | Method=fedrdn
[Round 084/210] Phase=standard | Stage=warmup | Acc=50.470 | RoundTime=40.18s | TotalTime=3489.73s | Method=fedrdn
[Round 085/210] Phase=standard | Stage=warmup | Acc=50.720 | RoundTime=43.59s | TotalTime=3533.34s | Method=fedrdn
[Round 086/210] Phase=standard | Stage=warmup | Acc=51.210 | RoundTime=42.20s | TotalTime=3575.57s | Method=fedrdn
[Round 087/210] Phase=standard | Stage=warmup | Acc=51.160 | RoundTime=41.60s | TotalTime=3617.17s | Method=fedrdn
[Round 088/210] Phase=standard | Stage=warmup | Acc=52.000 | RoundTime=40.57s | TotalTime=3657.75s | Method=fedrdn
[Round 089/210] Phase=standard | Stage=warmup | Acc=52.020 | RoundTime=39.90s | TotalTime=3697.66s | Method=fedrdn
[Round 090/210] Phase=standard | Stage=warmup | Acc=52.000 | RoundTime=40.11s | TotalTime=3737.77s | Method=fedrdn
[Round 091/210] Phase=standard | Stage=warmup | Acc=52.060 | RoundTime=41.07s | TotalTime=3778.85s | Method=fedrdn
[Round 092/210] Phase=standard | Stage=warmup | Acc=52.000 | RoundTime=40.70s | TotalTime=3819.57s | Method=fedrdn
[Round 093/210] Phase=standard | Stage=warmup | Acc=52.060 | RoundTime=40.76s | TotalTime=3860.33s | Method=fedrdn
[Round 094/210] Phase=standard | Stage=warmup | Acc=52.100 | RoundTime=40.31s | TotalTime=3900.65s | Method=fedrdn
[Round 095/210] Phase=standard | Stage=warmup | Acc=52.450 | RoundTime=42.24s | TotalTime=3942.90s | Method=fedrdn
[Round 096/210] Phase=standard | Stage=warmup | Acc=52.720 | RoundTime=41.13s | TotalTime=3984.04s | Method=fedrdn
[Round 097/210] Phase=standard | Stage=warmup | Acc=52.640 | RoundTime=43.05s | TotalTime=4027.11s | Method=fedrdn
[Round 098/210] Phase=standard | Stage=warmup | Acc=53.010 | RoundTime=43.32s | TotalTime=4070.44s | Method=fedrdn
[Round 099/210] Phase=standard | Stage=warmup | Acc=53.170 | RoundTime=40.50s | TotalTime=4110.95s | Method=fedrdn
[Round 100/210] Phase=standard | Stage=warmup | Acc=53.310 | RoundTime=40.27s | TotalTime=4151.23s | Method=fedrdn
[Round 101/210] Phase=standard | Stage=warmup | Acc=53.290 | RoundTime=40.93s | TotalTime=4192.16s | Method=fedrdn
[Round 102/210] Phase=standard | Stage=warmup | Acc=53.720 | RoundTime=41.30s | TotalTime=4233.47s | Method=fedrdn
[Round 103/210] Phase=standard | Stage=warmup | Acc=53.420 | RoundTime=41.57s | TotalTime=4275.06s | Method=fedrdn
[Round 104/210] Phase=standard | Stage=warmup | Acc=53.420 | RoundTime=43.05s | TotalTime=4318.12s | Method=fedrdn
[Round 105/210] Phase=standard | Stage=warmup | Acc=53.570 | RoundTime=43.11s | TotalTime=4361.24s | Method=fedrdn
[Round 106/210] Phase=standard | Stage=warmup | Acc=53.670 | RoundTime=40.56s | TotalTime=4401.81s | Method=fedrdn
[Round 107/210] Phase=standard | Stage=warmup | Acc=53.800 | RoundTime=41.62s | TotalTime=4443.44s | Method=fedrdn
[Round 108/210] Phase=standard | Stage=warmup | Acc=53.940 | RoundTime=43.32s | TotalTime=4486.77s | Method=fedrdn
[Round 109/210] Phase=standard | Stage=warmup | Acc=54.060 | RoundTime=40.89s | TotalTime=4527.67s | Method=fedrdn
[Round 110/210] Phase=standard | Stage=warmup | Acc=53.950 | RoundTime=40.66s | TotalTime=4568.34s | Method=fedrdn
[Round 111/210] Phase=standard | Stage=warmup | Acc=53.920 | RoundTime=41.07s | TotalTime=4609.41s | Method=fedrdn
[Round 112/210] Phase=standard | Stage=warmup | Acc=54.880 | RoundTime=42.06s | TotalTime=4651.49s | Method=fedrdn
[Round 113/210] Phase=standard | Stage=warmup | Acc=54.580 | RoundTime=40.94s | TotalTime=4692.43s | Method=fedrdn
[Round 114/210] Phase=standard | Stage=warmup | Acc=54.400 | RoundTime=40.93s | TotalTime=4733.37s | Method=fedrdn
[Round 115/210] Phase=standard | Stage=warmup | Acc=54.670 | RoundTime=40.19s | TotalTime=4773.57s | Method=fedrdn
[Round 116/210] Phase=standard | Stage=warmup | Acc=54.460 | RoundTime=41.74s | TotalTime=4815.32s | Method=fedrdn
[Round 117/210] Phase=standard | Stage=warmup | Acc=54.540 | RoundTime=42.99s | TotalTime=4858.32s | Method=fedrdn
[Round 118/210] Phase=standard | Stage=warmup | Acc=54.840 | RoundTime=42.32s | TotalTime=4900.65s | Method=fedrdn
[Round 119/210] Phase=standard | Stage=warmup | Acc=55.020 | RoundTime=41.27s | TotalTime=4941.93s | Method=fedrdn
[Round 120/210] Phase=standard | Stage=warmup | Acc=54.970 | RoundTime=41.07s | TotalTime=4983.02s | Method=fedrdn
[Round 121/210] Phase=standard | Stage=warmup | Acc=54.920 | RoundTime=43.68s | TotalTime=5026.70s | Method=fedrdn
[Round 122/210] Phase=standard | Stage=warmup | Acc=54.890 | RoundTime=43.08s | TotalTime=5069.79s | Method=fedrdn
[Round 123/210] Phase=standard | Stage=warmup | Acc=55.070 | RoundTime=41.01s | TotalTime=5110.81s | Method=fedrdn
[Round 124/210] Phase=standard | Stage=warmup | Acc=55.420 | RoundTime=43.03s | TotalTime=5153.85s | Method=fedrdn
[Round 125/210] Phase=standard | Stage=warmup | Acc=55.370 | RoundTime=41.78s | TotalTime=5195.64s | Method=fedrdn
[Round 126/210] Phase=standard | Stage=warmup | Acc=55.290 | RoundTime=41.22s | TotalTime=5236.87s | Method=fedrdn
[Round 127/210] Phase=standard | Stage=warmup | Acc=54.940 | RoundTime=42.51s | TotalTime=5279.39s | Method=fedrdn
[Round 128/210] Phase=standard | Stage=warmup | Acc=54.600 | RoundTime=43.07s | TotalTime=5322.47s | Method=fedrdn
[Round 129/210] Phase=standard | Stage=warmup | Acc=55.540 | RoundTime=41.94s | TotalTime=5364.41s | Method=fedrdn
[Round 130/210] Phase=standard | Stage=warmup | Acc=54.650 | RoundTime=41.42s | TotalTime=5405.84s | Method=fedrdn
[Round 131/210] Phase=standard | Stage=warmup | Acc=55.450 | RoundTime=41.61s | TotalTime=5447.46s | Method=fedrdn
[Round 132/210] Phase=standard | Stage=warmup | Acc=55.690 | RoundTime=40.27s | TotalTime=5487.73s | Method=fedrdn
[Round 133/210] Phase=standard | Stage=warmup | Acc=55.420 | RoundTime=42.98s | TotalTime=5530.72s | Method=fedrdn
[Round 134/210] Phase=standard | Stage=warmup | Acc=55.450 | RoundTime=41.43s | TotalTime=5572.15s | Method=fedrdn
[Round 135/210] Phase=standard | Stage=warmup | Acc=55.640 | RoundTime=41.00s | TotalTime=5613.16s | Method=fedrdn
[Round 136/210] Phase=standard | Stage=warmup | Acc=55.720 | RoundTime=41.20s | TotalTime=5654.37s | Method=fedrdn
[Round 137/210] Phase=standard | Stage=warmup | Acc=55.620 | RoundTime=39.14s | TotalTime=5693.52s | Method=fedrdn
[Round 138/210] Phase=standard | Stage=warmup | Acc=55.600 | RoundTime=39.47s | TotalTime=5733.00s | Method=fedrdn
[Round 139/210] Phase=standard | Stage=warmup | Acc=55.120 | RoundTime=39.72s | TotalTime=5772.73s | Method=fedrdn
[Round 140/210] Phase=standard | Stage=warmup | Acc=55.090 | RoundTime=40.68s | TotalTime=5813.42s | Method=fedrdn
[Round 141/210] Phase=standard | Stage=warmup | Acc=55.410 | RoundTime=40.26s | TotalTime=5853.69s | Method=fedrdn
[Round 142/210] Phase=standard | Stage=warmup | Acc=55.900 | RoundTime=41.00s | TotalTime=5894.71s | Method=fedrdn
[Round 143/210] Phase=standard | Stage=warmup | Acc=55.780 | RoundTime=40.11s | TotalTime=5934.82s | Method=fedrdn
[Round 144/210] Phase=standard | Stage=warmup | Acc=55.280 | RoundTime=39.18s | TotalTime=5974.01s | Method=fedrdn
[Round 145/210] Phase=standard | Stage=warmup | Acc=55.460 | RoundTime=40.01s | TotalTime=6014.03s | Method=fedrdn
[Round 146/210] Phase=standard | Stage=warmup | Acc=55.680 | RoundTime=39.81s | TotalTime=6053.84s | Method=fedrdn
[Round 147/210] Phase=standard | Stage=warmup | Acc=55.740 | RoundTime=40.16s | TotalTime=6094.01s | Method=fedrdn
[Round 148/210] Phase=standard | Stage=warmup | Acc=55.380 | RoundTime=40.36s | TotalTime=6134.38s | Method=fedrdn
[Round 149/210] Phase=standard | Stage=warmup | Acc=55.480 | RoundTime=38.99s | TotalTime=6173.37s | Method=fedrdn
[Round 150/210] Phase=standard | Stage=warmup | Acc=55.120 | RoundTime=40.58s | TotalTime=6213.96s | Method=fedrdn
[Round 151/210] Phase=standard | Stage=warmup | Acc=55.350 | RoundTime=40.71s | TotalTime=6254.67s | Method=fedrdn
[Round 152/210] Phase=standard | Stage=warmup | Acc=55.960 | RoundTime=39.98s | TotalTime=6294.66s | Method=fedrdn
[Round 153/210] Phase=standard | Stage=warmup | Acc=55.840 | RoundTime=40.06s | TotalTime=6334.72s | Method=fedrdn
[Round 154/210] Phase=standard | Stage=warmup | Acc=55.210 | RoundTime=39.79s | TotalTime=6374.52s | Method=fedrdn
[Round 155/210] Phase=standard | Stage=warmup | Acc=55.600 | RoundTime=40.28s | TotalTime=6414.82s | Method=fedrdn
[Round 156/210] Phase=standard | Stage=warmup | Acc=55.420 | RoundTime=40.97s | TotalTime=6455.79s | Method=fedrdn
[Round 157/210] Phase=standard | Stage=warmup | Acc=55.110 | RoundTime=40.64s | TotalTime=6496.45s | Method=fedrdn
[Round 158/210] Phase=standard | Stage=warmup | Acc=55.840 | RoundTime=41.11s | TotalTime=6537.57s | Method=fedrdn
[Round 159/210] Phase=standard | Stage=warmup | Acc=55.670 | RoundTime=38.66s | TotalTime=6576.24s | Method=fedrdn
[Round 160/210] Phase=standard | Stage=warmup | Acc=55.450 | RoundTime=39.48s | TotalTime=6615.73s | Method=fedrdn
[Round 161/210] Phase=standard | Stage=warmup | Acc=55.530 | RoundTime=39.20s | TotalTime=6654.94s | Method=fedrdn
[Round 162/210] Phase=standard | Stage=warmup | Acc=55.480 | RoundTime=39.92s | TotalTime=6694.86s | Method=fedrdn
