====================================================================================================
Training started at: 2026-03-15 09:25:40
Result directory: results/fl_cifar10/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3
Result txt file : results/fl_cifar10/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3/feddenoise_fl_cifar10_20260315-092540.txt
Result log file : results/fl_cifar10/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3/feddenoise_fl_cifar10_20260315-092540.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.3
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.010 | Pure=69.984 | RoundTime=39.27s | TotalTime=39.27s | Method=feddenoise
[Round 002/100] Acc=21.370 | Pure=70.007 | RoundTime=37.02s | TotalTime=76.29s | Method=feddenoise
[Round 003/100] Acc=30.970 | Pure=69.978 | RoundTime=38.71s | TotalTime=114.99s | Method=feddenoise
[Round 004/100] Acc=30.010 | Pure=69.997 | RoundTime=37.51s | TotalTime=152.50s | Method=feddenoise
[Round 005/100] Acc=37.170 | Pure=70.011 | RoundTime=37.16s | TotalTime=189.66s | Method=feddenoise
[Round 006/100] Acc=35.390 | Pure=69.990 | RoundTime=36.30s | TotalTime=225.95s | Method=feddenoise
[Round 007/100] Acc=34.310 | Pure=69.986 | RoundTime=37.00s | TotalTime=262.96s | Method=feddenoise
[Round 008/100] Acc=40.470 | Pure=70.006 | RoundTime=36.50s | TotalTime=299.46s | Method=feddenoise
[Round 009/100] Acc=41.080 | Pure=70.004 | RoundTime=37.91s | TotalTime=337.37s | Method=feddenoise
[Round 010/100] Acc=37.240 | Pure=69.997 | RoundTime=37.21s | TotalTime=374.58s | Method=feddenoise
[Round 011/100] Acc=37.670 | Pure=77.379 | RoundTime=54.70s | TotalTime=429.28s | Method=feddenoise
[Round 012/100] Acc=41.310 | Pure=77.658 | RoundTime=52.96s | TotalTime=482.24s | Method=feddenoise
[Round 013/100] Acc=42.310 | Pure=78.338 | RoundTime=53.13s | TotalTime=535.38s | Method=feddenoise
[Round 014/100] Acc=44.970 | Pure=77.841 | RoundTime=52.13s | TotalTime=587.51s | Method=feddenoise
[Round 015/100] Acc=38.810 | Pure=79.475 | RoundTime=54.66s | TotalTime=642.17s | Method=feddenoise
[Round 016/100] Acc=44.280 | Pure=81.085 | RoundTime=52.75s | TotalTime=694.93s | Method=feddenoise
[Round 017/100] Acc=44.650 | Pure=77.337 | RoundTime=54.59s | TotalTime=749.52s | Method=feddenoise
[Round 018/100] Acc=43.760 | Pure=80.822 | RoundTime=54.02s | TotalTime=803.53s | Method=feddenoise
[Round 019/100] Acc=44.010 | Pure=78.046 | RoundTime=54.39s | TotalTime=857.93s | Method=feddenoise
[Round 020/100] Acc=44.060 | Pure=79.298 | RoundTime=52.91s | TotalTime=910.84s | Method=feddenoise
[Round 021/100] Acc=44.000 | Pure=78.548 | RoundTime=52.56s | TotalTime=963.40s | Method=feddenoise
[Round 022/100] Acc=46.420 | Pure=81.639 | RoundTime=53.90s | TotalTime=1017.29s | Method=feddenoise
[Round 023/100] Acc=51.270 | Pure=79.460 | RoundTime=54.07s | TotalTime=1071.37s | Method=feddenoise
[Round 024/100] Acc=48.610 | Pure=78.586 | RoundTime=53.78s | TotalTime=1125.15s | Method=feddenoise
[Round 025/100] Acc=46.190 | Pure=78.328 | RoundTime=52.62s | TotalTime=1177.77s | Method=feddenoise
[Round 026/100] Acc=43.200 | Pure=79.857 | RoundTime=53.55s | TotalTime=1231.32s | Method=feddenoise
[Round 027/100] Acc=47.790 | Pure=80.638 | RoundTime=52.29s | TotalTime=1283.61s | Method=feddenoise
[Round 028/100] Acc=49.960 | Pure=78.573 | RoundTime=54.42s | TotalTime=1338.03s | Method=feddenoise
[Round 029/100] Acc=46.640 | Pure=80.603 | RoundTime=52.90s | TotalTime=1390.93s | Method=feddenoise
[Round 030/100] Acc=45.810 | Pure=81.636 | RoundTime=54.00s | TotalTime=1444.93s | Method=feddenoise
[Round 031/100] Acc=45.480 | Pure=77.088 | RoundTime=54.03s | TotalTime=1498.97s | Method=feddenoise
[Round 032/100] Acc=46.740 | Pure=77.062 | RoundTime=53.42s | TotalTime=1552.39s | Method=feddenoise
[Round 033/100] Acc=45.180 | Pure=77.865 | RoundTime=54.53s | TotalTime=1606.91s | Method=feddenoise
[Round 034/100] Acc=50.380 | Pure=77.594 | RoundTime=54.00s | TotalTime=1660.91s | Method=feddenoise
[Round 035/100] Acc=49.260 | Pure=79.287 | RoundTime=54.64s | TotalTime=1715.55s | Method=feddenoise
[Round 036/100] Acc=51.920 | Pure=79.369 | RoundTime=51.74s | TotalTime=1767.29s | Method=feddenoise
[Round 037/100] Acc=48.110 | Pure=78.383 | RoundTime=53.45s | TotalTime=1820.74s | Method=feddenoise
[Round 038/100] Acc=48.150 | Pure=78.882 | RoundTime=52.77s | TotalTime=1873.52s | Method=feddenoise
[Round 039/100] Acc=46.150 | Pure=78.803 | RoundTime=52.79s | TotalTime=1926.31s | Method=feddenoise
[Round 040/100] Acc=50.820 | Pure=76.219 | RoundTime=54.13s | TotalTime=1980.44s | Method=feddenoise
[Round 041/100] Acc=50.120 | Pure=81.367 | RoundTime=53.80s | TotalTime=2034.24s | Method=feddenoise
[Round 042/100] Acc=51.120 | Pure=82.320 | RoundTime=54.61s | TotalTime=2088.85s | Method=feddenoise
[Round 043/100] Acc=50.860 | Pure=80.129 | RoundTime=53.48s | TotalTime=2142.34s | Method=feddenoise
[Round 044/100] Acc=51.340 | Pure=81.318 | RoundTime=54.32s | TotalTime=2196.66s | Method=feddenoise
[Round 045/100] Acc=50.530 | Pure=79.812 | RoundTime=51.85s | TotalTime=2248.51s | Method=feddenoise
[Round 046/100] Acc=54.000 | Pure=78.648 | RoundTime=54.70s | TotalTime=2303.21s | Method=feddenoise
[Round 047/100] Acc=49.760 | Pure=76.759 | RoundTime=52.72s | TotalTime=2355.93s | Method=feddenoise
[Round 048/100] Acc=49.490 | Pure=80.369 | RoundTime=53.61s | TotalTime=2409.54s | Method=feddenoise
[Round 049/100] Acc=51.820 | Pure=79.397 | RoundTime=53.01s | TotalTime=2462.55s | Method=feddenoise
[Round 050/100] Acc=50.210 | Pure=79.684 | RoundTime=51.61s | TotalTime=2514.17s | Method=feddenoise
[Round 051/100] Acc=50.610 | Pure=80.089 | RoundTime=51.92s | TotalTime=2566.08s | Method=feddenoise
[Round 052/100] Acc=49.990 | Pure=76.417 | RoundTime=53.22s | TotalTime=2619.30s | Method=feddenoise
[Round 053/100] Acc=50.460 | Pure=79.799 | RoundTime=53.95s | TotalTime=2673.25s | Method=feddenoise
[Round 054/100] Acc=48.940 | Pure=84.588 | RoundTime=53.98s | TotalTime=2727.23s | Method=feddenoise
[Round 055/100] Acc=53.750 | Pure=79.596 | RoundTime=54.90s | TotalTime=2782.13s | Method=feddenoise
[Round 056/100] Acc=50.760 | Pure=80.474 | RoundTime=53.49s | TotalTime=2835.62s | Method=feddenoise
[Round 057/100] Acc=52.240 | Pure=81.459 | RoundTime=53.11s | TotalTime=2888.73s | Method=feddenoise
[Round 058/100] Acc=55.290 | Pure=80.896 | RoundTime=54.26s | TotalTime=2942.99s | Method=feddenoise
[Round 059/100] Acc=53.140 | Pure=80.501 | RoundTime=52.76s | TotalTime=2995.76s | Method=feddenoise
[Round 060/100] Acc=52.710 | Pure=77.965 | RoundTime=54.21s | TotalTime=3049.96s | Method=feddenoise
[Round 061/100] Acc=51.490 | Pure=78.960 | RoundTime=53.44s | TotalTime=3103.40s | Method=feddenoise
[Round 062/100] Acc=52.680 | Pure=78.422 | RoundTime=52.98s | TotalTime=3156.39s | Method=feddenoise
[Round 063/100] Acc=54.060 | Pure=77.085 | RoundTime=53.92s | TotalTime=3210.31s | Method=feddenoise
[Round 064/100] Acc=48.250 | Pure=76.480 | RoundTime=52.19s | TotalTime=3262.49s | Method=feddenoise
[Round 065/100] Acc=50.560 | Pure=79.406 | RoundTime=53.15s | TotalTime=3315.64s | Method=feddenoise
[Round 066/100] Acc=45.340 | Pure=81.240 | RoundTime=53.03s | TotalTime=3368.67s | Method=feddenoise
[Round 067/100] Acc=50.440 | Pure=80.784 | RoundTime=53.54s | TotalTime=3422.21s | Method=feddenoise
[Round 068/100] Acc=52.670 | Pure=79.982 | RoundTime=55.52s | TotalTime=3477.73s | Method=feddenoise
[Round 069/100] Acc=47.770 | Pure=79.114 | RoundTime=55.76s | TotalTime=3533.49s | Method=feddenoise
[Round 070/100] Acc=53.240 | Pure=80.552 | RoundTime=57.55s | TotalTime=3591.04s | Method=feddenoise
[Round 071/100] Acc=53.500 | Pure=79.950 | RoundTime=54.46s | TotalTime=3645.50s | Method=feddenoise
