====================================================================================================
Training started at: 2026-03-15 10:52:22
Result directory: results/fl_cifar10/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3
Result txt file : results/fl_cifar10/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3/feddenoise_fl_cifar10_20260315-105222.txt
Result log file : results/fl_cifar10/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3/feddenoise_fl_cifar10_20260315-105222.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: asymmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.3
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | Pure=70.018 | RoundTime=36.87s | TotalTime=36.87s | Method=feddenoise
[Round 002/100] Acc=11.010 | Pure=69.965 | RoundTime=35.60s | TotalTime=72.47s | Method=feddenoise
[Round 003/100] Acc=25.170 | Pure=69.983 | RoundTime=35.88s | TotalTime=108.35s | Method=feddenoise
[Round 004/100] Acc=28.070 | Pure=70.002 | RoundTime=35.21s | TotalTime=143.56s | Method=feddenoise
[Round 005/100] Acc=30.270 | Pure=69.998 | RoundTime=36.64s | TotalTime=180.21s | Method=feddenoise
[Round 006/100] Acc=31.040 | Pure=70.009 | RoundTime=35.93s | TotalTime=216.14s | Method=feddenoise
[Round 007/100] Acc=38.540 | Pure=69.999 | RoundTime=35.17s | TotalTime=251.31s | Method=feddenoise
[Round 008/100] Acc=34.920 | Pure=70.038 | RoundTime=36.14s | TotalTime=287.44s | Method=feddenoise
[Round 009/100] Acc=37.510 | Pure=69.977 | RoundTime=36.96s | TotalTime=324.41s | Method=feddenoise
[Round 010/100] Acc=35.760 | Pure=69.992 | RoundTime=36.57s | TotalTime=360.98s | Method=feddenoise
[Round 011/100] Acc=34.880 | Pure=71.167 | RoundTime=52.04s | TotalTime=413.02s | Method=feddenoise
