====================================================================================================
Training started at: 2026-03-27 14:05:35
Result directory: results/fl_cifar100/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15
Result txt file : results/fl_cifar100/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_cifar100_20260327-140535-662574_pid2360369.txt
Result log file : results/fl_cifar100/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_cifar100_20260327-140535-662574_pid2360369.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=22.67s | TotalTime=22.67s | Method=fedcda
[Round 002/100] Acc=1.460 | RoundTime=21.70s | TotalTime=44.37s | Method=fedcda
[Round 003/100] Acc=3.960 | RoundTime=21.96s | TotalTime=66.33s | Method=fedcda
[Round 004/100] Acc=7.710 | RoundTime=21.84s | TotalTime=88.17s | Method=fedcda
[Round 005/100] Acc=10.140 | RoundTime=22.25s | TotalTime=110.42s | Method=fedcda
[Round 006/100] Acc=9.580 | RoundTime=22.02s | TotalTime=132.44s | Method=fedcda
[Round 007/100] Acc=11.290 | RoundTime=22.40s | TotalTime=154.84s | Method=fedcda
[Round 008/100] Acc=11.330 | RoundTime=22.39s | TotalTime=177.23s | Method=fedcda
[Round 009/100] Acc=12.760 | RoundTime=22.60s | TotalTime=199.83s | Method=fedcda
[Round 010/100] Acc=11.990 | RoundTime=21.86s | TotalTime=221.68s | Method=fedcda
[Round 011/100] Acc=13.640 | RoundTime=24.28s | TotalTime=245.97s | Method=fedcda
[Round 012/100] Acc=11.750 | RoundTime=23.26s | TotalTime=269.23s | Method=fedcda
[Round 013/100] Acc=13.470 | RoundTime=22.16s | TotalTime=291.40s | Method=fedcda
[Round 014/100] Acc=14.510 | RoundTime=22.15s | TotalTime=313.54s | Method=fedcda
[Round 015/100] Acc=11.690 | RoundTime=22.29s | TotalTime=335.83s | Method=fedcda
[Round 016/100] Acc=13.230 | RoundTime=22.60s | TotalTime=358.44s | Method=fedcda
[Round 017/100] Acc=13.990 | RoundTime=22.63s | TotalTime=381.06s | Method=fedcda
[Round 018/100] Acc=14.950 | RoundTime=22.93s | TotalTime=404.00s | Method=fedcda
[Round 019/100] Acc=14.190 | RoundTime=22.58s | TotalTime=426.58s | Method=fedcda
[Round 020/100] Acc=14.860 | RoundTime=22.52s | TotalTime=449.10s | Method=fedcda
[Round 021/100] Acc=16.920 | RoundTime=22.22s | TotalTime=471.32s | Method=fedcda
[Round 022/100] Acc=17.160 | RoundTime=22.76s | TotalTime=494.08s | Method=fedcda
[Round 023/100] Acc=17.600 | RoundTime=24.29s | TotalTime=518.37s | Method=fedcda
[Round 024/100] Acc=15.710 | RoundTime=22.27s | TotalTime=540.64s | Method=fedcda
[Round 025/100] Acc=16.720 | RoundTime=22.91s | TotalTime=563.55s | Method=fedcda
[Round 026/100] Acc=16.350 | RoundTime=22.46s | TotalTime=586.01s | Method=fedcda
[Round 027/100] Acc=17.840 | RoundTime=23.52s | TotalTime=609.53s | Method=fedcda
[Round 028/100] Acc=17.100 | RoundTime=23.40s | TotalTime=632.94s | Method=fedcda
[Round 029/100] Acc=18.960 | RoundTime=23.09s | TotalTime=656.02s | Method=fedcda
[Round 030/100] Acc=16.930 | RoundTime=22.63s | TotalTime=678.65s | Method=fedcda
[Round 031/100] Acc=18.340 | RoundTime=23.66s | TotalTime=702.31s | Method=fedcda
[Round 032/100] Acc=19.430 | RoundTime=22.71s | TotalTime=725.02s | Method=fedcda
[Round 033/100] Acc=18.750 | RoundTime=23.34s | TotalTime=748.36s | Method=fedcda
[Round 034/100] Acc=17.980 | RoundTime=23.79s | TotalTime=772.15s | Method=fedcda
[Round 035/100] Acc=18.970 | RoundTime=23.18s | TotalTime=795.33s | Method=fedcda
[Round 036/100] Acc=18.880 | RoundTime=23.61s | TotalTime=818.94s | Method=fedcda
[Round 037/100] Acc=18.220 | RoundTime=25.24s | TotalTime=844.18s | Method=fedcda
[Round 038/100] Acc=18.920 | RoundTime=23.16s | TotalTime=867.34s | Method=fedcda
[Round 039/100] Acc=19.880 | RoundTime=23.69s | TotalTime=891.03s | Method=fedcda
[Round 040/100] Acc=18.500 | RoundTime=23.26s | TotalTime=914.28s | Method=fedcda
[Round 041/100] Acc=17.390 | RoundTime=23.02s | TotalTime=937.30s | Method=fedcda
[Round 042/100] Acc=19.740 | RoundTime=23.21s | TotalTime=960.51s | Method=fedcda
[Round 043/100] Acc=19.400 | RoundTime=23.04s | TotalTime=983.55s | Method=fedcda
[Round 044/100] Acc=17.640 | RoundTime=22.42s | TotalTime=1005.97s | Method=fedcda
[Round 045/100] Acc=17.740 | RoundTime=23.19s | TotalTime=1029.16s | Method=fedcda
[Round 046/100] Acc=20.590 | RoundTime=23.91s | TotalTime=1053.07s | Method=fedcda
[Round 047/100] Acc=20.240 | RoundTime=23.07s | TotalTime=1076.14s | Method=fedcda
[Round 048/100] Acc=20.020 | RoundTime=23.90s | TotalTime=1100.03s | Method=fedcda
[Round 049/100] Acc=18.260 | RoundTime=22.71s | TotalTime=1122.75s | Method=fedcda
[Round 050/100] Acc=19.610 | RoundTime=23.42s | TotalTime=1146.17s | Method=fedcda
