====================================================================================================
Training started at: 2026-03-14 09:23:48
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3/fedprox_fl_cifar100_20260314-092348.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3/fedprox_fl_cifar100_20260314-092348.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.001
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=92.54s | TotalTime=92.54s | Method=fedprox
[Round 002/100] Acc=1.530 | RoundTime=91.40s | TotalTime=183.94s | Method=fedprox
[Round 003/100] Acc=6.870 | RoundTime=90.51s | TotalTime=274.45s | Method=fedprox
[Round 004/100] Acc=10.630 | RoundTime=91.83s | TotalTime=366.28s | Method=fedprox
[Round 005/100] Acc=14.200 | RoundTime=90.65s | TotalTime=456.93s | Method=fedprox
[Round 006/100] Acc=14.950 | RoundTime=91.41s | TotalTime=548.34s | Method=fedprox
[Round 007/100] Acc=14.860 | RoundTime=91.34s | TotalTime=639.68s | Method=fedprox
[Round 008/100] Acc=16.580 | RoundTime=92.09s | TotalTime=731.77s | Method=fedprox
[Round 009/100] Acc=17.380 | RoundTime=89.84s | TotalTime=821.61s | Method=fedprox
[Round 010/100] Acc=18.160 | RoundTime=91.14s | TotalTime=912.75s | Method=fedprox
[Round 011/100] Acc=19.320 | RoundTime=90.03s | TotalTime=1002.79s | Method=fedprox
[Round 012/100] Acc=18.300 | RoundTime=91.73s | TotalTime=1094.52s | Method=fedprox
[Round 013/100] Acc=19.050 | RoundTime=93.77s | TotalTime=1188.29s | Method=fedprox
[Round 014/100] Acc=19.070 | RoundTime=90.54s | TotalTime=1278.83s | Method=fedprox
[Round 015/100] Acc=20.100 | RoundTime=91.59s | TotalTime=1370.42s | Method=fedprox
[Round 016/100] Acc=20.640 | RoundTime=91.01s | TotalTime=1461.43s | Method=fedprox
[Round 017/100] Acc=20.600 | RoundTime=91.49s | TotalTime=1552.91s | Method=fedprox
[Round 018/100] Acc=21.040 | RoundTime=91.89s | TotalTime=1644.81s | Method=fedprox
[Round 019/100] Acc=21.140 | RoundTime=92.08s | TotalTime=1736.89s | Method=fedprox
[Round 020/100] Acc=20.000 | RoundTime=91.70s | TotalTime=1828.59s | Method=fedprox
[Round 021/100] Acc=20.860 | RoundTime=91.24s | TotalTime=1919.82s | Method=fedprox
[Round 022/100] Acc=20.700 | RoundTime=93.23s | TotalTime=2013.05s | Method=fedprox
[Round 023/100] Acc=20.840 | RoundTime=92.34s | TotalTime=2105.40s | Method=fedprox
[Round 024/100] Acc=22.150 | RoundTime=90.18s | TotalTime=2195.58s | Method=fedprox
[Round 025/100] Acc=21.670 | RoundTime=91.63s | TotalTime=2287.21s | Method=fedprox
[Round 026/100] Acc=22.260 | RoundTime=93.10s | TotalTime=2380.31s | Method=fedprox
[Round 027/100] Acc=20.920 | RoundTime=90.81s | TotalTime=2471.12s | Method=fedprox
[Round 028/100] Acc=21.540 | RoundTime=90.43s | TotalTime=2561.55s | Method=fedprox
[Round 029/100] Acc=21.970 | RoundTime=89.87s | TotalTime=2651.42s | Method=fedprox
[Round 030/100] Acc=21.320 | RoundTime=91.52s | TotalTime=2742.94s | Method=fedprox
[Round 031/100] Acc=21.690 | RoundTime=92.48s | TotalTime=2835.42s | Method=fedprox
[Round 032/100] Acc=21.810 | RoundTime=92.07s | TotalTime=2927.50s | Method=fedprox
[Round 033/100] Acc=21.880 | RoundTime=91.84s | TotalTime=3019.34s | Method=fedprox
[Round 034/100] Acc=21.640 | RoundTime=91.32s | TotalTime=3110.66s | Method=fedprox
[Round 035/100] Acc=21.740 | RoundTime=91.04s | TotalTime=3201.70s | Method=fedprox
[Round 036/100] Acc=21.940 | RoundTime=89.62s | TotalTime=3291.31s | Method=fedprox
[Round 037/100] Acc=22.070 | RoundTime=90.18s | TotalTime=3381.49s | Method=fedprox
[Round 038/100] Acc=22.390 | RoundTime=88.99s | TotalTime=3470.48s | Method=fedprox
[Round 039/100] Acc=22.440 | RoundTime=90.10s | TotalTime=3560.58s | Method=fedprox
[Round 040/100] Acc=22.540 | RoundTime=90.87s | TotalTime=3651.44s | Method=fedprox
[Round 041/100] Acc=22.540 | RoundTime=91.77s | TotalTime=3743.22s | Method=fedprox
[Round 042/100] Acc=22.190 | RoundTime=92.80s | TotalTime=3836.02s | Method=fedprox
[Round 043/100] Acc=21.990 | RoundTime=92.54s | TotalTime=3928.56s | Method=fedprox
[Round 044/100] Acc=22.070 | RoundTime=91.47s | TotalTime=4020.03s | Method=fedprox
