========================================================================================================================
Training started at: 2026-04-09 22:33:15
Result directory: results/fl_cifar100/fedgloss/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_rho-0.05_beta-1.0_slr-1.0
Result txt file : results/fl_cifar100/fedgloss/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_rho-0.05_beta-1.0_slr-1.0/fedgloss_fl_cifar100_20260409-223315-020260_pid2177305.txt
Result log file : results/fl_cifar100/fedgloss/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_rho-0.05_beta-1.0_slr-1.0/fedgloss_fl_cifar100_20260409-223315-020260_pid2177305.log
------------------------------------------------------------------------------------------------------------------------
Model: fedgloss
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedGLoSS rho: 0.05
FedGLoSS beta: 1.0
FedGLoSS server lr: 1.0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=151.70s | TotalTime=151.71s | Method=fedgloss
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.250 | RoundTime=160.33s | TotalTime=312.05s | Method=fedgloss
[Round 003/100] Phase=standard | Stage=warmup | Acc=6.650 | RoundTime=161.45s | TotalTime=473.51s | Method=fedgloss
[Round 004/100] Phase=standard | Stage=warmup | Acc=11.580 | RoundTime=160.78s | TotalTime=634.30s | Method=fedgloss
[Round 005/100] Phase=standard | Stage=warmup | Acc=14.300 | RoundTime=161.69s | TotalTime=796.00s | Method=fedgloss
[Round 006/100] Phase=standard | Stage=warmup | Acc=16.230 | RoundTime=160.98s | TotalTime=957.00s | Method=fedgloss
[Round 007/100] Phase=standard | Stage=warmup | Acc=18.150 | RoundTime=161.57s | TotalTime=1118.58s | Method=fedgloss
[Round 008/100] Phase=standard | Stage=warmup | Acc=19.830 | RoundTime=159.28s | TotalTime=1277.87s | Method=fedgloss
[Round 009/100] Phase=standard | Stage=warmup | Acc=21.170 | RoundTime=160.46s | TotalTime=1438.35s | Method=fedgloss
[Round 010/100] Phase=standard | Stage=warmup | Acc=22.800 | RoundTime=162.12s | TotalTime=1600.47s | Method=fedgloss
[Round 011/100] Phase=standard | Stage=warmup | Acc=24.220 | RoundTime=158.90s | TotalTime=1759.39s | Method=fedgloss
[Round 012/100] Phase=standard | Stage=warmup | Acc=25.150 | RoundTime=160.91s | TotalTime=1920.30s | Method=fedgloss
[Round 013/100] Phase=standard | Stage=warmup | Acc=26.040 | RoundTime=159.96s | TotalTime=2080.28s | Method=fedgloss
[Round 014/100] Phase=standard | Stage=warmup | Acc=27.000 | RoundTime=160.23s | TotalTime=2240.54s | Method=fedgloss
[Round 015/100] Phase=standard | Stage=warmup | Acc=28.170 | RoundTime=159.63s | TotalTime=2400.18s | Method=fedgloss
[Round 016/100] Phase=standard | Stage=warmup | Acc=28.520 | RoundTime=160.80s | TotalTime=2561.00s | Method=fedgloss
[Round 017/100] Phase=standard | Stage=warmup | Acc=28.860 | RoundTime=161.61s | TotalTime=2722.62s | Method=fedgloss
[Round 018/100] Phase=standard | Stage=warmup | Acc=29.220 | RoundTime=162.46s | TotalTime=2885.08s | Method=fedgloss
[Round 019/100] Phase=standard | Stage=warmup | Acc=29.720 | RoundTime=164.39s | TotalTime=3049.48s | Method=fedgloss
[Round 020/100] Phase=standard | Stage=warmup | Acc=29.780 | RoundTime=161.24s | TotalTime=3210.72s | Method=fedgloss
[Round 021/100] Phase=standard | Stage=warmup | Acc=30.100 | RoundTime=162.09s | TotalTime=3372.82s | Method=fedgloss
[Round 022/100] Phase=standard | Stage=warmup | Acc=30.080 | RoundTime=160.75s | TotalTime=3533.58s | Method=fedgloss
[Round 023/100] Phase=standard | Stage=warmup | Acc=30.120 | RoundTime=160.25s | TotalTime=3693.84s | Method=fedgloss
[Round 024/100] Phase=standard | Stage=warmup | Acc=30.170 | RoundTime=159.50s | TotalTime=3853.35s | Method=fedgloss
[Round 025/100] Phase=standard | Stage=warmup | Acc=29.780 | RoundTime=159.70s | TotalTime=4013.06s | Method=fedgloss
[Round 026/100] Phase=standard | Stage=warmup | Acc=30.280 | RoundTime=162.36s | TotalTime=4175.43s | Method=fedgloss
[Round 027/100] Phase=standard | Stage=warmup | Acc=30.310 | RoundTime=160.27s | TotalTime=4335.71s | Method=fedgloss
[Round 028/100] Phase=standard | Stage=warmup | Acc=29.910 | RoundTime=162.20s | TotalTime=4497.92s | Method=fedgloss
[Round 029/100] Phase=standard | Stage=warmup | Acc=29.510 | RoundTime=160.51s | TotalTime=4658.43s | Method=fedgloss
[Round 030/100] Phase=standard | Stage=warmup | Acc=29.920 | RoundTime=158.45s | TotalTime=4816.89s | Method=fedgloss
[Round 031/100] Phase=standard | Stage=warmup | Acc=29.830 | RoundTime=160.51s | TotalTime=4977.41s | Method=fedgloss
[Round 032/100] Phase=standard | Stage=warmup | Acc=29.170 | RoundTime=159.02s | TotalTime=5136.43s | Method=fedgloss
[Round 033/100] Phase=standard | Stage=warmup | Acc=28.880 | RoundTime=159.91s | TotalTime=5296.35s | Method=fedgloss
[Round 034/100] Phase=standard | Stage=warmup | Acc=28.570 | RoundTime=160.41s | TotalTime=5456.77s | Method=fedgloss
[Round 035/100] Phase=standard | Stage=warmup | Acc=28.810 | RoundTime=158.70s | TotalTime=5615.48s | Method=fedgloss
[Round 036/100] Phase=standard | Stage=warmup | Acc=29.070 | RoundTime=159.70s | TotalTime=5775.18s | Method=fedgloss
[Round 037/100] Phase=standard | Stage=warmup | Acc=28.540 | RoundTime=159.12s | TotalTime=5934.31s | Method=fedgloss
[Round 038/100] Phase=standard | Stage=warmup | Acc=28.870 | RoundTime=159.21s | TotalTime=6093.52s | Method=fedgloss
[Round 039/100] Phase=standard | Stage=warmup | Acc=28.130 | RoundTime=161.26s | TotalTime=6254.79s | Method=fedgloss
[Round 040/100] Phase=standard | Stage=warmup | Acc=27.980 | RoundTime=160.26s | TotalTime=6415.06s | Method=fedgloss
[Round 041/100] Phase=standard | Stage=warmup | Acc=28.280 | RoundTime=158.21s | TotalTime=6573.28s | Method=fedgloss
[Round 042/100] Phase=standard | Stage=warmup | Acc=28.090 | RoundTime=159.61s | TotalTime=6732.90s | Method=fedgloss
[Round 043/100] Phase=standard | Stage=warmup | Acc=27.620 | RoundTime=160.59s | TotalTime=6893.50s | Method=fedgloss
[Round 044/100] Phase=standard | Stage=warmup | Acc=27.560 | RoundTime=159.71s | TotalTime=7053.22s | Method=fedgloss
[Round 045/100] Phase=standard | Stage=warmup | Acc=27.370 | RoundTime=160.37s | TotalTime=7213.60s | Method=fedgloss
[Round 046/100] Phase=standard | Stage=warmup | Acc=27.720 | RoundTime=160.92s | TotalTime=7374.52s | Method=fedgloss
