========================================================================================================================
Training started at: 2026-04-10 12:40:02
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260410-124002-113361_pid99613.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260410-124002-113361_pid99613.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=172.83s | TotalTime=172.84s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.250 | RoundTime=158.22s | TotalTime=331.07s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=6.000 | RoundTime=159.75s | TotalTime=490.82s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=10.230 | RoundTime=158.52s | TotalTime=649.35s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=14.110 | RoundTime=157.36s | TotalTime=806.72s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=16.620 | RoundTime=158.33s | TotalTime=965.06s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=18.630 | RoundTime=157.95s | TotalTime=1123.02s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=19.710 | RoundTime=159.34s | TotalTime=1282.37s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=21.900 | RoundTime=158.17s | TotalTime=1440.54s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=23.850 | RoundTime=159.14s | TotalTime=1599.69s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=24.690 | RoundTime=160.70s | TotalTime=1760.40s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=25.910 | RoundTime=157.83s | TotalTime=1918.24s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=26.680 | RoundTime=157.64s | TotalTime=2075.89s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=27.510 | RoundTime=158.92s | TotalTime=2234.82s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=28.370 | RoundTime=157.43s | TotalTime=2392.26s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=29.210 | RoundTime=161.59s | TotalTime=2553.85s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=29.870 | RoundTime=157.92s | TotalTime=2711.77s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=30.260 | RoundTime=157.99s | TotalTime=2869.77s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=30.410 | RoundTime=160.42s | TotalTime=3030.19s | Method=fedrdn
[Round 020/100] Phase=standard | Stage=warmup | Acc=31.010 | RoundTime=157.97s | TotalTime=3188.17s | Method=fedrdn
[Round 021/100] Phase=standard | Stage=warmup | Acc=31.210 | RoundTime=160.84s | TotalTime=3349.02s | Method=fedrdn
[Round 022/100] Phase=standard | Stage=warmup | Acc=31.000 | RoundTime=148.25s | TotalTime=3497.28s | Method=fedrdn
[Round 023/100] Phase=standard | Stage=warmup | Acc=31.500 | RoundTime=156.78s | TotalTime=3654.07s | Method=fedrdn
[Round 024/100] Phase=standard | Stage=warmup | Acc=31.780 | RoundTime=156.46s | TotalTime=3810.54s | Method=fedrdn
[Round 025/100] Phase=standard | Stage=warmup | Acc=31.640 | RoundTime=157.79s | TotalTime=3968.34s | Method=fedrdn
[Round 026/100] Phase=standard | Stage=warmup | Acc=31.970 | RoundTime=158.53s | TotalTime=4126.88s | Method=fedrdn
[Round 027/100] Phase=standard | Stage=warmup | Acc=30.960 | RoundTime=157.73s | TotalTime=4284.62s | Method=fedrdn
[Round 028/100] Phase=standard | Stage=warmup | Acc=30.880 | RoundTime=156.53s | TotalTime=4441.16s | Method=fedrdn
[Round 029/100] Phase=standard | Stage=warmup | Acc=30.730 | RoundTime=155.97s | TotalTime=4597.14s | Method=fedrdn
