========================================================================================================================
Training started at: 2026-04-09 05:11:40
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260409-051140-781548_pid2735229.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260409-051140-781548_pid2735229.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=137.87s | TotalTime=137.88s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.090 | RoundTime=127.70s | TotalTime=265.59s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=7.090 | RoundTime=126.63s | TotalTime=392.23s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=10.820 | RoundTime=128.12s | TotalTime=520.36s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=13.880 | RoundTime=127.36s | TotalTime=647.73s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=16.160 | RoundTime=127.18s | TotalTime=774.92s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=18.420 | RoundTime=128.82s | TotalTime=903.74s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=19.850 | RoundTime=126.28s | TotalTime=1030.04s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=22.040 | RoundTime=127.29s | TotalTime=1157.33s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=22.800 | RoundTime=126.16s | TotalTime=1283.50s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=24.360 | RoundTime=126.56s | TotalTime=1410.07s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=25.660 | RoundTime=127.44s | TotalTime=1537.52s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=26.150 | RoundTime=127.77s | TotalTime=1665.30s | Method=fedrdn
