====================================================================================================
Training started at: 2026-03-27 13:28:55
Result directory: results/fl_svhn/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15
Result txt file : results/fl_svhn/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_svhn_20260327-132855-275568_pid2006909.txt
Result log file : results/fl_svhn/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_svhn_20260327-132855-275568_pid2006909.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=15.940 | RoundTime=28.89s | TotalTime=28.89s | Method=fedcda
[Round 002/100] Acc=8.580 | RoundTime=27.95s | TotalTime=56.84s | Method=fedcda
[Round 003/100] Acc=25.200 | RoundTime=26.61s | TotalTime=83.45s | Method=fedcda
[Round 004/100] Acc=42.050 | RoundTime=29.25s | TotalTime=112.71s | Method=fedcda
[Round 005/100] Acc=39.520 | RoundTime=28.82s | TotalTime=141.53s | Method=fedcda
[Round 006/100] Acc=40.660 | RoundTime=28.30s | TotalTime=169.82s | Method=fedcda
[Round 007/100] Acc=54.120 | RoundTime=29.94s | TotalTime=199.77s | Method=fedcda
[Round 008/100] Acc=51.810 | RoundTime=29.84s | TotalTime=229.61s | Method=fedcda
[Round 009/100] Acc=50.950 | RoundTime=27.39s | TotalTime=257.00s | Method=fedcda
[Round 010/100] Acc=52.170 | RoundTime=28.04s | TotalTime=285.04s | Method=fedcda
[Round 011/100] Acc=69.780 | RoundTime=30.04s | TotalTime=315.08s | Method=fedcda
[Round 012/100] Acc=56.300 | RoundTime=29.70s | TotalTime=344.78s | Method=fedcda
[Round 013/100] Acc=56.290 | RoundTime=30.34s | TotalTime=375.12s | Method=fedcda
[Round 014/100] Acc=61.310 | RoundTime=28.44s | TotalTime=403.56s | Method=fedcda
[Round 015/100] Acc=64.280 | RoundTime=30.39s | TotalTime=433.95s | Method=fedcda
[Round 016/100] Acc=56.950 | RoundTime=30.27s | TotalTime=464.22s | Method=fedcda
[Round 017/100] Acc=44.150 | RoundTime=29.48s | TotalTime=493.70s | Method=fedcda
[Round 018/100] Acc=49.600 | RoundTime=30.25s | TotalTime=523.94s | Method=fedcda
[Round 019/100] Acc=63.280 | RoundTime=30.39s | TotalTime=554.33s | Method=fedcda
[Round 020/100] Acc=56.910 | RoundTime=30.06s | TotalTime=584.39s | Method=fedcda
[Round 021/100] Acc=65.560 | RoundTime=31.35s | TotalTime=615.74s | Method=fedcda
[Round 022/100] Acc=57.980 | RoundTime=30.02s | TotalTime=645.76s | Method=fedcda
[Round 023/100] Acc=45.560 | RoundTime=30.04s | TotalTime=675.80s | Method=fedcda
[Round 024/100] Acc=62.910 | RoundTime=30.24s | TotalTime=706.05s | Method=fedcda
[Round 025/100] Acc=59.920 | RoundTime=29.69s | TotalTime=735.74s | Method=fedcda
[Round 026/100] Acc=58.060 | RoundTime=29.39s | TotalTime=765.12s | Method=fedcda
[Round 027/100] Acc=59.070 | RoundTime=30.46s | TotalTime=795.59s | Method=fedcda
[Round 028/100] Acc=54.460 | RoundTime=30.44s | TotalTime=826.02s | Method=fedcda
[Round 029/100] Acc=54.720 | RoundTime=28.73s | TotalTime=854.75s | Method=fedcda
[Round 030/100] Acc=51.460 | RoundTime=28.51s | TotalTime=883.26s | Method=fedcda
[Round 031/100] Acc=44.420 | RoundTime=30.45s | TotalTime=913.71s | Method=fedcda
[Round 032/100] Acc=58.870 | RoundTime=29.64s | TotalTime=943.34s | Method=fedcda
[Round 033/100] Acc=53.310 | RoundTime=30.22s | TotalTime=973.56s | Method=fedcda
[Round 034/100] Acc=65.610 | RoundTime=32.09s | TotalTime=1005.65s | Method=fedcda
[Round 035/100] Acc=54.340 | RoundTime=29.93s | TotalTime=1035.58s | Method=fedcda
[Round 036/100] Acc=54.140 | RoundTime=29.92s | TotalTime=1065.50s | Method=fedcda
[Round 037/100] Acc=42.360 | RoundTime=30.62s | TotalTime=1096.12s | Method=fedcda
[Round 038/100] Acc=58.390 | RoundTime=30.78s | TotalTime=1126.89s | Method=fedcda
[Round 039/100] Acc=61.800 | RoundTime=30.41s | TotalTime=1157.30s | Method=fedcda
[Round 040/100] Acc=40.250 | RoundTime=29.60s | TotalTime=1186.90s | Method=fedcda
[Round 041/100] Acc=61.040 | RoundTime=30.69s | TotalTime=1217.59s | Method=fedcda
[Round 042/100] Acc=60.200 | RoundTime=29.11s | TotalTime=1246.71s | Method=fedcda
[Round 043/100] Acc=58.140 | RoundTime=30.68s | TotalTime=1277.38s | Method=fedcda
[Round 044/100] Acc=64.090 | RoundTime=30.96s | TotalTime=1308.35s | Method=fedcda
[Round 045/100] Acc=45.090 | RoundTime=29.95s | TotalTime=1338.30s | Method=fedcda
[Round 046/100] Acc=54.680 | RoundTime=30.08s | TotalTime=1368.38s | Method=fedcda
[Round 047/100] Acc=55.850 | RoundTime=28.34s | TotalTime=1396.72s | Method=fedcda
[Round 048/100] Acc=55.030 | RoundTime=31.24s | TotalTime=1427.97s | Method=fedcda
[Round 049/100] Acc=53.350 | RoundTime=30.35s | TotalTime=1458.32s | Method=fedcda
[Round 050/100] Acc=44.650 | RoundTime=28.47s | TotalTime=1486.78s | Method=fedcda
[Round 051/100] Acc=44.480 | RoundTime=36.00s | TotalTime=1522.78s | Method=fedcda
[Round 052/100] Acc=45.060 | RoundTime=36.16s | TotalTime=1558.94s | Method=fedcda
[Round 053/100] Acc=44.860 | RoundTime=35.45s | TotalTime=1594.39s | Method=fedcda
[Round 054/100] Acc=54.280 | RoundTime=36.07s | TotalTime=1630.46s | Method=fedcda
[Round 055/100] Acc=54.160 | RoundTime=36.11s | TotalTime=1666.58s | Method=fedcda
[Round 056/100] Acc=53.650 | RoundTime=36.25s | TotalTime=1702.83s | Method=fedcda
[Round 057/100] Acc=54.020 | RoundTime=35.81s | TotalTime=1738.64s | Method=fedcda
[Round 058/100] Acc=54.420 | RoundTime=35.90s | TotalTime=1774.54s | Method=fedcda
[Round 059/100] Acc=51.310 | RoundTime=36.22s | TotalTime=1810.76s | Method=fedcda
[Round 060/100] Acc=51.190 | RoundTime=36.45s | TotalTime=1847.21s | Method=fedcda
[Round 061/100] Acc=51.030 | RoundTime=36.16s | TotalTime=1883.37s | Method=fedcda
[Round 062/100] Acc=50.980 | RoundTime=35.78s | TotalTime=1919.15s | Method=fedcda
[Round 063/100] Acc=63.460 | RoundTime=35.65s | TotalTime=1954.80s | Method=fedcda
[Round 064/100] Acc=63.860 | RoundTime=36.08s | TotalTime=1990.89s | Method=fedcda
[Round 065/100] Acc=64.390 | RoundTime=35.82s | TotalTime=2026.71s | Method=fedcda
[Round 066/100] Acc=65.970 | RoundTime=35.94s | TotalTime=2062.65s | Method=fedcda
[Round 067/100] Acc=66.150 | RoundTime=35.85s | TotalTime=2098.51s | Method=fedcda
[Round 068/100] Acc=66.110 | RoundTime=36.25s | TotalTime=2134.75s | Method=fedcda
[Round 069/100] Acc=65.820 | RoundTime=35.99s | TotalTime=2170.75s | Method=fedcda
[Round 070/100] Acc=56.270 | RoundTime=36.24s | TotalTime=2206.99s | Method=fedcda
[Round 071/100] Acc=55.880 | RoundTime=36.09s | TotalTime=2243.08s | Method=fedcda
[Round 072/100] Acc=56.030 | RoundTime=36.55s | TotalTime=2279.63s | Method=fedcda
[Round 073/100] Acc=56.010 | RoundTime=36.21s | TotalTime=2315.85s | Method=fedcda
[Round 074/100] Acc=60.120 | RoundTime=35.71s | TotalTime=2351.55s | Method=fedcda
[Round 075/100] Acc=59.910 | RoundTime=36.11s | TotalTime=2387.67s | Method=fedcda
[Round 076/100] Acc=59.500 | RoundTime=35.86s | TotalTime=2423.52s | Method=fedcda
[Round 077/100] Acc=59.680 | RoundTime=35.65s | TotalTime=2459.17s | Method=fedcda
[Round 078/100] Acc=59.570 | RoundTime=34.93s | TotalTime=2494.10s | Method=fedcda
[Round 079/100] Acc=59.670 | RoundTime=35.54s | TotalTime=2529.64s | Method=fedcda
[Round 080/100] Acc=59.640 | RoundTime=35.44s | TotalTime=2565.08s | Method=fedcda
[Round 081/100] Acc=59.380 | RoundTime=35.25s | TotalTime=2600.33s | Method=fedcda
[Round 082/100] Acc=59.190 | RoundTime=35.64s | TotalTime=2635.98s | Method=fedcda
[Round 083/100] Acc=59.760 | RoundTime=35.34s | TotalTime=2671.32s | Method=fedcda
[Round 084/100] Acc=59.700 | RoundTime=35.52s | TotalTime=2706.84s | Method=fedcda
[Round 085/100] Acc=59.580 | RoundTime=35.52s | TotalTime=2742.37s | Method=fedcda
[Round 086/100] Acc=59.350 | RoundTime=35.34s | TotalTime=2777.70s | Method=fedcda
[Round 087/100] Acc=59.380 | RoundTime=35.62s | TotalTime=2813.33s | Method=fedcda
[Round 088/100] Acc=59.420 | RoundTime=35.52s | TotalTime=2848.85s | Method=fedcda
[Round 089/100] Acc=59.220 | RoundTime=35.35s | TotalTime=2884.20s | Method=fedcda
[Round 090/100] Acc=58.870 | RoundTime=35.48s | TotalTime=2919.68s | Method=fedcda
